車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,URL,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,竹島　繁夫,"投票締切
11:45",11:47,0,-,073,"2連率
20.0
3連率
20.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_3,04/03伊 5着2R 3.519 3.45 ST 0.19,04/02伊 8着10R 3.574 3.49 ST 0.15,03/25伊 8着5R 3.522 3.43 ST 0.12,03/24伊 2着4R 3.516 3.44 ST 0.03,03/23伊 7着4R 3.527 再3.43 ST 0.27,03/17伊 5着3R 3.513 3.44 ST 0.09,03/16伊 7着5R 3.562 3.46 ST 0.12,03/15伊 7着3R 3.552 3.45 ST 0.13,03/11伊 2着4R 3.474 3.45 ST 0.11,03/10伊 6着2R 3.506 3.45 ST 0.08,04/03伊 5着2R 3.519 3.45 ST 0.19,03/25伊 8着5R 3.522 3.43 ST 0.12,03/24伊 2着4R 3.516 3.44 ST 0.03,03/23伊 7着4R 3.527 再3.43 ST 0.27,03/17伊 5着3R 3.513 3.44 ST 0.09,5.4,-,20%,02/25伊 7着2R 3.810 3.71 ST 0.06,-,-,-,-,7,-,-,03/10伊 6着2R 3.506 3.45 ST 0.08,-,-,-,-,6,-,-,23,0,0,0.13,0/2 0/8,20.0%,20.0%,3.45,3.523,3.474 (伊),10.3%,4/39,39,0.0%,0/8,8,0,0,2,509,520,564,10.8%,21.9%,33.9%
2,原田　富夫,"投票締切
11:45",11:47,0,-,101,"2連率
20.0
3連率
30.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_3,04/03伊 8着7R 3.529 3.43 ST 0.18,04/02伊 7着3R 3.552 3.47 ST 0.20,03/25伊 2着3R 3.481 3.41 ST 0.16,03/24伊 8着7R 3.529 3.42 ST 0.16,03/23伊 6着12R 3.490 3.43 ST 0.19,03/17伊 6着4R 3.535 3.41 ST 0.10,03/16伊 6着2R 3.513 3.39 ST 0.23,03/15伊 7着1R 3.532 3.40 ST 0.15,03/11伊 2着3R 3.492 3.39 ST 0.31,03/10伊 3着1R 3.477 3.40 ST 0.13,04/03伊 8着7R 3.529 3.43 ST 0.18,03/25伊 2着3R 3.481 3.41 ST 0.16,03/24伊 8着7R 3.529 3.42 ST 0.16,03/23伊 6着12R 3.490 3.43 ST 0.19,03/17伊 6着4R 3.535 3.41 ST 0.10,6,-,20%,02/25伊 2着1R 3.735 3.66 ST 0.11,-,-,-,-,2,-,100%,04/02伊 7着3R 3.552 3.47 ST 0.20,03/10伊 3着1R 3.477 3.40 ST 0.13,-,-,-,5,-,-,30,0,0,0.20,0/2 1/7,20.0%,30.0%,3.41,3.511,3.481 (伊),14.3%,6/42,42,12.5%,1/8,8,0,0,0,363,417,414,9.5%,20.4%,31.2%
3,米里　信秀,"投票締切
11:45",11:47,10,-,067,"2連率
20.0
3連率
30.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_3,04/03伊 5着3R 3.519 3.45 ST 0.10,04/02伊 7着2R 3.539 3.51 ST 0.15,03/25伊 5着4R 3.489 3.43 ST 0.09,03/24伊 6着4R 3.527 3.46 ST 0.12,03/23伊 8着10R 3.511 3.45 ST 0.17,03/17伊 3着2R 3.478 3.42 ST 0.15,03/16伊 1着4R 3.494 3.44 ST 0.21,03/15伊 5着2R 3.505 3.43 ST 0.02,03/11伊 4着4R 3.479 3.43 ST 0.21,03/10伊 2着2R 3.444 3.41 ST 0.02,04/03伊 5着3R 3.519 3.45 ST 0.10,03/25伊 5着4R 3.489 3.43 ST 0.09,03/24伊 6着4R 3.527 3.46 ST 0.12,03/23伊 8着10R 3.511 3.45 ST 0.17,03/17伊 3着2R 3.478 3.42 ST 0.15,5.4,-,-,02/25伊 4着4R 3.696 3.63 ST 0.16,02/11川 4着2R 3.726 3.69 ST 0.26,-,-,-,4,-,-,04/02伊 7着2R 3.539 3.51 ST 0.15,03/10伊 2着2R 3.444 3.41 ST 0.02,-,-,-,4.5,-,50%,33,0,0,0.17,1/1 1/7,20.0%,30.0%,3.43,3.497,3.471 (伊),9.1%,4/44,44,12.5%,1/8,8,0,0,6,465,582,516,10.7%,24.0%,35.9%
4,野沢　守弘,"投票締切
11:45",11:47,20,-,085,"2連率
40.0
3連率
40.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_3,04/03伊 6着8R 3.500 3.40 ST 0.29,04/02伊 8着11R 3.487 3.39 ST 0.37,03/25伊 ⑤着12R 3.727 3.65 ST 0.22,03/24伊 1着10R 3.455 3.39 ST 0.20,03/23伊 1着4R 3.468 3.39 ST 0.22,03/17伊 5着10R 3.481 3.41 ST 0.20,03/16伊 6着10R 3.477 3.39 ST 0.26,03/15伊 1着8R 3.462 3.39 ST 0.25,03/11伊 5着7R 3.487 3.39 ST 0.25,03/10伊 1着6R 3.450 3.38 ST 0.21,04/03伊 6着8R 3.500 3.40 ST 0.29,03/24伊 1着10R 3.455 3.39 ST 0.20,03/23伊 1着4R 3.468 3.39 ST 0.22,03/17伊 5着10R 3.481 3.41 ST 0.20,03/16伊 6着10R 3.477 3.39 ST 0.26,3.8,-,40%,03/25伊 ⑤着12R 3.727 3.65 ST 0.22,02/25伊 4着2R 3.714 3.62 ST 0.08,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,32,1,0,0.20,4/0 0/6,40.0%,40.0%,3.39,3.475,3.450 (伊),20.5%,8/39,39,25.0%,1/4,4,1,0,6,473,474,491,11.3%,22.6%,34.3%
5,石川　哲也,"投票締切
11:45",11:47,20,-,105,"2連率
0.0
3連率
12.5",https://autorace.jp/race_info/Program/isesaki/2026-04-04_3,04/03伊 6着2R 3.503 3.43 ST 0.07,04/02伊 8着6R 3.587 3.47 ST 0.17,03/25伊 7着3R 3.482 3.37 ST 0.19,03/24伊 7着4R 3.508 3.38 ST 0.15,03/23伊 8着6R 3.514 3.40 ST 0.19,03/17伊 3着4R 3.486 3.36 ST 0.25,03/16伊 7着6R 3.489 3.37 ST 0.20,03/15伊 5着4R 3.486 3.39 ST 0.15,-,-,04/03伊 6着2R 3.503 3.43 ST 0.07,03/25伊 7着3R 3.482 3.37 ST 0.19,03/24伊 7着4R 3.508 3.38 ST 0.15,03/23伊 8着6R 3.514 3.40 ST 0.19,03/17伊 3着4R 3.486 3.36 ST 0.25,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,0,0,0.17,0/0 1/7,0.0%,12.5%,3.39,3.495,3.482 (伊),0.0%,0/7,7,0.0%,0/0,0,0,0,4,106,93,109,14.6%,27.4%,42.4%
6,仲田　恵一朗,"投票締切
11:45",11:47,30,-,099,"2連率
22.2
3連率
44.4",https://autorace.jp/race_info/Program/isesaki/2026-04-04_3,04/03伊 2着2R 3.454 3.38 ST 0.19,04/02伊 4着1R 3.524 3.52 ST 0.17,03/25伊 6着11R 3.692 3.59 ST 0.08,03/24伊 3着10R 3.436 3.34 ST 0.15,03/23伊 2着1R 3.431 3.33 ST 0.09,03/17伊 不成立11R - 3.35 ST 0.14,03/16伊 4着10R 3.449 3.35 ST 0.08,03/15伊 3着4R 3.454 3.35 ST 0.09,03/11伊 6着9R 3.444 3.34 ST 0.07,03/10伊 8着12R 3.474 3.34 ST 0.15,04/03伊 2着2R 3.454 3.38 ST 0.19,03/24伊 3着10R 3.436 3.34 ST 0.15,03/23伊 2着1R 3.431 3.33 ST 0.09,03/17伊 不成立11R - 3.35 ST 0.14,03/16伊 4着10R 3.449 3.35 ST 0.08,2.8,-,50%,03/25伊 6着11R 3.692 3.59 ST 0.08,02/25伊 4着7R 3.668 3.56 ST 0.13,-,-,-,5,-,-,04/02伊 4着1R 3.524 3.52 ST 0.17,-,-,-,-,4,-,-,28,0,0,0.14,0/2 2/5,22.2%,44.4%,3.34,3.439,3.403 (伊),15.4%,6/39,39,25.0%,2/8,8,0,0,6,330,315,327,13.9%,27.1%,40.8%
7,牧野　竜人,"投票締切
11:45",11:47,30,-,110,"2連率
20.0
3連率
30.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_3,04/03伊 7着7R 3.486 3.38 ST 0.16,04/02伊 7着11R 3.473 3.35 ST 0.15,03/31浜 4着11R 3.716 3.68 ST 0.14,03/30浜 4着10R 3.436 3.34 ST 0.13,03/29浜 2着1R 3.431 3.34 ST 0.15,03/25伊 6着6R 3.437 3.31 ST 0.06,03/24伊 1着6R 3.472 3.36 ST 0.23,03/23伊 5着12R 3.457 3.38 ST 0.12,03/14浜 4着8R 3.441 3.34 ST 0.21,03/13浜 3着1R 3.419 3.29 ST 0.14,04/03伊 7着7R 3.486 3.38 ST 0.16,03/30浜 4着10R 3.436 3.34 ST 0.13,03/29浜 2着1R 3.431 3.34 ST 0.15,03/25伊 6着6R 3.437 3.31 ST 0.06,03/24伊 1着6R 3.472 3.36 ST 0.23,4,-,40%,03/31浜 4着11R 3.716 3.68 ST 0.14,03/03浜 5着5R 3.736 3.64 ST 0.20,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,37,2,1,0.18,1/1 1/7,20.0%,30.0%,3.34,3.450,3.419 (浜),34.0%,18/53,53,16.7%,1/6,6,2,1,1,50,29,50,12.6%,19.9%,32.6%
