車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,URL,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,小松　俊輔,"投票締切
16:13",16:15,0,-,097,"2連率
10.0
3連率
10.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/31浜 6着6R 3.884 3.79 ST 0.14,03/30浜 8着4R 3.594 3.54 ST 0.17,03/29浜 8着7R 3.574 3.49 ST 0.12,03/26山 6着5R 3.519 3.43 ST 0.16,03/25山 5着4R 3.719 3.65 ST 0.14,03/24山 2着3R 3.482 3.39 ST 0.25,03/23山 6着2R 3.506 3.40 ST 0.25,03/18山 4着3R 3.848 3.78 ST 0.26,03/17山 5着1R 3.519 3.45 ST 0.22,03/16山 6着4R 3.526 3.44 ST 0.17,03/29浜 8着7R 3.574 3.49 ST 0.12,03/26山 6着5R 3.519 3.43 ST 0.16,03/24山 2着3R 3.482 3.39 ST 0.25,03/23山 6着2R 3.506 3.40 ST 0.25,03/17山 5着1R 3.519 3.45 ST 0.22,5.4,-,20%,03/31浜 6着6R 3.884 3.79 ST 0.14,03/25山 5着4R 3.719 3.65 ST 0.14,03/18山 4着3R 3.848 3.78 ST 0.26,03/06山 5着2R 3.729 3.68 ST 0.24,03/03山 6着6R 3.868 3.82 ST 0.19,5.2,-,-,03/30浜 8着4R 3.594 3.54 ST 0.17,-,-,-,-,8,-,-,37,0,0,0.20,0/1 0/9,10.0%,10.0%,3.44,3.537,3.482 (山),7.4%,4/54,54,9.1%,1/11,11,0,0,0,3,2,2,2.1%,3.4%,4.8%
2,岩元　　毅,"投票締切
16:13",16:15,10,-,069,"2連率
0.0
3連率
0.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/22飯 6着3R 3.800 3.81 ST 0.13,03/21飯 7着4R 3.513 3.44 ST 0.18,03/20飯 6着1R 3.510 3.42 ST 0.17,03/19飯 7着3R 3.497 3.44 ST 0.23,03/15飯 6着1R 3.530 3.48 ST 0.19,03/14飯 6着6R 3.526 3.49 ST 0.11,03/13飯 7着7R 3.571 3.48 ST 0.17,03/09飯 7着1R 3.535 3.45 ST 0.20,03/08飯 7着4R 3.542 3.49 ST 0.17,03/07飯 7着2R 3.535 3.48 ST 0.20,03/21飯 7着4R 3.513 3.44 ST 0.18,03/20飯 6着1R 3.510 3.42 ST 0.17,03/19飯 7着3R 3.497 3.44 ST 0.23,03/15飯 6着1R 3.530 3.48 ST 0.19,03/14飯 6着6R 3.526 3.49 ST 0.11,6.4,-,-,03/22飯 6着3R 3.800 3.81 ST 0.13,03/03飯 5着3R 3.739 3.67 ST 0.15,03/02飯 4着3R 3.768 3.71 ST 0.22,-,-,5,-,-,-,-,-,-,-,-,-,-,36,0,0,0.14,0/0 0/10,0.0%,0.0%,3.46,3.529,3.497 (飯),0.0%,0/57,57,0.0%,0/9,9,0,0,0,351,480,511,7.9%,18.6%,30.1%
3,信沢　綾乃,"投票締切
16:13",16:15,20,-,074,"2連率
20.0
3連率
30.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/28川 5着4R 3.495 3.41 ST 0.13,03/27川 3着8R 3.486 3.41 ST 0.19,03/26川 7着6R 3.923 3.83 ST 0.13,03/18山 6着6R 3.852 3.83 ST 0.17,03/17山 5着2R 3.514 3.41 ST 0.26,03/16山 6着8R 3.511 3.44 ST 0.21,02/26川 2着11R 3.435 3.40 ST 0.13,02/25川 4着12R 3.862 3.79 ST 0.12,02/24川 2着12R 3.416 3.38 ST 0.12,02/17飯 7着2R 3.510 3.38 ST 0.16,03/28川 5着4R 3.495 3.41 ST 0.13,03/27川 3着8R 3.486 3.41 ST 0.19,03/17山 5着2R 3.514 3.41 ST 0.26,03/16山 6着8R 3.511 3.44 ST 0.21,02/26川 2着11R 3.435 3.40 ST 0.13,4.2,-,20%,03/26川 7着6R 3.923 3.83 ST 0.13,03/18山 6着6R 3.852 3.83 ST 0.17,02/25川 4着12R 3.862 3.79 ST 0.12,02/14飯 7着4R 3.759 3.67 ST 0.17,-,6,-,-,-,-,-,-,-,-,-,-,31,0,0,0.15,0/2 1/7,20.0%,30.0%,3.40,3.474,3.416 (川),16.1%,9/56,56,16.7%,1/6,6,0,0,0,74,57,64,12.4%,21.9%,32.6%
4,東小野　正道,"投票締切
16:13",16:15,20,-,075,"2連率
20.0
3連率
30.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/22飯 2着1R 3.747 3.67 ST 0.19,03/21飯 7着5R 3.462 3.45 ST 0.18,03/20飯 2着3R 3.446 3.34 ST 0.21,03/19飯 4着6R 3.457 3.35 ST 0.15,03/15飯 4着8R 3.458 3.35 ST 0.11,03/14飯 4着8R 3.458 3.36 ST 0.15,03/13飯 7着10R 3.468 3.46 ST 0.20,03/09飯 4着5R 3.830 3.45 ST 0.10,03/08飯 3着3R 3.452 3.34 ST 0.19,03/07飯 5着3R 3.436 3.35 ST 0.15,03/21飯 7着5R 3.462 3.45 ST 0.18,03/20飯 2着3R 3.446 3.34 ST 0.21,03/19飯 4着6R 3.457 3.35 ST 0.15,03/15飯 4着8R 3.458 3.35 ST 0.11,03/14飯 4着8R 3.458 3.36 ST 0.15,4.2,-,20%,03/22飯 2着1R 3.747 3.67 ST 0.19,03/09飯 4着5R 3.830 3.45 ST 0.10,03/02飯 4着4R 3.730 3.63 ST 0.14,-,-,3.3,-,33.3%,-,-,-,-,-,-,-,-,20,0,0,0.15,0/2 1/7,20.0%,30.0%,3.38,3.455,3.434 (飯),17.6%,3/17,17,33.3%,1/3,3,0,0,32,869,572,470,24.2%,40.2%,53.3%
5,赤堀　　翼,"投票締切
16:13",16:15,30,-,078,"2連率
60.0
3連率
90.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/31浜 5着9R 3.748 3.72 ST 0.13,03/31浜 3着3R 3.770 3.74 ST 0.19,03/30浜 1着8R 3.435 3.36 ST 0.10,03/29浜 3着11R 3.455 3.35 ST 0.16,03/26山 ①着9R 3.394 3.34 ST 0.09,03/25山 2着9R 3.600 3.55 ST 0.16,03/24山 2着7R 3.415 3.32 ST 0.13,03/24山 1着1R 3.403 3.36 ST 0.10,03/23山 3着4R 3.439 3.37 ST 0.09,03/14浜 1着3R 3.468 3.36 ST 0.11,03/30浜 1着8R 3.435 3.36 ST 0.10,03/29浜 3着11R 3.455 3.35 ST 0.16,03/26山 ①着9R 3.394 3.34 ST 0.09,03/24山 2着7R 3.415 3.32 ST 0.13,03/24山 1着1R 3.403 3.36 ST 0.10,1.6,-,80%,03/31浜 5着9R 3.748 3.72 ST 0.13,03/31浜 3着3R 3.770 3.74 ST 0.19,03/25山 2着9R 3.600 3.55 ST 0.16,03/03浜 1着3R 3.731 3.65 ST 0.09,02/09山 4着1R 3.677 3.66 ST 0.16,3,-,40%,-,-,-,-,-,-,-,-,39,1,1,0.15,4/2 3/1,60.0%,90.0%,3.36,3.438,3.394 (山),27.7%,13/47,47,33.3%,3/9,9,1,1,2,240,219,211,12.8%,24.5%,35.7%
6,内山　雄介,"投票締切
16:13",16:15,40,-,082,"2連率
30.0
3連率
50.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/31飯 1着6R 3.547 3.48 ST 0.06,03/30飯 4着3R 3.759 3.70 ST 0.11,03/29飯 5着8R 3.431 3.34 ST 0.10,03/28飯 7着7R 3.424 3.33 ST 0.05,03/27飯 2着8R 3.399 3.33 ST 0.08,03/22飯 3着6R 3.718 3.69 ST 0.10,03/21飯 5着6R 3.413 3.32 ST 0.06,03/20飯 4着6R 3.407 3.35 ST 0.11,03/19飯 2着5R 3.386 3.30 ST 0.13,03/08川 3着3R 3.437 3.35 ST 0.12,03/29飯 5着8R 3.431 3.34 ST 0.10,03/28飯 7着7R 3.424 3.33 ST 0.05,03/27飯 2着8R 3.399 3.33 ST 0.08,03/21飯 5着6R 3.413 3.32 ST 0.06,03/20飯 4着6R 3.407 3.35 ST 0.11,4.6,-,20%,03/30飯 4着3R 3.759 3.70 ST 0.11,03/22飯 3着6R 3.718 3.69 ST 0.10,03/04川 4着1R 3.621 3.59 ST 0.08,02/14飯 3着4R 3.652 3.60 ST 0.05,01/21飯 7着2R 3.698 3.62 ST 0.12,4.2,-,-,03/31飯 1着6R 3.547 3.48 ST 0.06,-,-,-,-,1,-,100%,40,1,0,0.10,1/2 2/5,30.0%,50.0%,3.33,3.412,3.386 (飯),26.5%,18/68,68,8.3%,1/12,12,1,0,6,276,305,326,12.2%,25.6%,40.0%
7,井村　淳一,"投票締切
16:13",16:15,50,-,103,"2連率
20.0
3連率
40.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/31飯 1着2R 3.637 3.61 ST 0.13,03/30飯 5着6R 3.762 3.72 ST 0.19,03/29飯 4着8R 3.412 3.31 ST 0.21,03/28飯 4着3R 3.434 3.35 ST 0.25,03/27飯 5着7R 3.421 3.31 ST 0.12,03/22飯 7着6R 3.770 3.72 ST 0.27,03/21飯 3着5R 3.411 3.30 ST 0.32,03/21飯 2着1R 3.410 3.29 ST 0.45,03/20飯 5着6R 3.399 3.28 ST 0.22,03/19飯 3着6R 3.419 3.33 ST 0.20,03/29飯 4着8R 3.412 3.31 ST 0.21,03/28飯 4着3R 3.434 3.35 ST 0.25,03/27飯 5着7R 3.421 3.31 ST 0.12,03/21飯 3着5R 3.411 3.30 ST 0.32,03/21飯 2着1R 3.410 3.29 ST 0.45,3.6,-,20%,03/31飯 1着2R 3.637 3.61 ST 0.13,03/30飯 5着6R 3.762 3.72 ST 0.19,03/22飯 7着6R 3.770 3.72 ST 0.27,02/02飯 7着7R 3.657 3.56 ST 0.19,01/21飯 2着2R 3.647 3.64 ST 0.16,4.4,-,40%,-,-,-,-,-,-,-,-,44,0,0,0.23,1/1 2/6,20.0%,40.0%,3.32,3.423,3.399 (飯),21.3%,13/61,61,33.3%,4/12,12,0,0,10,421,413,377,15.1%,30.0%,43.5%
8,辻　　大樹,"投票締切
16:13",16:15,50,-,072,"2連率
60.0
3連率
90.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_3,03/31飯 ⑤着9R 3.528 3.42 ST 0.05,03/30飯 1着7R 3.659 3.61 ST 0.06,03/29飯 1着5R 3.379 3.30 ST 0.14,03/28飯 1着2R 3.386 3.29 ST 0.06,03/27飯 3着1R 3.395 3.32 ST 0.05,03/15飯 3着11R 3.392 3.32 ST 0.10,03/14飯 3着10R 3.395 3.32 ST 0.04,03/13飯 1着7R 3.401 3.31 ST 0.18,03/09飯 ①着8R 3.607 3.58 ST 0.25,03/08飯 1着6R 3.383 3.30 ST 0.13,03/29飯 1着5R 3.379 3.30 ST 0.14,03/28飯 1着2R 3.386 3.29 ST 0.06,03/27飯 3着1R 3.395 3.32 ST 0.05,03/15飯 3着11R 3.392 3.32 ST 0.10,03/14飯 3着10R 3.395 3.32 ST 0.04,2.2,-,40%,03/30飯 1着7R 3.659 3.61 ST 0.06,03/09飯 ①着8R 3.607 3.58 ST 0.25,03/03飯 1着3R 3.618 3.54 ST 0.20,03/02飯 1着4R 3.626 3.62 ST 0.17,02/02飯 5着6R 3.615 3.59 ST 0.22,1.8,-,80%,03/31飯 ⑤着9R 3.528 3.42 ST 0.05,-,-,-,-,5,-,-,40,2,1,0.13,6/0 3/1,60.0%,90.0%,3.32,3.392,3.376 (飯),35.4%,23/65,65,66.7%,8/12,12,2,1,10,383,466,471,12.9%,28.7%,44.6%
