車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,URL,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,宮司　佳奈,"投票締切
20:43",20:45,0,-,122,"2連率
10.0
3連率
20.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/31浜 8着9R 4.029 3.83 ST 0.13,03/30浜 3着6R 3.494 3.43 ST 0.23,03/29浜 4着6R 3.513 3.40 ST 0.09,03/26山 4着4R 3.490 3.40 ST 0.17,03/25山 6着2R 3.803 3.71 ST 0.15,03/24山 1着2R 3.455 3.39 ST 0.14,03/23山 5着6R 3.487 3.34 ST 0.20,03/14浜 5着7R 3.513 3.41 ST 0.15,03/13浜 7着8R 3.594 3.47 ST 0.25,03/12浜 7着3R 3.771 3.47 ST 0.20,03/30浜 3着6R 3.494 3.43 ST 0.23,03/29浜 4着6R 3.513 3.40 ST 0.09,03/26山 4着4R 3.490 3.40 ST 0.17,03/24山 1着2R 3.455 3.39 ST 0.14,03/23山 5着6R 3.487 3.34 ST 0.20,3.4,-,20%,03/31浜 8着9R 4.029 3.83 ST 0.13,03/25山 6着2R 3.803 3.71 ST 0.15,03/03浜 7着5R 3.897 3.85 ST 0.11,02/25川 5着10R 3.987 3.89 ST 0.12,-,6.5,-,-,-,-,-,-,-,-,-,-,28,0,0,0.18,1/0 1/8,10.0%,20.0%,3.42,3.542,3.455 (山),5.4%,2/37,37,0.0%,0/5,5,0,0,0,6,4,6,4.5%,7.5%,11.9%
2,桝崎　星名,"投票締切
20:43",20:45,30,-,092,"2連率
10.0
3連率
30.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/31浜 7着7R 3.845 3.89 ST 0.28,03/31浜 6着1R 4.016 3.85 ST 0.23,03/30浜 7着9R 3.509 3.43 ST 0.14,03/29浜 4着1R 3.455 3.38 ST 0.09,03/26山 3着5R 3.463 3.35 ST 0.17,03/26山 1着1R 3.433 3.37 ST 0.14,03/25山 6着4R 3.684 3.69 ST 0.17,03/24山 6着7R 3.463 3.36 ST 0.23,03/23山 3着3R 3.429 3.35 ST 0.14,03/14浜 5着4R 3.468 3.37 ST 0.18,03/30浜 7着9R 3.509 3.43 ST 0.14,03/29浜 4着1R 3.455 3.38 ST 0.09,03/26山 3着5R 3.463 3.35 ST 0.17,03/26山 1着1R 3.433 3.37 ST 0.14,03/24山 6着7R 3.463 3.36 ST 0.23,4.2,-,20%,03/31浜 7着7R 3.845 3.89 ST 0.28,03/31浜 6着1R 4.016 3.85 ST 0.23,03/25山 6着4R 3.684 3.69 ST 0.17,03/03浜 7着3R 3.779 3.83 ST 0.33,-,6.5,-,-,-,-,-,-,-,-,-,-,37,1,0,0.18,1/0 2/7,10.0%,30.0%,3.37,3.462,3.429 (山),20.7%,12/58,58,0.0%,0/7,7,1,0,0,50,62,56,7.4%,16.6%,24.9%
3,藤本　梨恵,"投票締切
20:43",20:45,30,-,091,"2連率
10.0
3連率
30.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/25伊 4着6R 3.444 3.39 ST 0.19,03/24伊 8着5R 3.494 3.38 ST 0.19,03/23伊 6着10R 3.471 3.38 ST 0.13,03/17伊 3着9R 3.460 3.39 ST 0.15,03/16伊 8着11R 3.473 3.39 ST 0.07,03/15伊 2着4R 3.462 3.38 ST 0.11,03/11伊 3着2R 3.452 3.35 ST 0.16,03/10伊 5着5R 3.478 3.35 ST 0.16,03/09伊 6着1R 3.481 3.35 ST 0.15,02/27伊 6着7R 3.444 3.37 ST 0.18,03/25伊 4着6R 3.444 3.39 ST 0.19,03/24伊 8着5R 3.494 3.38 ST 0.19,03/23伊 6着10R 3.471 3.38 ST 0.13,03/17伊 3着9R 3.460 3.39 ST 0.15,03/16伊 8着11R 3.473 3.39 ST 0.07,5.8,-,-,02/25伊 1着1R 3.699 3.65 ST 0.16,-,-,-,-,1,-,100%,-,-,-,-,-,-,-,-,31,1,0,0.13,0/1 2/7,10.0%,30.0%,3.37,3.461,3.421 (伊),33.3%,13/39,39,12.5%,1/8,8,1,0,2,156,141,170,11.2%,21.3%,33.5%
4,帆景　　岬,"投票締切
20:43",20:45,30,-,088,"2連率
10.0
3連率
10.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/31浜 8着2R 3.891 4.08 ST 0.46,03/30浜 7着1R 3.962 4.00 ST 0.40,03/29浜 反妨4R - 3.36 ST 0.15,03/22飯 7着5R 3.779 3.82 ST 0.30,03/21飯 1着2R 3.426 3.36 ST 0.18,03/20飯 4着1R 3.446 3.35 ST 0.21,03/19飯 6着4R 3.471 3.38 ST 0.26,03/15飯 5着6R 3.465 3.40 ST 0.26,03/14飯 6着7R 3.487 3.34 ST 0.24,03/13飯 6着4R 3.483 3.38 ST 0.30,03/29浜 反妨4R - 3.36 ST 0.15,03/21飯 1着2R 3.426 3.36 ST 0.18,03/20飯 4着1R 3.446 3.35 ST 0.21,03/19飯 6着4R 3.471 3.38 ST 0.26,03/15飯 5着6R 3.465 3.40 ST 0.26,4,-,25%,03/31浜 8着2R 3.891 4.08 ST 0.46,03/30浜 7着1R 3.962 4.00 ST 0.40,03/22飯 7着5R 3.779 3.82 ST 0.30,03/09飯 ⑦着8R F 3.952 再3.66 ST 0.28,03/03山 5着7R 3.731 3.75 ST 0.37,6.8,-,-,03/13飯 6着4R 3.483 3.38 ST 0.30,-,-,-,-,6,-,-,34,3,0,0.23,1/0 0/8,10.0%,10.0%,3.36,3.448,3.400 (飯),33.3%,18/54,54,0.0%,0/14,14,3,0,0,35,26,26,10.8%,18.8%,26.9%
5,本田　仁恵,"投票締切
20:43",20:45,40,-,092,"2連率
0.0
3連率
10.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/28川 4着5R 3.466 3.36 ST 0.16,03/27川 8着1R 3.466 3.40 ST 0.08,03/26川 4着9R 3.744 3.71 ST 0.10,03/22飯 6着5R 3.757 3.68 ST 0.26,03/22飯 3着1R 3.751 3.65 ST 0.09,03/21飯 6着4R 3.450 3.34 ST 0.26,03/20飯 6着4R 3.438 3.35 ST 0.19,03/19飯 5着1R 3.419 3.35 ST 0.18,03/11伊 8着5R 3.486 3.38 ST 0.21,03/10伊 7着2R F 3.476 3.39 ST 0.13,03/28川 4着5R 3.466 3.36 ST 0.16,03/27川 8着1R 3.466 3.40 ST 0.08,03/21飯 6着4R 3.450 3.34 ST 0.26,03/20飯 6着4R 3.438 3.35 ST 0.19,03/19飯 5着1R 3.419 3.35 ST 0.18,5.8,-,-,03/26川 4着9R 3.744 3.71 ST 0.10,03/22飯 6着5R 3.757 3.68 ST 0.26,03/22飯 3着1R 3.751 3.65 ST 0.09,03/03浜 3着5R 3.696 3.67 ST 0.18,02/25川 2着10R 3.796 3.73 ST 0.13,3.6,-,20%,03/10伊 7着2R F 3.476 3.39 ST 0.13,-,-,-,-,7,-,-,42,2,1,0.14,0/0 1/9,0.0%,10.0%,3.37,3.462,3.419 (飯),20.6%,13/63,63,37.5%,3/8,8,2,1,3,87,102,85,10.7%,23.2%,33.6%
6,高橋　絵莉子,"投票締切
20:43",20:45,40,-,094,"2連率
0.0
3連率
40.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/25伊 反妨10R - 3.53 ST 0.18,03/24伊 6着9R 3.454 3.37 ST 0.12,03/23伊 3着6R 3.447 3.38 ST 0.11,03/17伊 3着3R 3.463 3.36 ST 0.16,03/16伊 4着3R 3.475 3.35 ST 0.23,03/15伊 5着3R 3.454 3.35 ST 0.16,03/08川 7着8R 3.457 3.34 ST 0.14,03/07川 6着6R 3.444 3.38 ST 0.12,03/06川 3着11R 3.403 3.34 ST 0.16,03/05川 3着8R 3.434 3.36 ST 0.14,03/24伊 6着9R 3.454 3.37 ST 0.12,03/23伊 3着6R 3.447 3.38 ST 0.11,03/17伊 3着3R 3.463 3.36 ST 0.16,03/16伊 4着3R 3.475 3.35 ST 0.23,03/15伊 5着3R 3.454 3.35 ST 0.16,4.2,-,-,02/25伊 3着1R 3.706 3.60 ST 0.19,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,30,1,1,0.15,0/0 4/5,0.0%,40.0%,3.35,3.444,3.403 (川),36.4%,16/44,44,20.0%,1/5,5,1,1,2,139,111,100,15.4%,27.7%,38.8%
7,西　　翔子,"投票締切
20:43",20:45,40,-,116,"2連率
20.0
3連率
30.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/31浜 4着9R 3.713 3.71 ST 0.27,03/31浜 3着2R 3.776 3.73 ST 0.30,03/30浜 1着4R 3.465 3.36 ST 0.20,03/29浜 7着7R 3.513 3.39 ST 0.11,03/22浜 6着6R 3.445 3.36 ST 0.13,03/21浜 6着4R 3.444 3.36 ST 0.10,03/20浜 8着2R 3.492 3.33 ST 0.14,03/19浜 8着9R 3.453 3.35 ST 0.13,03/18浜 8着4R 3.453 3.37 ST 0.15,03/14浜 2着7R 3.436 3.32 ST 0.16,03/29浜 7着7R 3.513 3.39 ST 0.11,03/22浜 6着6R 3.445 3.36 ST 0.13,03/21浜 6着4R 3.444 3.36 ST 0.10,03/20浜 8着2R 3.492 3.33 ST 0.14,03/18浜 8着4R 3.453 3.37 ST 0.15,7,-,-,03/31浜 4着9R 3.713 3.71 ST 0.27,03/31浜 3着2R 3.776 3.73 ST 0.30,03/03山 2着10R 3.619 3.56 ST 0.15,03/02山 5着11R 3.712 3.65 ST 0.23,02/10飯 5着7R 3.709 3.62 ST 0.17,3.8,-,20%,03/30浜 1着4R 3.465 3.36 ST 0.20,-,-,-,-,1,-,100%,35,0,0,0.16,1/1 1/7,20.0%,30.0%,3.33,3.446,3.404 (浜),26.1%,12/46,46,25.0%,2/8,8,0,0,3,121,94,84,18.8%,33.4%,46.5%
8,新井　日和,"投票締切
20:43",20:45,50,-,077,"2連率
20.0
3連率
50.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_12,03/31浜 5着5R 3.917 3.78 ST 0.25,03/30浜 8着11R 3.436 3.35 ST 0.18,03/29浜 3着6R 3.432 3.36 ST 0.18,03/29浜 3着2R 3.453 3.36 ST 0.25,03/22浜 3着10R 3.381 3.33 ST 0.10,03/21浜 6着9R 3.406 3.33 ST 0.04,03/20浜 5着6R 3.426 3.34 ST 0.06,03/19浜 1着8R 3.389 3.34 ST 0.07,03/18浜 1着6R 3.405 3.32 ST 0.15,03/11伊 5着11R 3.431 3.32 ST 0.06,03/30浜 8着11R 3.436 3.35 ST 0.18,03/29浜 3着6R 3.432 3.36 ST 0.18,03/29浜 3着2R 3.453 3.36 ST 0.25,03/22浜 3着10R 3.381 3.33 ST 0.10,03/21浜 6着9R 3.406 3.33 ST 0.04,4.6,-,-,03/31浜 5着5R 3.917 3.78 ST 0.25,03/03山 3着10R 3.629 3.55 ST 0.19,03/02山 5着10R 3.711 3.65 ST 0.19,02/10飯 ⑥着8R 3.677 3.60 ST 0.14,-,4.8,-,-,-,-,-,-,-,-,-,-,41,2,0,0.13,2/0 3/5,20.0%,50.0%,3.34,3.417,3.381 (浜),28.3%,17/60,60,16.7%,1/6,6,2,0,2,135,74,84,22.9%,35.5%,49.7%
