車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,URL,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,小林　右京,"投票締切
16:40",16:42,0,-,109,"2連率
0.0
3連率
0.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/15飯 7着3R 3.594 3.52 ST 0.17,03/14飯 7着4R 3.606 3.51 ST 0.18,03/13飯 7着1R 3.629 3.62 ST 0.19,02/26川 7着6R 3.816 再3.67 ST 0.03,02/25川 欠車6R - 0.00 -,02/24川 7着1R 3.584 3.51 ST 0.11,01/31飯 8着6R F 3.603 3.49 ST 0.19,01/30飯 7着5R 3.613 3.52 ST 0.05,01/29飯 8着7R 3.661 3.50 ST 0.10,01/18飯 8着5R 3.668 再3.57 ST 0.12,03/15飯 7着3R 3.594 3.52 ST 0.17,03/14飯 7着4R 3.606 3.51 ST 0.18,02/26川 7着6R 3.816 再3.67 ST 0.03,02/24川 7着1R 3.584 3.51 ST 0.11,01/31飯 8着6R F 3.603 3.49 ST 0.19,7.2,-,-,-,-,-,-,-,-,-,-,03/13飯 7着1R 3.629 3.62 ST 0.19,-,-,-,-,7,-,-,11,0,0,0.13,0/0 0/9,0.0%,0.0%,3.54,3.649,3.584 (川),0.0%,0/9,9,0.0%,0/0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%
2,戸塚　　茂,"投票締切
16:40",16:42,40,-,092,"2連率
40.0
3連率
40.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/31浜 1着9R 3.733 3.69 ST 0.15,03/31浜 2着4R 3.827 3.68 ST 0.18,03/30浜 2着1R 3.606 3.70 ST 0.12,03/29浜 5着3R 3.505 3.42 ST 0.12,03/26山 5着6R 3.503 3.41 ST 0.24,03/26山 6着1R 3.506 3.39 ST 0.25,03/25山 1着3R 3.646 3.56 ST 0.19,03/24山 4着2R 3.486 3.37 ST 0.20,03/23山 6着6R 3.498 3.38 ST 0.26,03/14浜 4着9R 3.494 3.42 ST 0.19,03/29浜 5着3R 3.505 3.42 ST 0.12,03/26山 5着6R 3.503 3.41 ST 0.24,03/26山 6着1R 3.506 3.39 ST 0.25,03/24山 4着2R 3.486 3.37 ST 0.20,03/23山 6着6R 3.498 3.38 ST 0.26,5.2,-,-,03/31浜 1着9R 3.733 3.69 ST 0.15,03/31浜 2着4R 3.827 3.68 ST 0.18,03/30浜 2着1R 3.606 3.70 ST 0.12,03/25山 1着3R 3.646 3.56 ST 0.19,03/03浜 1着5R 3.678 3.60 ST 0.14,1.4,-,100%,-,-,-,-,-,-,-,-,40,0,0,0.17,2/2 0/6,40.0%,40.0%,3.40,3.492,3.475 (浜),16.7%,9/54,54,85.7%,6/7,7,0,0,1,350,359,363,11.2%,22.7%,34.4%
3,佐伯　拓実,"投票締切
16:40",16:42,50,-,095,"2連率
0.0
3連率
10.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/25伊 3着6R 3.449 3.36 ST 0.13,03/24伊 4着2R 3.492 3.38 ST 0.10,03/23伊 6着9R 3.479 3.37 ST 0.13,03/17伊 5着6R 3.510 3.42 ST 0.15,03/16伊 5着5R 3.506 3.42 ST 0.21,03/15伊 6着7R 3.484 3.41 ST 0.10,03/06山 5着1R 3.693 3.58 ST 0.22,03/05山 5着3R 3.489 3.39 ST 0.13,03/04山 6着5R 3.511 3.39 ST 0.17,03/03山 4着10R 3.677 3.61 ST 0.12,03/25伊 3着6R 3.449 3.36 ST 0.13,03/24伊 4着2R 3.492 3.38 ST 0.10,03/23伊 6着9R 3.479 3.37 ST 0.13,03/17伊 5着6R 3.510 3.42 ST 0.15,03/16伊 5着5R 3.506 3.42 ST 0.21,4.6,-,-,03/06山 5着1R 3.693 3.58 ST 0.22,03/03山 4着10R 3.677 3.61 ST 0.12,03/02山 6着11R 3.748 3.64 ST 0.16,02/10飯 6着5R 3.765 3.71 ST 0.20,02/10飯 6着1R F 3.788 3.65 ST 0.22,5.4,-,-,-,-,-,-,-,-,-,-,37,0,0,0.15,0/0 1/9,0.0%,10.0%,3.39,3.485,3.435 (山),16.9%,10/59,59,0.0%,0/12,12,0,0,2,102,101,95,9.6%,19.2%,28.2%
4,壷井　亜羅汰,"投票締切
16:40",16:42,50,-,096,"2連率
10.0
3連率
20.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/31浜 7着2R 3.865 3.87 ST 0.18,03/30浜 7着4R 3.518 3.46 ST 0.11,03/29浜 8着6R 3.546 再3.48 ST 0.14,03/22飯 2着3R 3.737 3.65 ST 0.16,03/21飯 7着2R 3.481 3.36 ST 0.14,03/20飯 3着3R 3.449 3.38 ST 0.15,03/19飯 7着2R 3.458 3.34 ST 0.16,03/15飯 6着5R 3.471 3.37 ST 0.09,03/14飯 5着6R 3.474 3.40 ST 0.17,03/13飯 7着6R 3.484 3.37 ST 0.15,03/29浜 8着6R 3.546 再3.48 ST 0.14,03/21飯 7着2R 3.481 3.36 ST 0.14,03/20飯 3着3R 3.449 3.38 ST 0.15,03/19飯 7着2R 3.458 3.34 ST 0.16,03/15飯 6着5R 3.471 3.37 ST 0.09,6.2,-,-,03/31浜 7着2R 3.865 3.87 ST 0.18,03/22飯 2着3R 3.737 3.65 ST 0.16,03/03山 3着6R 3.719 3.83 ST 0.06,02/14飯 4着1R 3.717 3.64 ST 0.14,02/10飯 ①着8R 3.681 3.60 ST 0.11,3.4,-,40%,03/30浜 7着4R 3.518 3.46 ST 0.11,-,-,-,-,7,-,-,43,1,1,0.14,0/1 1/8,10.0%,20.0%,3.38,3.476,3.446 (飯),20.0%,12/60,60,64.3%,9/14,14,1,1,1,16,22,16,9.5%,22.5%,32.0%
5,高林　　亮,"投票締切
16:40",16:42,60,-,072,"2連率
30.0
3連率
30.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/31飯 4着1R 3.658 3.59 ST 0.08,03/30飯 5着3R 3.784 3.70 ST 0.05,03/29飯 6着5R 3.429 3.36 ST 0.15,03/28飯 1着5R 3.406 3.34 ST 0.10,03/27飯 6着4R 3.426 3.36 ST 0.13,03/22飯 1着4R 3.731 3.67 ST 0.04,03/21飯 5着1R 3.454 3.38 ST 0.17,03/20飯 6着7R 3.442 3.35 ST 0.06,03/19飯 1着5R 3.394 3.33 ST 0.09,03/15飯 5着2R 3.472 3.39 ST 0.07,03/29飯 6着5R 3.429 3.36 ST 0.15,03/28飯 1着5R 3.406 3.34 ST 0.10,03/27飯 6着4R 3.426 3.36 ST 0.13,03/21飯 5着1R 3.454 3.38 ST 0.17,03/20飯 6着7R 3.442 3.35 ST 0.06,4.8,-,20%,03/31飯 4着1R 3.658 3.59 ST 0.08,03/30飯 5着3R 3.784 3.70 ST 0.05,03/22飯 1着4R 3.731 3.67 ST 0.04,03/09飯 6着6R 3.765 3.74 ST 0.09,02/14飯 5着1R 3.712 3.62 ST 0.16,4.2,-,20%,-,-,-,-,-,-,-,-,42,1,0,0.12,3/0 0/7,30.0%,30.0%,3.36,3.432,3.394 (飯),33.3%,21/63,63,16.7%,2/12,12,1,0,3,466,321,322,15.5%,26.1%,36.8%
6,村瀬　月乃丞,"投票締切
16:40",16:42,70,-,096,"2連率
22.2
3連率
44.4",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/30飯 欠責5R - 0.00 -,03/29飯 他落3R - 3.32 ST 0.12,03/28飯 5着6R 3.431 3.33 ST 0.16,03/27飯 4着5R 3.434 3.33 ST 0.21,03/22飯 4着2R 3.747 3.63 ST 0.41,03/21飯 1着4R 3.412 3.32 ST 0.22,03/20飯 3着2R 3.418 3.31 ST 0.09,03/19飯 6着8R 3.444 3.36 ST 0.14,03/12山 3着4R 3.444 3.34 ST 0.13,03/11山 2着2R 3.416 3.33 ST 0.24,03/29飯 他落3R - 3.32 ST 0.12,03/28飯 5着6R 3.431 3.33 ST 0.16,03/27飯 4着5R 3.434 3.33 ST 0.21,03/21飯 1着4R 3.412 3.32 ST 0.22,03/20飯 3着2R 3.418 3.31 ST 0.09,3.3,-,25%,03/22飯 4着2R 3.747 3.63 ST 0.41,03/03飯 3着5R 3.633 3.56 ST 0.20,03/03飯 2着1R 3.629 3.58 ST 0.23,03/02飯 2着3R 3.687 3.62 ST 0.30,02/14飯 4着3R 3.679 3.58 ST 0.18,3,-,40%,-,-,-,-,-,-,-,-,40,0,0,0.19,1/1 2/4,22.2%,44.4%,3.33,3.426,3.403 (飯),25.8%,17/66,66,30.8%,4/13,13,0,0,2,84,51,67,19.0%,30.5%,45.6%
7,竹谷　　隆,"投票締切
16:40",16:42,70,-,096,"2連率
40.0
3連率
50.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/31飯 1着4R 3.566 3.47 ST 0.05,03/30飯 3着3R 3.730 3.67 ST 0.13,03/29飯 4着3R 3.524 3.34 ST 0.09,03/28飯 6着6R 3.434 3.31 ST 0.11,03/27飯 5着1R 3.415 3.31 ST 0.05,03/22飯 1着6R 3.670 3.58 ST 0.04,03/21飯 6着8R 3.447 3.34 ST 0.25,03/20飯 1着6R 3.394 3.31 ST 0.07,03/19飯 1着3R 3.399 3.29 ST 0.12,03/15飯 ⑤着12R 3.406 3.30 ST 0.06,03/29飯 4着3R 3.524 3.34 ST 0.09,03/28飯 6着6R 3.434 3.31 ST 0.11,03/27飯 5着1R 3.415 3.31 ST 0.05,03/21飯 6着8R 3.447 3.34 ST 0.25,03/20飯 1着6R 3.394 3.31 ST 0.07,4.4,-,20%,03/30飯 3着3R 3.730 3.67 ST 0.13,03/22飯 1着6R 3.670 3.58 ST 0.04,02/14飯 2着1R 3.683 3.56 ST 0.11,02/02飯 4着7R 3.614 3.51 ST 0.09,-,2.5,-,50%,03/31飯 1着4R 3.566 3.47 ST 0.05,-,-,-,-,1,-,100%,42,2,0,0.15,4/0 1/5,40.0%,50.0%,3.32,3.416,3.394 (飯),32.8%,22/67,67,55.6%,5/9,9,2,0,28,777,510,503,19.8%,32.8%,45.6%
8,木山　優輝,"投票締切
16:40",16:42,80,-,103,"2連率
50.0
3連率
70.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_4,03/31飯 2着7R 3.579 3.51 ST 0.13,03/30飯 5着9R 3.759 3.65 ST 0.20,03/29飯 3着7R 3.415 3.31 ST 0.06,03/28飯 1着3R 3.421 3.31 ST 0.09,03/27飯 5着8R 3.412 3.30 ST 0.15,03/22飯 ⑥着8R 3.772 3.66 ST 0.12,03/21飯 1着8R 3.407 3.29 ST 0.19,03/20飯 1着8R 3.406 3.29 ST 0.12,03/20飯 3着1R 3.404 3.30 ST 0.21,03/19飯 1着7R 3.385 3.29 ST 0.23,03/29飯 3着7R 3.415 3.31 ST 0.06,03/28飯 1着3R 3.421 3.31 ST 0.09,03/27飯 5着8R 3.412 3.30 ST 0.15,03/21飯 1着8R 3.407 3.29 ST 0.19,03/20飯 1着8R 3.406 3.29 ST 0.12,2.2,-,60%,03/30飯 5着9R 3.759 3.65 ST 0.20,03/22飯 ⑥着8R 3.772 3.66 ST 0.12,02/02飯 3着6R 3.603 3.54 ST 0.21,01/21飯 4着1R 3.686 3.61 ST 0.13,01/10飯 ④着8R 3.645 3.67 ST 0.15,4.4,-,-,03/31飯 2着7R 3.579 3.51 ST 0.13,-,-,-,-,2,-,100%,37,3,1,0.14,4/1 2/3,50.0%,70.0%,3.30,3.403,3.383 (飯),35.3%,24/68,68,26.7%,4/15,15,3,1,8,170,193,196,13.7%,29.3%,45.1%
