車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,URL,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,伊藤　幸人,"投票締切
11:19",11:21,0,-,058,"2連率
0.0
3連率
10.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_2,04/03伊 8着8R 3.548 3.45 ST 0.17,04/02伊 8着7R 3.584 3.50 ST 0.26,03/25伊 8着3R 3.516 3.46 ST 0.15,03/24伊 7着3R 3.518 3.45 ST 0.23,03/23伊 7着10R 3.516 3.47 ST 0.21,03/17伊 6着6R 3.521 3.45 ST 0.19,03/16伊 3着6R 3.510 3.45 ST 0.20,03/15伊 6着1R 3.523 3.44 ST 0.10,03/11伊 5着1R 3.500 3.45 ST 0.16,03/10伊 6着3R 3.511 3.46 ST 0.19,04/03伊 8着8R 3.548 3.45 ST 0.17,03/25伊 8着3R 3.516 3.46 ST 0.15,03/24伊 7着3R 3.518 3.45 ST 0.23,03/23伊 7着10R 3.516 3.47 ST 0.21,03/17伊 6着6R 3.521 3.45 ST 0.19,7.2,-,-,02/25伊 7着1R 3.790 3.70 ST 0.13,-,-,-,-,7,-,-,03/10伊 6着3R 3.511 3.46 ST 0.19,-,-,-,-,6,-,-,35,0,0,0.16,0/0 1/9,0.0%,10.0%,3.46,3.518,3.500 (伊),0.0%,0/52,52,0.0%,0/4,4,0,0,13,584,545,556,12.6%,24.4%,36.4%
2,猪熊　龍太,"投票締切
11:19",11:21,10,-,093,"2連率
40.0
3連率
60.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_2,04/03伊 4着2R 3.492 3.39 ST 0.14,04/02伊 3着11R 3.453 3.41 ST 0.17,03/25伊 ⑧着12R 3.803 3.72 ST 0.17,03/24伊 1着9R 3.455 3.39 ST 0.17,03/23伊 2着6R 3.461 3.44 ST 0.20,03/17伊 1着3R 3.468 3.40 ST 0.08,03/16伊 5着8R 3.503 3.36 ST 0.10,03/15伊 3着3R 3.455 3.38 ST 0.17,03/11伊 4着6R 3.497 3.38 ST 0.18,03/10伊 1着2R 3.442 3.40 ST 0.16,04/03伊 4着2R 3.492 3.39 ST 0.14,03/24伊 1着9R 3.455 3.39 ST 0.17,03/23伊 2着6R 3.461 3.44 ST 0.20,03/17伊 1着3R 3.468 3.40 ST 0.08,03/16伊 5着8R 3.503 3.36 ST 0.10,2.6,-,60%,03/25伊 ⑧着12R 3.803 3.72 ST 0.17,02/25伊 5着2R 3.742 3.66 ST 0.17,02/11川 7着6R 3.826 3.72 ST 0.17,-,-,6.7,-,-,03/10伊 1着2R 3.442 3.40 ST 0.16,-,-,-,-,1,-,100%,38,1,0,0.16,3/1 2/4,40.0%,60.0%,3.38,3.473,3.448 (伊),31.9%,15/47,47,0.0%,0/11,11,1,0,1,210,239,249,9.5%,20.4%,31.7%
3,林　　稔哲,"投票締切
11:19",11:21,10,-,093,"2連率
0.0
3連率
0.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_2,04/03伊 6着1R 3.521 3.38 ST 0.15,04/02伊 7着7R 3.550 3.43 ST 0.12,03/25伊 6着3R 3.481 3.39 ST 0.09,03/24伊 6着2R 3.503 3.40 ST 0.19,03/23伊 7着6R 3.506 3.42 ST 0.12,03/17伊 6着2R 3.495 3.41 ST 0.05,03/16伊 7着3R 3.508 3.43 ST 0.28,03/15伊 7着5R 3.502 3.42 ST 0.22,03/11伊 6着6R 3.513 3.41 ST 0.10,03/10伊 6着1R 3.474 3.37 ST 0.11,04/03伊 6着1R 3.521 3.38 ST 0.15,03/25伊 6着3R 3.481 3.39 ST 0.09,03/24伊 6着2R 3.503 3.40 ST 0.19,03/23伊 7着6R 3.506 3.42 ST 0.12,03/17伊 6着2R 3.495 3.41 ST 0.05,6.2,-,-,02/25伊 2着7R 3.669 3.61 ST 0.20,02/10飯 1着3R 3.688 3.65 ST 0.14,-,-,-,1.5,-,100%,03/10伊 6着1R 3.474 3.37 ST 0.11,-,-,-,-,6,-,-,33,1,0,0.15,0/0 0/10,0.0%,0.0%,3.40,3.493,3.423 (伊),18.8%,9/48,48,85.7%,6/7,7,1,0,1,229,189,192,12.4%,22.6%,33.0%
4,戸塚　尚起,"投票締切
11:19",11:21,20,-,097,"2連率
10.0
3連率
20.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_2,04/03伊 1着7R 3.471 3.40 ST 0.03,04/02伊 3着2R 3.469 3.40 ST 0.05,03/25伊 4着3R 3.465 3.37 ST 0.03,03/24伊 4着6R 3.498 3.40 ST 0.22,03/23伊 6着8R 3.487 3.37 ST 0.24,03/17伊 4着2R 3.473 3.39 ST 0.18,03/16伊 4着4R 3.492 3.37 ST 0.24,03/15伊 4着1R 3.468 3.37 ST 0.09,03/11伊 6着8R 3.479 3.38 ST 0.16,03/10伊 7着1R 3.481 3.41 ST 0.09,04/03伊 1着7R 3.471 3.40 ST 0.03,03/25伊 4着3R 3.465 3.37 ST 0.03,03/24伊 4着6R 3.498 3.40 ST 0.22,03/23伊 6着8R 3.487 3.37 ST 0.24,03/17伊 4着2R 3.473 3.39 ST 0.18,3.8,-,20%,02/25伊 2着3R 3.683 3.60 ST 0.11,02/10飯 4着2R 3.744 3.67 ST 0.11,-,-,-,3,-,50%,04/02伊 3着2R 3.469 3.40 ST 0.05,03/10伊 7着1R 3.481 3.41 ST 0.09,-,-,-,5,-,-,31,0,0,0.13,1/0 1/8,10.0%,20.0%,3.38,3.477,3.449 (伊),11.6%,5/43,43,60.0%,3/5,5,0,0,7,472,440,463,13.2%,25.6%,38.6%
5,木村　享平,"投票締切
11:19",11:21,30,-,100,"2連率
10.0
3連率
30.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_2,04/03伊 5着4R 3.511 3.41 ST 0.16,04/02伊 5着3R 3.486 3.39 ST 0.16,03/25伊 1着4R 3.432 3.34 ST 0.17,03/24伊 3着3R 3.468 3.34 ST 0.26,03/23伊 5着8R 3.467 3.35 ST 0.21,03/17伊 7着9R 3.471 3.38 ST 0.12,03/16伊 7着10R 3.462 3.38 ST 0.16,03/15伊 5着5R 3.462 3.33 ST 0.21,03/11伊 4着3R 3.459 3.38 ST 0.25,03/10伊 3着2R 3.422 3.32 ST 0.23,04/03伊 5着4R 3.511 3.41 ST 0.16,03/25伊 1着4R 3.432 3.34 ST 0.17,03/24伊 3着3R 3.468 3.34 ST 0.26,03/23伊 5着8R 3.467 3.35 ST 0.21,03/17伊 7着9R 3.471 3.38 ST 0.12,4.2,-,20%,02/25伊 6着3R 3.725 3.59 ST 0.22,02/10飯 7着6R 3.776 3.68 ST 0.26,-,-,-,6.5,-,-,04/02伊 5着3R 3.486 3.39 ST 0.16,03/10伊 3着2R 3.422 3.32 ST 0.23,-,-,-,4,-,-,34,0,0,0.20,1/0 2/7,10.0%,30.0%,3.35,3.450,3.403 (伊),31.8%,14/44,44,16.7%,1/6,6,0,0,2,220,183,189,12.8%,23.5%,34.5%
6,菅野　仁翔,"投票締切
11:19",11:21,30,-,109,"2連率
10.0
3連率
20.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_2,04/03伊 7着2R 3.498 3.38 ST 0.25,04/02伊 6着10R 3.495 3.41 ST 0.24,03/31浜 1着5R 3.849 3.75 ST 0.23,03/30浜 7着12R 3.450 3.34 ST 0.13,03/29浜 4着4R 3.467 3.38 ST 0.22,03/24伊 8着2R 3.505 3.35 ST 0.31,03/23伊 8着5R 3.475 3.38 ST 0.22,03/16伊 7着12R 3.457 3.36 ST 0.16,03/15伊 3着11R 3.460 3.32 ST 0.16,03/11伊 7着4R 3.473 3.39 ST 0.31,04/03伊 7着2R 3.498 3.38 ST 0.25,03/30浜 7着12R 3.450 3.34 ST 0.13,03/29浜 4着4R 3.467 3.38 ST 0.22,03/24伊 8着2R 3.505 3.35 ST 0.31,03/23伊 8着5R 3.475 3.38 ST 0.22,6.8,-,-,03/31浜 1着5R 3.849 3.75 ST 0.23,02/25伊 2着2R 3.661 3.58 ST 0.19,-,-,-,1.5,-,100%,-,-,-,-,-,-,-,-,38,1,1,0.18,1/0 1/8,10.0%,20.0%,3.36,3.469,3.446 (伊),19.1%,9/47,47,60.0%,3/5,5,1,1,5,81,54,52,14.6%,24.4%,33.8%
7,佐藤　智也,"投票締切
11:19",11:21,30,-,119,"2連率
10.0
3連率
40.0",https://autorace.jp/race_info/Program/isesaki/2026-04-04_2,04/03伊 反妨3R - 3.34 ST 0.10,04/02伊 8着9R 3.468 3.34 ST 0.01,03/25伊 4着9R 3.599 3.31 ST 0.08,03/24伊 7着11R 3.439 3.32 ST 0.04,03/23伊 3着7R 3.435 3.32 ST 0.16,03/17伊 3着5R 3.473 3.36 ST 0.15,03/16伊 3着4R 3.478 3.36 ST 0.16,03/15伊 4着11R 3.463 3.33 ST 0.18,03/11伊 ⑦着12R 3.431 3.31 ST 0.04,03/10伊 2着10R 3.417 3.30 ST 0.05,04/03伊 反妨3R - 3.34 ST 0.10,03/24伊 7着11R 3.439 3.32 ST 0.04,03/23伊 3着7R 3.435 3.32 ST 0.16,03/17伊 3着5R 3.473 3.36 ST 0.15,03/16伊 3着4R 3.478 3.36 ST 0.16,4,-,-,03/25伊 4着9R 3.599 3.31 ST 0.08,02/25伊 5着7R 3.668 3.56 ST 0.12,02/11川 3着2R 3.711 3.62 ST 0.14,-,-,4,-,-,-,-,-,-,-,-,-,-,36,4,1,0.13,0/1 3/5,10.0%,40.0%,3.32,3.439,3.388 (川),33.3%,17/51,51,12.5%,1/8,8,4,1,1,44,33,33,15.1%,26.5%,37.8%
