車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,URL,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,原　菊太郎,"投票締切
19:35",19:37,0,-,070,"2連率
0.0
3連率
0.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/31浜 5着1R 3.917 3.83 ST 0.32,03/30浜 7着6R 3.514 3.43 ST 0.23,03/29浜 8着9R 3.565 3.51 ST 0.35,03/26山 6着2R 3.555 3.47 ST 0.16,03/25山 4着5R 3.687 3.69 ST 0.14,03/24山 6着3R 3.500 3.39 ST 0.31,03/23山 6着3R 3.510 3.43 ST 0.24,03/18山 5着2R 3.916 3.91 ST 0.33,03/17山 4着2R 3.494 3.43 ST 0.13,03/16山 5着7R 3.494 3.45 ST 0.26,03/30浜 7着6R 3.514 3.43 ST 0.23,03/29浜 8着9R 3.565 3.51 ST 0.35,03/26山 6着2R 3.555 3.47 ST 0.16,03/24山 6着3R 3.500 3.39 ST 0.31,03/23山 6着3R 3.510 3.43 ST 0.24,6.6,-,-,03/31浜 5着1R 3.917 3.83 ST 0.32,03/25山 4着5R 3.687 3.69 ST 0.14,03/18山 5着2R 3.916 3.91 ST 0.33,03/06山 6着3R 3.832 3.70 ST 0.27,03/03山 2着5R 3.800 3.51 ST 0.33,4.4,-,20%,-,-,-,-,-,-,-,-,33,0,0,0.23,0/0 0/10,0.0%,0.0%,3.45,3.520,3.494 (山),0.0%,0/45,45,8.3%,1/12,12,0,0,8,466,593,551,9.0%,20.5%,31.1%
2,小里　健太,"投票締切
19:35",19:37,10,-,073,"2連率
10.0
3連率
10.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/28川 7着2R 3.498 3.44 ST 0.19,03/27川 5着7R 3.498 再3.45 ST 0.11,03/26川 7着11R 3.695 3.71 ST 0.08,03/22飯 4着4R 3.772 3.71 ST 0.21,03/21飯 2着4R 3.437 3.38 ST 0.12,03/20飯 5着1R 3.473 3.38 ST 0.19,03/19飯 7着6R 3.519 再3.43 ST 0.19,03/15飯 7着8R 3.489 3.38 ST 0.13,03/14飯 5着3R 3.487 3.40 ST 0.16,03/13飯 5着12R 3.465 3.42 ST 0.19,03/27川 5着7R 3.498 再3.45 ST 0.11,03/21飯 2着4R 3.437 3.38 ST 0.12,03/20飯 5着1R 3.473 3.38 ST 0.19,03/19飯 7着6R 3.519 再3.43 ST 0.19,03/15飯 7着8R 3.489 3.38 ST 0.13,5.2,-,20%,03/26川 7着11R 3.695 3.71 ST 0.08,03/22飯 4着4R 3.772 3.71 ST 0.21,03/02飯 3着4R 3.716 3.69 ST 0.18,02/10飯 1着2R 3.710 3.66 ST 0.19,-,3.8,-,25%,03/28川 7着2R 3.498 3.44 ST 0.19,-,-,-,-,7,-,-,38,1,1,0.16,0/1 0/9,10.0%,10.0%,3.40,3.473,3.437 (飯),31.6%,18/57,57,60.0%,9/15,15,1,1,6,224,375,385,7.6%,20.3%,33.3%
3,水崎　正二,"投票締切
19:35",19:37,10,-,087,"2連率
30.0
3連率
50.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/28川 5着3R 3.469 3.38 ST 0.18,03/27川 1着1R 3.444 3.38 ST 0.10,03/26川 7着2R 3.898 3.83 ST 0.20,03/22飯 5着2R 3.812 3.72 ST 0.11,03/21飯 7着6R 3.577 3.39 ST 0.25,03/20飯 3着8R 3.455 3.37 ST 0.14,03/19飯 3着4R 3.434 3.39 ST 0.14,03/15飯 2着3R 3.483 3.39 ST 0.18,03/14飯 1着3R 3.465 3.39 ST 0.23,03/13飯 5着8R 3.469 3.38 ST 0.20,03/28川 5着3R 3.469 3.38 ST 0.18,03/27川 1着1R 3.444 3.38 ST 0.10,03/21飯 7着6R 3.577 3.39 ST 0.25,03/20飯 3着8R 3.455 3.37 ST 0.14,03/19飯 3着4R 3.434 3.39 ST 0.14,3.8,-,20%,03/26川 7着2R 3.898 3.83 ST 0.20,03/22飯 5着2R 3.812 3.72 ST 0.11,03/09飯 2着5R 3.801 3.49 ST 0.20,03/03山 6着5R 3.830 3.41 ST 0.24,03/02山 4着5R 3.729 3.73 ST 0.29,4.8,-,20%,-,-,-,-,-,-,-,-,47,0,0,0.17,2/1 2/5,30.0%,50.0%,3.38,3.467,3.428 (飯),17.7%,11/62,62,33.3%,6/18,18,0,0,10,702,613,692,14.6%,27.4%,41.8%
4,滝谷　　圭,"投票締切
19:35",19:37,20,-,094,"2連率
20.0
3連率
40.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/28川 8着1R 3.503 3.38 ST 0.12,03/27川 3着4R 3.470 3.34 ST 0.19,03/26川 8着12R 3.715 3.66 ST 0.28,03/18山 3着4R 3.780 3.77 ST 0.30,03/17山 4着8R 3.415 3.33 ST 0.11,03/16山 4着3R 3.452 3.34 ST 0.15,03/12山 1着4R 3.404 3.32 ST 0.14,03/11山 1着3R 3.410 3.32 ST 0.11,03/10山 6着7R 3.462 3.33 ST 0.10,03/06山 ⑤着9R 3.650 3.58 ST 0.10,03/27川 3着4R 3.470 3.34 ST 0.19,03/17山 4着8R 3.415 3.33 ST 0.11,03/16山 4着3R 3.452 3.34 ST 0.15,03/12山 1着4R 3.404 3.32 ST 0.14,03/11山 1着3R 3.410 3.32 ST 0.11,2.6,-,40%,03/26川 8着12R 3.715 3.66 ST 0.28,03/18山 3着4R 3.780 3.77 ST 0.30,03/06山 ⑤着9R 3.650 3.58 ST 0.10,03/03山 3着5R 3.794 3.39 ST 0.27,03/02山 7着2R 3.968 3.77 ST 0.19,5.2,-,-,03/28川 8着1R 3.503 3.38 ST 0.12,-,-,-,-,8,-,-,34,2,0,0.16,2/0 2/6,20.0%,40.0%,3.34,3.434,3.390 (川),42.0%,21/50,50,0.0%,0/8,8,2,0,0,33,12,26,15.3%,20.9%,33.0%
5,佐藤　裕児,"投票締切
19:35",19:37,30,-,102,"2連率
20.0
3連率
40.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/31飯 1着5R 3.569 3.52 ST 0.12,03/30飯 4着2R 3.794 3.69 ST 0.16,03/29飯 7着7R 3.434 3.36 ST 0.17,03/28飯 4着2R 3.421 3.32 ST 0.20,03/27飯 4着7R 3.415 3.32 ST 0.10,03/22飯 3着4R 3.744 3.64 ST 0.26,03/21飯 4着1R 3.437 3.33 ST 0.34,03/20飯 7着8R 3.439 3.34 ST 0.13,03/19飯 3着7R 3.409 3.31 ST 0.13,03/15飯 2着8R 3.415 3.32 ST 0.15,03/29飯 7着7R 3.434 3.36 ST 0.17,03/28飯 4着2R 3.421 3.32 ST 0.20,03/27飯 4着7R 3.415 3.32 ST 0.10,03/21飯 4着1R 3.437 3.33 ST 0.34,03/20飯 7着8R 3.439 3.34 ST 0.13,5.2,-,-,03/30飯 4着2R 3.794 3.69 ST 0.16,03/22飯 3着4R 3.744 3.64 ST 0.26,02/14飯 3着8R 3.654 3.56 ST 0.18,02/10飯 3着3R 3.693 3.59 ST 0.23,-,3.3,-,-,03/31飯 1着5R 3.569 3.52 ST 0.12,-,-,-,-,1,-,100%,40,1,0,0.16,1/1 2/6,20.0%,40.0%,3.33,3.432,3.409 (飯),15.2%,10/66,66,25.0%,2/8,8,1,0,2,166,249,287,9.6%,24.1%,40.7%
6,村瀬　月乃丞,"投票締切
19:35",19:37,30,-,096,"2連率
22.2
3連率
44.4",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/30飯 欠責5R - 0.00 -,03/29飯 他落3R - 3.32 ST 0.12,03/28飯 5着6R 3.431 3.33 ST 0.16,03/27飯 4着5R 3.434 3.33 ST 0.21,03/22飯 4着2R 3.747 3.63 ST 0.41,03/21飯 1着4R 3.412 3.32 ST 0.22,03/20飯 3着2R 3.418 3.31 ST 0.09,03/19飯 6着8R 3.444 3.36 ST 0.14,03/12山 3着4R 3.444 3.34 ST 0.13,03/11山 2着2R 3.416 3.33 ST 0.24,03/29飯 他落3R - 3.32 ST 0.12,03/28飯 5着6R 3.431 3.33 ST 0.16,03/27飯 4着5R 3.434 3.33 ST 0.21,03/21飯 1着4R 3.412 3.32 ST 0.22,03/20飯 3着2R 3.418 3.31 ST 0.09,3.3,-,25%,03/22飯 4着2R 3.747 3.63 ST 0.41,03/03飯 3着5R 3.633 3.56 ST 0.20,03/03飯 2着1R 3.629 3.58 ST 0.23,03/02飯 2着3R 3.687 3.62 ST 0.30,02/14飯 4着3R 3.679 3.58 ST 0.18,3,-,40%,-,-,-,-,-,-,-,-,40,0,0,0.19,1/1 2/4,22.2%,44.4%,3.33,3.426,3.403 (飯),25.8%,17/66,66,30.8%,4/13,13,0,0,2,84,51,67,19.0%,30.5%,45.6%
7,滝下　隼平,"投票締切
19:35",19:37,40,-,090,"2連率
20.0
3連率
40.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/31飯 7着6R 3.714 3.53 ST 0.21,03/30飯 4着6R 3.752 3.68 ST 0.16,03/29飯 4着5R 3.402 3.31 ST 0.09,03/28飯 4着9R 3.386 3.32 ST 0.24,03/27飯 3着2R 3.399 3.32 ST 0.18,03/22浜 2着4R 3.400 3.29 ST 0.12,03/21浜 1着5R 3.408 3.30 ST 0.07,03/20浜 3着4R 3.457 3.34 ST 0.04,03/19浜 7着12R 3.441 3.36 ST 0.20,03/18浜 6着8R 3.457 3.32 ST 0.16,03/29飯 4着5R 3.402 3.31 ST 0.09,03/28飯 4着9R 3.386 3.32 ST 0.24,03/27飯 3着2R 3.399 3.32 ST 0.18,03/22浜 2着4R 3.400 3.29 ST 0.12,03/21浜 1着5R 3.408 3.30 ST 0.07,2.8,-,40%,03/30飯 4着6R 3.752 3.68 ST 0.16,03/09飯 4着7R 3.687 3.65 ST 0.08,03/03飯 6着7R 3.670 3.54 ST 0.18,03/02飯 4着8R 3.685 3.61 ST 0.15,02/10飯 ⑦着8R 3.681 3.59 ST 0.12,5,-,-,03/31飯 7着6R 3.714 3.53 ST 0.21,-,-,-,-,7,-,-,50,2,0,0.16,1/1 2/6,20.0%,40.0%,3.31,3.400,3.371 (飯),40.8%,29/71,71,11.1%,2/18,18,2,0,15,580,410,418,18.4%,31.4%,44.7%
8,金子　大輔,"投票締切
19:35",19:37,40,-,089,"2連率
40.0
3連率
60.0",https://autorace.jp/race_info/Program/iizuka/2026-04-04_10,03/31浜 ④着12R 3.699 3.64 ST 0.15,03/30浜 1着12R 3.394 3.28 ST 0.17,03/29浜 2着12R 3.404 3.32 ST 0.19,03/22浜 ⑤着12R 3.359 3.28 ST 0.11,03/21浜 2着10R 3.400 3.33 ST 0.11,03/20浜 4着9R 3.432 3.34 ST 0.06,03/19浜 3着8R 3.399 3.31 ST 0.08,03/18浜 3着7R 3.395 3.30 ST 0.12,03/14浜 ⑤着12R 3.399 3.29 ST 0.13,03/13浜 2着12R 3.359 3.28 ST 0.11,03/30浜 1着12R 3.394 3.28 ST 0.17,03/29浜 2着12R 3.404 3.32 ST 0.19,03/22浜 ⑤着12R 3.359 3.28 ST 0.11,03/21浜 2着10R 3.400 3.33 ST 0.11,03/20浜 4着9R 3.432 3.34 ST 0.06,2.8,-,60%,03/31浜 ④着12R 3.699 3.64 ST 0.15,02/10山 3着9R 3.627 3.55 ST 0.09,02/07山 1着9R 3.615 3.54 ST 0.17,-,-,2.7,-,33.3%,-,-,-,-,-,-,-,-,38,7,1,0.11,1/3 2/4,40.0%,60.0%,3.30,3.389,3.359 (浜),62.5%,35/56,56,60.0%,6/10,10,7,1,58,967,564,401,33.7%,53.4%,67.4%
