レースID,日付,場所,グレード大会名,レース名,距離,天候,気温,湿度,走路温度,走路状況,車,選手名,発走予定,ハンデ,試走T,偏差,出走表_連率,全10_1,全10_2,全10_3,全10_4,全10_5,全10_6,全10_7,全10_8,全10_9,全10_10,良5_前1,良5_前2,良5_前3,良5_前4,良5_前5,良5_平順,良5_近況,良5_2連,湿5_前1,湿5_前2,湿5_前3,湿5_前4,湿5_前5,湿5_平順,湿5_近況,湿5_2連,斑5_前1,斑5_前2,斑5_前3,斑5_前4,斑5_前5,斑5_平順,斑5_近況,斑5_2連,90出走,90優出,90優勝,90平均ST,90_1着,90_2連率,90_3連率,90平均試,90平均競,180良_2連率,180良_連対回数,180良_出走数,180湿_2連率,180湿_連対回数,180湿_出走数,365出走,365優勝,365_1着,今年_優出,今年_優勝,通算_優勝,通算_1着,通算_2着,通算_3着,通算_2連率
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,1,重富　英雄,-,0,3.42,092,"2連率
0.0
3連率
0.0",04/11山 8着8R 3.510 3.42 ST 0.12,04/10山 8着4R 3.765 3.69 ST 0.21,04/09山 8着2R 3.819 3.66 ST 0.23,04/08山 8着2R 3.503 3.39 ST 0.17,04/03山 4着3R 3.442 3.35 ST 0.10,04/02山 6着3R 3.468 3.37 ST 0.25,04/01山 5着6R 3.740 3.62 ST 0.27,03/28川 7着5R 3.494 3.36 ST 0.21,03/27川 6着8R 3.503 3.39 ST 0.16,03/26川 8着11R 3.817 3.73 ST 0.10,04/11山 8着8R 3.510 3.42 ST 0.12,04/08山 8着2R 3.503 3.39 ST 0.17,04/03山 4着3R 3.442 3.35 ST 0.10,04/02山 6着3R 3.468 3.37 ST 0.25,03/28川 7着5R 3.494 3.36 ST 0.21,6.6,-,-,04/10山 8着4R 3.765 3.69 ST 0.21,04/09山 8着2R 3.819 3.66 ST 0.23,04/01山 5着6R 3.740 3.62 ST 0.27,03/26川 8着11R 3.817 3.73 ST 0.10,03/18山 5着6R 3.811 3.81 ST 0.39,6.8,-,-,-,-,-,-,-,-,-,-,36,1,0,0.19,0/0 0/10,0.0%,0.0%,3.37,3.462,23.4%,11/47,47,8.3%,1/12,12,1,3,352,0,3.42,2連率 0.0 3連率 0.0,04/11山 8着8R 3.510 3.42 ST 0.12,04/10山 8着4R 3.765 3.69 ST 0.21,04/09山 8着2R 3.819 3.66 ST 0.23,-
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,2,植村　愛悠斗,-,0,3.37,110,"2連率
30.0
3連率
40.0",04/11山 1着5R 3.448 3.36 ST 0.04,03/31浜 他落1R - 再3.69 ST 0.26,03/30浜 8着3R 3.513 3.42 ST 0.19,03/29浜 4着7R 3.502 3.39 ST 0.12,03/26山 2着6R 3.436 3.31 ST 0.18,03/25山 4着6R 3.644 3.53 ST 0.21,03/24山 4着8R 3.439 3.31 ST 0.01,03/23山 1着4R 3.423 3.31 ST 0.15,03/18山 3着2R 3.740 3.66 ST 0.18,03/17山 5着4R 3.439 3.32 ST 0.12,04/11山 1着5R 3.448 3.36 ST 0.04,03/29浜 4着7R 3.502 3.39 ST 0.12,03/26山 2着6R 3.436 3.31 ST 0.18,03/24山 4着8R 3.439 3.31 ST 0.01,03/23山 1着4R 3.423 3.31 ST 0.15,2.4,-,60%,03/25山 4着6R 3.644 3.53 ST 0.21,03/18山 3着2R 3.740 3.66 ST 0.18,03/06山 5着5R 3.657 3.54 ST 0.18,03/03山 1着10R 3.614 3.54 ST 0.22,03/02山 3着9R 3.700 3.65 ST 0.09,3.2,-,20%,03/30浜 8着3R 3.513 3.42 ST 0.19,-,-,-,-,8,-,-,32,1,0,0.14,2/1 1/5,30.0%,40.0%,3.33,3.440,45.8%,22/48,48,46.7%,7/15,15,1,1,19,0,3.37,2連率 30.0 3連率 40.0,04/11山 1着5R 3.448 3.36 ST 0.04,03/31浜 他落1R - 再3.69 ST 0.26,03/30浜 8着3R 3.513 3.42 ST 0.19,-
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,3,福永　貴史,-,10,3.41,104,"2連率
20.0
3連率
20.0",04/11山 7着5R 3.473 3.36 ST 0.10,04/10山 4着3R 3.669 3.56 ST 0.22,04/09山 5着4R 3.473 3.47 ST 0.19,04/08山 8着7R 3.457 3.36 ST 0.29,04/03山 2着1R 3.429 3.35 ST 0.36,04/02山 4着7R 3.404 3.31 ST 0.15,04/01山 2着3R 3.644 3.56 ST 0.33,03/28川 6着4R 3.476 3.37 ST 0.22,03/27川 5着8R 3.479 3.38 ST 0.29,03/26川 6着8R 3.789 3.70 ST 0.17,04/11山 7着5R 3.473 3.36 ST 0.10,04/08山 8着7R 3.457 3.36 ST 0.29,04/03山 2着1R 3.429 3.35 ST 0.36,04/02山 4着7R 3.404 3.31 ST 0.15,03/28川 6着4R 3.476 3.37 ST 0.22,5.4,-,20%,04/10山 4着3R 3.669 3.56 ST 0.22,04/01山 2着3R 3.644 3.56 ST 0.33,03/26川 6着8R 3.789 3.70 ST 0.17,03/18山 1着2R 3.722 3.61 ST 0.24,03/06山 3着7R 3.604 3.52 ST 0.36,3.2,-,40%,04/09山 5着4R 3.473 3.47 ST 0.19,-,-,-,-,5,-,-,43,1,0,0.21,0/2 0/8,20.0%,20.0%,3.34,3.444,24.1%,13/54,54,25.0%,4/16,16,2,7,470,10,3.41,2連率 20.0 3連率 20.0,04/11山 7着5R 3.473 3.36 ST 0.10,04/10山 4着3R 3.669 3.56 ST 0.22,04/09山 5着4R 3.473 3.47 ST 0.19,-
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,4,中野　政則,-,10,3.41,074,"2連率
10.0
3連率
10.0",04/11山 4着2R 3.453 3.37 ST 0.10,04/10山 6着1R 3.701 3.66 ST 0.25,04/09山 5着2R 3.714 3.62 ST 0.19,04/08山 6着6R 3.457 3.36 ST 0.11,04/03山 1着4R 3.413 3.32 ST 0.26,04/02山 5着9R 3.419 3.33 ST 0.25,04/01山 4着4R 3.674 3.59 ST 0.34,02/15伊 自落12R - 3.34 ST 0.19,02/11山 7着5R 3.534 3.67 ST 0.18,02/10山 6着6R 3.723 3.67 ST 0.19,04/11山 4着2R 3.453 3.37 ST 0.10,04/08山 6着6R 3.457 3.36 ST 0.11,04/03山 1着4R 3.413 3.32 ST 0.26,04/02山 5着9R 3.419 3.33 ST 0.25,02/15伊 自落12R - 3.34 ST 0.19,4,-,25%,04/10山 6着1R 3.701 3.66 ST 0.25,04/09山 5着2R 3.714 3.62 ST 0.19,04/01山 4着4R 3.674 3.59 ST 0.34,02/11山 7着5R 3.534 3.67 ST 0.18,02/10山 6着6R 3.723 3.67 ST 0.19,5.6,-,-,-,-,-,-,-,-,-,-,19,0,0,0.21,1/0 0/8,10.0%,10.0%,3.34,3.414,23.3%,10/43,43,8.3%,1/12,12,0,3,376,10,3.41,2連率 10.0 3連率 10.0,04/11山 4着2R 3.453 3.37 ST 0.10,04/10山 6着1R 3.701 3.66 ST 0.25,04/09山 5着2R 3.714 3.62 ST 0.19,-
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,5,藤波　直也,-,10,3.37,089,"2連率
30.0
3連率
40.0",04/11山 2着7R 3.447 3.36 ST 0.11,04/10山 5着5R 3.653 3.58 ST 0.13,04/09山 6着11R 3.711 3.65 ST 0.23,04/08山 2着2R 3.431 3.34 ST 0.15,04/04伊 7着5R 3.896 3.41 ST 0.26,04/03伊 3着5R 3.472 3.39 ST 0.20,04/02伊 4着7R 3.479 3.40 ST 0.12,03/31浜 6着10R 3.756 3.65 ST 0.19,03/30浜 5着10R 3.449 3.36 ST 0.05,03/29浜 2着8R 3.452 3.37 ST 0.12,04/11山 2着7R 3.447 3.36 ST 0.11,04/08山 2着2R 3.431 3.34 ST 0.15,04/03伊 3着5R 3.472 3.39 ST 0.20,03/30浜 5着10R 3.449 3.36 ST 0.05,03/29浜 2着8R 3.452 3.37 ST 0.12,2.8,-,60%,04/10山 5着5R 3.653 3.58 ST 0.13,04/09山 6着11R 3.711 3.65 ST 0.23,04/04伊 7着5R 3.896 3.41 ST 0.26,03/31浜 6着10R 3.756 3.65 ST 0.19,03/03浜 3着6R 3.686 3.65 ST 0.25,5.4,-,-,-,-,-,-,-,-,-,-,37,0,0,0.18,0/3 1/6,30.0%,40.0%,3.36,3.449,37.5%,18/48,48,0.0%,0/8,8,0,5,231,10,3.37,2連率 30.0 3連率 40.0,04/11山 2着7R 3.447 3.36 ST 0.11,04/10山 5着5R 3.653 3.58 ST 0.13,04/09山 6着11R 3.711 3.65 ST 0.23,-
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,6,吉松　優輝,-,20,3.35,100,"2連率
0.0
3連率
0.0",04/11山 自落1R - 3.32 ST 0.16,04/10山 5着4R 3.647 3.59 ST 0.18,04/09山 7着3R 3.538 3.63 ST 0.20,04/08山 8着11R 3.449 3.34 ST 0.22,03/31浜 6着5R 3.930 3.70 ST 0.31,03/30浜 7着10R 3.463 3.40 ST 0.18,03/29浜 4着12R 3.439 3.36 ST 0.19,03/22飯 4着5R 3.742 3.66 ST 0.29,03/21飯 4着4R 3.411 3.30 ST 0.11,03/20飯 5着3R 3.443 3.32 ST 0.12,04/11山 自落1R - 3.32 ST 0.16,04/08山 8着11R 3.449 3.34 ST 0.22,03/30浜 7着10R 3.463 3.40 ST 0.18,03/29浜 4着12R 3.439 3.36 ST 0.19,03/21飯 4着4R 3.411 3.30 ST 0.11,5.8,-,-,04/10山 5着4R 3.647 3.59 ST 0.18,04/09山 7着3R 3.538 3.63 ST 0.20,03/31浜 6着5R 3.930 3.70 ST 0.31,03/22飯 4着5R 3.742 3.66 ST 0.29,03/09飯 5着6R 3.731 3.70 ST 0.16,5.4,-,-,-,-,-,-,-,-,-,-,43,3,1,0.16,0/0 0/9,0.0%,0.0%,3.33,3.430,35.5%,22/62,62,35.3%,6/17,17,3,6,124,20,3.35,2連率 0.0 3連率 0.0,04/11山 自落1R - 3.32 ST 0.16,04/10山 5着4R 3.647 3.59 ST 0.18,04/09山 7着3R 3.538 3.63 ST 0.20,-
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,7,佐々木　啓,-,20,3.33,102,"2連率
10.0
3連率
60.0",04/11山 3着7R 3.442 3.36 ST 0.09,04/10山 8着10R F 3.405 3.31 ST 0.18,04/09山 2着9R 3.667 3.62 ST 0.08,04/08山 4着3R 3.410 3.34 ST 0.07,03/31飯 3着5R 3.592 3.49 ST 0.05,03/30飯 7着7R 3.756 3.66 ST 0.14,03/30飯 3着1R 3.759 3.66 ST 0.16,03/29飯 3着6R 3.408 3.31 ST 0.11,03/28飯 7着9R 3.415 3.32 ST 0.15,03/27飯 3着9R 3.395 3.30 ST 0.11,04/11山 3着7R 3.442 3.36 ST 0.09,04/08山 4着3R 3.410 3.34 ST 0.07,03/29飯 3着6R 3.408 3.31 ST 0.11,03/28飯 7着9R 3.415 3.32 ST 0.15,03/27飯 3着9R 3.395 3.30 ST 0.11,4,-,-,04/09山 2着9R 3.667 3.62 ST 0.08,03/30飯 7着7R 3.756 3.66 ST 0.14,03/30飯 3着1R 3.759 3.66 ST 0.16,02/10山 2着8R 3.647 3.62 ST 0.14,02/07山 5着3R 3.660 3.58 ST 0.16,3.8,-,40%,04/10山 8着10R F 3.405 3.31 ST 0.18,03/31飯 3着5R 3.592 3.49 ST 0.05,-,-,-,5.5,-,-,41,2,0,0.11,0/1 5/4,10.0%,60.0%,3.32,3.422,33.3%,21/63,63,38.5%,5/13,13,3,47,829,20,3.33,2連率 10.0 3連率 60.0,04/11山 3着7R 3.442 3.36 ST 0.09,04/10山 8着10R F 3.405 3.31 ST 0.18,04/09山 2着9R 3.667 3.62 ST 0.08,-
20260412_sanyou_06,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,54.0%,38.0℃,良走路,8,佐藤　摩弥,-,20,3.36,075,"2連率
30.0
3連率
40.0",04/11山 2着4R 3.446 3.35 ST 0.13,04/10山 7着5R 3.647 3.57 ST 0.15,04/09山 8着12R 3.695 3.60 ST 0.17,04/08山 3着2R 3.423 3.34 ST 0.12,03/31飯 6着7R 3.611 3.53 ST 0.18,03/30飯 5着7R 3.736 3.67 ST 0.18,03/30飯 1着1R 3.733 3.63 ST 0.13,03/29飯 4着6R 3.415 3.34 ST 0.23,03/28飯 4着7R 3.399 3.30 ST 0.18,03/27飯 1着6R 3.399 3.32 ST 0.10,04/11山 2着4R 3.446 3.35 ST 0.13,04/08山 3着2R 3.423 3.34 ST 0.12,03/29飯 4着6R 3.415 3.34 ST 0.23,03/28飯 4着7R 3.399 3.30 ST 0.18,03/27飯 1着6R 3.399 3.32 ST 0.10,2.8,-,40%,04/10山 7着5R 3.647 3.57 ST 0.15,04/09山 8着12R 3.695 3.60 ST 0.17,03/30飯 5着7R 3.736 3.67 ST 0.18,03/30飯 1着1R 3.733 3.63 ST 0.13,02/10山 8着9R 3.685 3.61 ST 0.15,5.8,-,20%,03/31飯 6着7R 3.611 3.53 ST 0.18,-,-,-,-,6,-,-,37,3,0,0.13,2/1 1/6,30.0%,40.0%,3.34,3.415,46.7%,28/60,60,12.5%,1/8,8,3,16,331,20,3.36,2連率 30.0 3連率 40.0,04/11山 2着4R 3.446 3.35 ST 0.13,04/10山 7着5R 3.647 3.57 ST 0.15,04/09山 8着12R 3.695 3.60 ST 0.17,-
