車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,滝沢　　健,"投票締切
13:41",13:43,0,-,076,"2連率
0.0
3連率
0.0",04/03伊 7着4R 3.629 3.46 ST 0.16,04/02伊 7着6R 3.571 3.47 ST 0.12,03/25伊 6着2R 3.511 3.45 ST 0.13,03/24伊 5着5R 3.500 3.43 ST 0.08,03/23伊 8着1R 3.545 3.47 ST 0.06,03/17伊 7着7R 3.537 3.46 ST 0.21,03/16伊 5着7R 3.529 3.43 ST 0.14,03/15伊 7着9R 3.522 3.44 ST 0.11,03/11伊 8着7R 3.511 3.44 ST 0.13,03/10伊 7着8R 3.494 3.42 ST 0.17,04/03伊 7着4R 3.629 3.46 ST 0.16,03/25伊 6着2R 3.511 3.45 ST 0.13,03/24伊 5着5R 3.500 3.43 ST 0.08,03/23伊 8着1R 3.545 3.47 ST 0.06,03/17伊 7着7R 3.537 3.46 ST 0.21,6.6,-,-,02/25伊 5着4R 3.731 3.64 ST 0.10,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,33,0,0,0.14,0/0 0/10,0.0%,0.0%,3.44,3.516,3.494 (伊),0.0%,0/45,45,14.3%,1/7,7,0,0,1,166,261,308,5.9%,15.1%,26.0%
2,笠原　三義,"投票締切
13:41",13:43,10,-,086,"2連率
10.0
3連率
20.0",04/03伊 5着6R 3.518 3.42 ST 0.07,04/02伊 6着3R 3.524 3.44 ST 0.19,03/25伊 5着5R 3.473 3.39 ST 0.18,03/24伊 1着8R 3.473 3.40 ST 0.12,03/23伊 6着1R 3.498 3.39 ST 0.11,03/17伊 5着5R 3.498 3.42 ST 0.14,03/16伊 3着8R 3.486 3.39 ST 0.14,03/15伊 6着4R 3.518 3.41 ST 0.09,03/11伊 8着3R 3.510 3.42 ST 0.32,03/10伊 4着1R 3.473 3.40 ST 0.21,04/03伊 5着6R 3.518 3.42 ST 0.07,03/25伊 5着5R 3.473 3.39 ST 0.18,03/24伊 1着8R 3.473 3.40 ST 0.12,03/23伊 6着1R 3.498 3.39 ST 0.11,03/17伊 5着5R 3.498 3.42 ST 0.14,4.4,-,20%,02/25伊 3着3R 3.704 3.66 ST 0.22,02/11川 4着3R 3.723 3.68 ST 0.22,-,-,-,3.5,-,-,04/02伊 6着3R 3.524 3.44 ST 0.19,03/10伊 4着1R 3.473 3.40 ST 0.21,-,-,-,5,-,-,32,0,0,0.16,1/0 1/8,10.0%,20.0%,3.41,3.496,3.473 (伊),8.7%,4/46,46,16.7%,1/6,6,0,0,5,489,392,387,14.7%,26.5%,38.1%
3,佐々木　光輝,"投票締切
13:41",13:43,10,-,116,"2連率
0.0
3連率
10.0",04/03伊 6着3R 3.523 3.39 ST 0.12,04/02伊 5着11R 3.489 3.36 ST 0.10,03/25伊 5着3R 3.482 3.36 ST 0.15,03/24伊 5着4R 3.518 3.35 ST 0.09,03/23伊 8着7R 3.502 3.37 ST 0.07,03/17伊 7着4R 3.531 3.37 ST 0.06,03/16伊 4着8R 3.492 3.35 ST 0.05,03/15伊 5着1R 3.482 3.34 ST 0.13,03/11伊 3着9R 3.450 3.35 ST 0.12,03/10伊 8着10R 3.474 3.34 ST 0.12,04/03伊 6着3R 3.523 3.39 ST 0.12,03/25伊 5着3R 3.482 3.36 ST 0.15,03/24伊 5着4R 3.518 3.35 ST 0.09,03/23伊 8着7R 3.502 3.37 ST 0.07,03/17伊 7着4R 3.531 3.37 ST 0.06,6.2,-,-,02/25伊 3着5R 3.674 3.56 ST 0.11,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,28,0,0,0.12,0/0 1/9,0.0%,10.0%,3.35,3.466,3.416 (伊),22.7%,10/44,44,28.6%,2/7,7,0,0,0,22,19,14,16.9%,31.5%,42.3%
4,清水　　卓,"投票締切
13:41",13:43,20,-,093,"2連率
20.0
3連率
50.0",04/03伊 1着1R 3.484 3.38 ST 0.17,04/02伊 4着6R 3.503 3.42 ST 0.12,03/25伊 1着5R 3.443 3.36 ST 0.15,03/24伊 3着6R 3.492 3.41 ST 0.21,03/23伊 7着5R 3.483 3.37 ST 0.22,03/17伊 3着7R 3.470 3.37 ST 0.21,03/16伊 4着1R 3.451 3.37 ST 0.24,03/15伊 3着7R 3.460 3.39 ST 0.22,03/11伊 4着1R 3.471 3.37 ST 0.13,03/10伊 7着6R 3.465 3.38 ST 0.17,04/03伊 1着1R 3.484 3.38 ST 0.17,03/25伊 1着5R 3.443 3.36 ST 0.15,03/24伊 3着6R 3.492 3.41 ST 0.21,03/23伊 7着5R 3.483 3.37 ST 0.22,03/17伊 3着7R 3.470 3.37 ST 0.21,3,-,40%,02/25伊 6着8R 3.728 3.65 ST 0.23,02/11川 4着7R 3.660 3.61 ST 0.18,-,-,-,5,-,-,-,-,-,-,-,-,-,-,37,0,0,0.17,2/0 3/5,20.0%,50.0%,3.38,3.473,3.443 (伊),15.1%,8/53,53,11.1%,1/9,9,0,0,23,629,765,757,12.2%,27.1%,41.8%
5,落合　　淳,"投票締切
13:41",13:43,30,-,064,"2連率
30.0
3連率
40.0",04/03伊 6着7R 3.479 3.39 ST 0.08,04/02伊 4着2R 3.462 3.38 ST 0.10,03/25伊 4着11R 3.689 3.61 ST 0.15,03/24伊 4着9R 3.447 3.36 ST 0.04,03/23伊 3着12R 3.431 3.39 ST 0.05,03/17伊 ④着12R 3.417 3.37 ST 0.08,03/16伊 2着12R 3.420 3.37 ST 0.04,03/15伊 1着7R 3.444 3.37 ST 0.07,03/11伊 1着8R 3.438 3.36 ST 0.14,03/10伊 6着6R 3.452 3.39 ST 0.07,04/03伊 6着7R 3.479 3.39 ST 0.08,03/24伊 4着9R 3.447 3.36 ST 0.04,03/23伊 3着12R 3.431 3.39 ST 0.05,03/17伊 ④着12R 3.417 3.37 ST 0.08,03/16伊 2着12R 3.420 3.37 ST 0.04,3.8,-,20%,03/25伊 4着11R 3.689 3.61 ST 0.15,02/10飯 2着7R 3.670 3.61 ST 0.09,-,-,-,3,-,50%,04/02伊 4着2R 3.462 3.38 ST 0.10,-,-,-,-,4,-,-,35,2,0,0.12,2/1 1/6,30.0%,40.0%,3.37,3.434,3.413 (飯),35.8%,19/53,53,50.0%,5/10,10,2,0,5,318,294,354,13.1%,25.2%,39.7%
6,米里　崇徳,"投票締切
13:41",13:43,30,-,093,"2連率
20.0
3連率
40.0",04/03伊 3着2R 3.457 3.36 ST 0.12,04/02伊 7着5R 3.479 3.39 ST 0.10,03/31浜 6着3R 3.815 3.75 ST 0.21,03/30浜 2着9R 3.457 3.35 ST 0.20,03/30浜 5着2R 3.484 3.52 ST 0.11,03/29浜 5着5R 3.473 3.39 ST 0.12,03/25伊 3着8R 3.410 3.29 ST 0.06,03/24伊 2着2R 3.448 3.35 ST 0.03,03/23伊 4着11R 3.438 3.34 ST 0.12,03/14浜 6着10R 3.442 3.36 ST 0.12,04/03伊 3着2R 3.457 3.36 ST 0.12,03/30浜 2着9R 3.457 3.35 ST 0.20,03/29浜 5着5R 3.473 3.39 ST 0.12,03/25伊 3着8R 3.410 3.29 ST 0.06,03/24伊 2着2R 3.448 3.35 ST 0.03,3,-,40%,03/31浜 6着3R 3.815 3.75 ST 0.21,03/30浜 5着2R 3.484 3.52 ST 0.11,03/03浜 3着3R 3.728 3.66 ST 0.17,02/11山 5着4R 3.656 3.64 ST 0.08,02/10山 8着3R 3.653 3.38 ST 0.11,5.4,-,-,-,-,-,-,-,-,-,-,32,1,0,0.13,0/2 2/6,20.0%,40.0%,3.35,3.443,3.403 (浜),29.8%,14/47,47,0.0%,0/10,10,1,0,1,86,105,115,11.2%,24.8%,39.7%
7,中野　光公,"投票締切
13:41",13:43,30,-,096,"2連率
20.0
3連率
30.0",04/03伊 1着6R 3.463 3.38 ST 0.07,04/02伊 6着2R 3.490 3.39 ST 0.15,03/22浜 7着1R 3.460 3.38 ST 0.13,03/21浜 8着4R 3.473 3.37 ST 0.13,03/20浜 8着4R 3.482 3.38 ST 0.17,03/19浜 8着11R 3.460 3.38 ST 0.11,03/18浜 6着11R 3.441 3.35 ST 0.14,03/11伊 1着10R 3.409 3.34 ST 0.07,03/10伊 6着9R 3.435 3.30 ST 0.11,03/09伊 3着10R 3.438 3.34 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,03/22浜 7着1R 3.460 3.38 ST 0.13,03/21浜 8着4R 3.473 3.37 ST 0.13,03/20浜 8着4R 3.482 3.38 ST 0.17,03/11伊 1着10R 3.409 3.34 ST 0.07,5,-,40%,03/03山 3着9R 3.640 3.57 ST 0.09,03/02山 7着12R 3.862 3.67 ST 0.20,02/11山 2着3R 3.650 3.56 ST 0.13,02/10山 5着7R 3.698 3.59 ST 0.08,02/07山 6着11R 3.730 3.66 ST 0.20,4.6,-,20%,04/02伊 6着2R 3.490 3.39 ST 0.15,03/18浜 6着11R 3.441 3.35 ST 0.14,-,-,-,6,-,-,31,0,0,0.13,2/0 1/7,20.0%,30.0%,3.35,3.446,3.409 (伊),16.3%,7/43,43,22.2%,2/9,9,0,0,6,431,387,390,13.5%,25.6%,37.8%
8,渡辺　　篤,"投票締切
13:41",13:43,40,-,099,"2連率
50.0
3連率
60.0",04/03伊 3着8R 3.453 3.36 ST 0.21,04/02伊 5着5R 3.456 3.32 ST 0.23,03/31浜 8着11R 3.748 3.68 ST 0.30,03/30浜 4着5R 3.419 3.30 ST 0.10,03/29浜 1着8R 3.432 3.32 ST 0.12,03/29浜 2着3R 3.454 3.36 ST 0.29,03/22浜 1着4R 3.400 3.32 ST 0.04,03/21浜 1着1R 3.405 3.32 ST 0.09,03/20浜 2着10R 3.413 3.32 ST 0.09,03/19浜 4着12R 3.418 3.32 ST 0.11,04/03伊 3着8R 3.453 3.36 ST 0.21,03/30浜 4着5R 3.419 3.30 ST 0.10,03/29浜 1着8R 3.432 3.32 ST 0.12,03/29浜 2着3R 3.454 3.36 ST 0.29,03/22浜 1着4R 3.400 3.32 ST 0.04,2.2,-,60%,03/31浜 8着11R 3.748 3.68 ST 0.30,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,35,2,0,0.14,3/2 1/4,50.0%,60.0%,3.32,3.419,3.388 (浜),24.5%,12/49,49,25.0%,1/4,4,2,0,10,387,277,269,19.4%,33.3%,46.8%
