車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5平順,good5近況,good52連率,wet5平順,wet5近況,wet52連率,han5平順,han5近況,han52連率,90平均ST,90良10平競,90良10平試,180良2連,180湿2連,通算優勝,通算2連,前一順,前一競走T,前一試走,前一ST,前二順,前二競走T,前二試走,前二ST,前三順,前三競走T,前三試走,前三ST,前日予想タイム,総合スコア,前日予想着順
1,運天　諒雅,"投票締切
21:18",21:20,0,-,116,"2連率
30.0
3連率
30.0",04/11川 2着4R 3.457 3.36 ST 0.10,04/07川 1着5R 3.734 3.71 ST 0.20,04/06川 5着4R 3.511 3.42 ST 0.18,04/05川 8着9R 3.508 3.40 ST 0.15,03/28川 7着9R F 3.494 3.38 ST 0.09,03/27川 8着11R 3.494 3.37 ST 0.11,03/26川 2着3R 3.852 3.75 ST 0.11,03/17伊 6着3R 3.508 3.40 ST 0.04,03/16伊 6着6R 3.511 3.39 ST 0.01,03/15伊 6着2R 3.511 3.40 ST 0.01,6,-,20%,2,-,75%,-,-,-,0.12,3.496,3.38,36.0%,50.0%,0,26.8%,02,3.457,3.36,0.10,01,3.734,3.71,0.20,05,3.511,3.42,0.18,3.498,144.7,7
2,片野　利沙,"投票締切
21:18",21:20,10,-,90,"2連率
70.0
3連率
70.0",04/11川 2着7R 3.413 3.32 ST 0.15,04/07川 1着11R 3.400 3.32 ST 0.09,04/06川 4着9R 3.448 3.35 ST 0.17,04/05川 1着4R 3.423 3.33 ST 0.12,03/28川 2着2R 3.436 3.38 ST 0.11,03/27川 反妨7R - 3.37 ST 0.12,03/26川 7着5R 3.888 3.81 ST 0.17,03/15飯 2着4R 3.438 3.35 ST 0.19,03/14飯 1着4R 3.456 3.35 ST 0.27,03/13飯 2着9R 3.413 3.34 ST 0.28,2,-,75%,6,-,-,2,-,100%,0.15,3.42,3.33,36.8%,0.0%,2,25.2%,02,3.413,3.32,0.15,01,3.400,3.32,0.09,04,3.448,3.35,0.17,3.436,207.0,1
3,谷島　俊行,"投票締切
21:18",21:20,20,-,86,"2連率
50.0
3連率
50.0",04/11川 2着3R 3.425 3.35 ST 0.08,04/07川 ⑦着12R 3.432 3.35 ST 0.09,04/06川 1着11R 3.416 3.35 ST 0.08,04/05川 1着1R 3.411 3.35 ST 0.07,03/28川 2着6R 3.446 3.35 ST 0.17,03/27川 7着7R 3.572 3.35 ST 0.09,03/26川 4着11R 3.642 3.63 ST 0.15,03/14浜 6着2R 3.463 3.36 ST 0.13,03/13浜 1着7R 3.433 3.34 ST 0.13,03/12浜 5着12R 3.431 3.35 ST 0.13,3.8,-,60%,3.8,-,-,1,-,100%,0.13,3.436,3.35,39.3%,33.3%,8,25.7%,02,3.425,3.35,0.08,-,3.432,3.35,0.09,01,3.416,3.35,0.08,3.461,161.2,6
4,小原　　望,"投票締切
21:18",21:20,20,-,97,"2連率
20.0
3連率
30.0",04/11川 1着2R 3.406 3.34 ST 0.21,04/07川 3着4R 3.830 3.75 ST 0.28,04/06川 2着2R 3.438 3.35 ST 0.11,04/05川 5着9R 3.447 3.33 ST 0.14,03/28川 6着3R 3.450 3.35 ST 0.15,03/27川 4着2R 3.441 3.31 ST 0.17,03/26川 5着7R 3.827 3.80 ST 0.19,03/14浜 5着3R 3.467 3.36 ST 0.28,03/13浜 5着4R 3.448 3.35 ST 0.31,03/12浜 4着11R 3.457 3.36 ST 0.23,3.6,-,40%,5,-,-,-,-,-,0.17,3.437,3.34,28.1%,0.0%,6,25.8%,01,3.406,3.34,0.21,03,3.830,3.75,0.28,02,3.438,3.35,0.11,3.467,173.15,5
5,武藤　博臣,"投票締切
21:18",21:20,20,-,85,"2連率
40.0
3連率
50.0",04/11川 3着8R 3.417 3.34 ST 0.18,04/07川 2着8R 3.419 3.37 ST 0.13,04/06川 4着5R 3.468 3.36 ST 0.19,04/05川 4着10R 3.428 3.34 ST 0.13,03/22飯 ④着8R 3.772 3.69 ST 0.14,03/21飯 2着6R 3.397 3.30 ST 0.11,03/20飯 4着7R 3.419 3.32 ST 0.09,03/19飯 1着4R 3.393 3.34 ST 0.14,03/14浜 4着6R 3.464 3.38 ST 0.26,03/13浜 1着1R 3.406 3.34 ST 0.10,3.4,-,20%,6,-,-,2,-,100%,0.17,3.425,3.34,26.8%,0.0%,11,31.7%,03,3.417,3.34,0.18,02,3.419,3.37,0.13,04,3.468,3.36,0.19,3.454,175.75,4
6,掛川　和人,"投票締切
21:18",21:20,20,-,72,"2連率
30.0
3連率
60.0",04/11川 1着6R 3.430 3.34 ST 0.39,04/07川 4着11R 3.402 3.34 ST 0.16,04/06川 4着11R 3.428 3.35 ST 0.18,04/05川 2着12R 3.419 3.37 ST 0.17,03/26山 3着8R 3.404 3.34 ST 0.23,03/26山 4着1R 3.430 3.36 ST 0.27,03/25山 3着7R 3.625 3.58 ST 0.22,03/24山 3着8R 3.407 3.35 ST 0.20,03/23山 1着8R 3.389 3.32 ST 0.28,03/23山 4着1R 3.417 3.33 ST 0.23,2.8,-,40%,5,-,-,-,-,-,0.23,3.422,3.35,19.0%,11.1%,16,27.9%,01,3.430,3.34,0.39,04,3.402,3.34,0.16,04,3.428,3.35,0.18,3.457,178.4,3
7,小椋　華恋,"投票締切
21:18",21:20,30,-,92,"2連率
50.0
3連率
60.0",04/11川 1着1R 3.399 3.29 ST 0.26,03/28川 1着4R 3.420 3.31 ST 0.15,03/27川 1着2R 3.417 3.29 ST 0.25,03/26川 7着4R 3.943 3.89 ST 0.19,03/22浜 3着6R 3.416 3.34 ST 0.13,03/21浜 1着2R 3.418 3.36 ST 0.08,03/20浜 4着10R 3.432 3.34 ST 0.08,03/19浜 5着8R 3.450 3.42 ST 0.15,03/18浜 4着3R 3.431 3.33 ST 0.12,03/14浜 2着8R 3.424 3.33 ST 0.14,1.4,-,80%,6.5,-,-,-,-,-,0.15,3.422,3.33,25.6%,0.0%,2,34.3%,01,3.399,3.29,0.26,01,3.420,3.31,0.15,01,3.417,3.29,0.25,3.462,188.4,2
