レースID,日付,場所,レース名,距離,天候,気温,湿度,走路温度,走路状況,車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,良5_前1,良5_前2,良5_前4,良5_前5,良5_平順,良5_近況,良5_2連,湿5_前1,湿5_前2,湿5_前4,湿5_前5,湿5_平順,湿5_近況,湿5_2連,斑5_前1,斑5_前2,斑5_前4,斑5_前5,斑5_平順,斑5_近況,斑5_2連,90出走,90優出,90優勝,90平均ST,90_123着外,90_2連率,90_3連率,90良10平競,90良10平試,180良2連,180良連対回,180良出走,180湿2連,180湿連対回,180湿出走,今年優出,今年優勝,通算1着,通算2着,通算3着,今年単率,今年2連率,今年3連率,前日予想タイム,総合スコア,前日予想着順
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,1,松生　信二,14:08,14:10,0,-,106,"2連率
30.0
3連率
60.0",04/11山 6着7R 3.500 3.41 ST 0.11,04/10山 2着3R 3.668 3.58 ST 0.12,04/09山 7着5R 3.490 3.38 ST 0.09,04/08山 3着1R 3.448 3.36 ST 0.10,03/31浜 2着1R 3.822 3.75 ST 0.14,03/30浜 3着4R 3.486 3.38 ST 0.14,03/29浜 6着3R 3.486 3.40 ST 0.10,03/25伊 2着1R 3.452 3.34 ST 0.15,03/24伊 4着1R 3.487 3.36 ST 0.09,03/23伊 3着1R 3.452 3.32 ST 0.14,松生　信二 ストリーク・Ｍ 山陽 30期 46歳 1級 A-158,0,106,2連率 30.0 3連率 60.0,04/11山 6着7R 3.500 3.41 ST 0.11,04/10山 2着3R 3.668 3.58 ST 0.12,04/09山 7着5R 3.490 3.38 ST 0.09,松生　信二 ストリーク・Ｍ 山陽 30期 46歳 1級 A-158,0,106,2連率 30.0 3連率 60.0,04/11山 6着7R 3.500 3.41 ST 0.11,04/10山 2着3R 3.668 3.58 ST 0.12,04/09山 7着5R 3.490 3.38 ST 0.09,松生　信二 ストリーク・Ｍ 山陽 30期 46歳 1級 A-158,0,106,2連率 30.0 3連率 60.0,04/11山 6着7R 3.500 3.41 ST 0.11,04/10山 2着3R 3.668 3.58 ST 0.12,04/09山 7着5R 3.490 3.38 ST 0.09,松生　信二 ストリーク・Ｍ 山陽 30期 46歳 1級 A-158,32,0,0.15,0/3 3/4,32,0,3.466,3.424 (山),松生　信二 ストリーク・Ｍ 山陽 30期 46歳 1級 A-158,25.0%,13/52,52,50.0%,4/8,松生　信二 ストリーク・Ｍ 山陽 30期 46歳 1級 A-158,0,106,松生　信二 ストリーク・Ｍ 山陽 30期 46歳 1級 A-158,0,04/11山 6着7R 3.500 3.41 ST 0.11,04/10山 2着3R 3.668 3.58 ST 0.12,04/09山 7着5R 3.490 3.38 ST 0.09,3.472,143.2,6
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,2,池浦　一博,14:08,14:10,0,-,78,"2連率
10.0
3連率
40.0",04/11山 3着4R 3.487 3.39 ST 0.17,04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,04/08山 8着5R 3.471 3.38 ST 0.18,04/03山 3着2R 3.451 3.37 ST 0.03,04/02山 4着8R 3.444 3.37 ST 0.14,04/01山 3着9R 3.624 3.61 ST 0.15,03/26山 5着4R 3.470 3.38 ST 0.12,03/25山 2着3R 3.633 3.61 ST 0.11,03/24山 6着8R 3.490 3.39 ST 0.06,池浦　一博 ソユルカー 山陽 18期 64歳 1級 A-111,0,078,2連率 10.0 3連率 40.0,04/11山 3着4R 3.487 3.39 ST 0.17,04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,池浦　一博 ソユルカー 山陽 18期 64歳 1級 A-111,0,078,2連率 10.0 3連率 40.0,04/11山 3着4R 3.487 3.39 ST 0.17,04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,池浦　一博 ソユルカー 山陽 18期 64歳 1級 A-111,0,078,2連率 10.0 3連率 40.0,04/11山 3着4R 3.487 3.39 ST 0.17,04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,池浦　一博 ソユルカー 山陽 18期 64歳 1級 A-111,37,0,0.16,0/1 3/6,37,0,3.458,3.426 (山),池浦　一博 ソユルカー 山陽 18期 64歳 1級 A-111,25.5%,13/51,51,46.2%,6/13,池浦　一博 ソユルカー 山陽 18期 64歳 1級 A-111,0,078,池浦　一博 ソユルカー 山陽 18期 64歳 1級 A-111,0,04/11山 3着4R 3.487 3.39 ST 0.17,04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,3.463,151.6,4
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,3,牧野　竜人,14:08,14:10,10,-,108,"2連率
20.0
3連率
20.0",04/11山 6着8R 3.482 3.37 ST 0.11,04/10山 7着1R 3.711 3.65 ST 0.16,04/09山 6着3R 3.531 3.67 ST 0.11,04/08山 8着10R 3.469 3.38 ST 0.18,04/04伊 2着3R 3.428 3.32 ST 0.07,04/03伊 7着7R 3.486 3.38 ST 0.16,04/02伊 7着11R 3.473 3.35 ST 0.15,03/31浜 4着11R 3.716 3.68 ST 0.14,03/30浜 4着10R 3.436 3.34 ST 0.13,03/29浜 2着1R 3.431 3.34 ST 0.15,牧野　竜人 ピオリム 浜松 36期 25歳 1級 A-112,10,108,2連率 20.0 3連率 20.0,04/11山 6着8R 3.482 3.37 ST 0.11,04/10山 7着1R 3.711 3.65 ST 0.16,04/09山 6着3R 3.531 3.67 ST 0.11,牧野　竜人 ピオリム 浜松 36期 25歳 1級 A-112,10,108,2連率 20.0 3連率 20.0,04/11山 6着8R 3.482 3.37 ST 0.11,04/10山 7着1R 3.711 3.65 ST 0.16,04/09山 6着3R 3.531 3.67 ST 0.11,牧野　竜人 ピオリム 浜松 36期 25歳 1級 A-112,10,108,2連率 20.0 3連率 20.0,04/11山 6着8R 3.482 3.37 ST 0.11,04/10山 7着1R 3.711 3.65 ST 0.16,04/09山 6着3R 3.531 3.67 ST 0.11,牧野　竜人 ピオリム 浜松 36期 25歳 1級 A-112,41,2,0.17,0/2 0/8,41,2,3.448,3.419 (浜),牧野　竜人 ピオリム 浜松 36期 25歳 1級 A-112,35.3%,18/51,51,12.5%,1/8,牧野　竜人 ピオリム 浜松 36期 25歳 1級 A-112,10,108,牧野　竜人 ピオリム 浜松 36期 25歳 1級 A-112,10,04/11山 6着8R 3.482 3.37 ST 0.11,04/10山 7着1R 3.711 3.65 ST 0.16,04/09山 6着3R 3.531 3.67 ST 0.11,3.468,132.1,7
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,4,岡松　　忠,14:08,14:10,10,-,59,"2連率
20.0
3連率
30.0",04/11山 5着3R 3.469 3.38 ST 0.17,04/10山 4着1R 3.688 3.66 ST 0.23,04/09山 6着7R 3.434 3.35 ST 0.12,04/08山 4着5R 3.447 3.37 ST 0.18,04/03山 2着5R 3.431 3.37 ST 0.08,04/02山 3着3R 3.431 3.37 ST 0.18,04/01山 6着7R 3.891 3.70 ST 0.14,03/26山 反妨7R - 3.35 ST 0.10,03/25山 6着8R 3.656 3.60 ST 0.19,03/24山 1着4R 3.423 3.37 ST 0.02,岡松　　忠 モナークＲＩＯ 山陽 17期 64歳 1級 A-105,10,059,2連率 20.0 3連率 30.0,04/11山 5着3R 3.469 3.38 ST 0.17,04/10山 4着1R 3.688 3.66 ST 0.23,04/09山 6着7R 3.434 3.35 ST 0.12,岡松　　忠 モナークＲＩＯ 山陽 17期 64歳 1級 A-105,10,059,2連率 20.0 3連率 30.0,04/11山 5着3R 3.469 3.38 ST 0.17,04/10山 4着1R 3.688 3.66 ST 0.23,04/09山 6着7R 3.434 3.35 ST 0.12,岡松　　忠 モナークＲＩＯ 山陽 17期 64歳 1級 A-105,10,059,2連率 20.0 3連率 30.0,04/11山 5着3R 3.469 3.38 ST 0.17,04/10山 4着1R 3.688 3.66 ST 0.23,04/09山 6着7R 3.434 3.35 ST 0.12,岡松　　忠 モナークＲＩＯ 山陽 17期 64歳 1級 A-105,32,0,0.15,1/1 1/6,32,0,3.439,3.412 (山),岡松　　忠 モナークＲＩＯ 山陽 17期 64歳 1級 A-105,20.9%,9/43,43,0.0%,0/10,岡松　　忠 モナークＲＩＯ 山陽 17期 64歳 1級 A-105,10,059,岡松　　忠 モナークＲＩＯ 山陽 17期 64歳 1級 A-105,10,04/11山 5着3R 3.469 3.38 ST 0.17,04/10山 4着1R 3.688 3.66 ST 0.23,04/09山 6着7R 3.434 3.35 ST 0.12,3.454,150.55,5
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,5,人見　剛志,14:08,14:10,10,-,98,"2連率
20.0
3連率
30.0",04/11山 1着4R 3.431 3.35 ST 0.06,04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,04/08山 2着11R 3.428 3.34 ST 0.16,03/29飯 3着2R 3.424 3.32 ST 0.16,03/28飯 5着5R 3.415 3.34 ST 0.14,03/27飯 4着3R 3.428 3.31 ST 0.11,03/22浜 5着7R 3.431 3.33 ST 0.20,03/21浜 7着7R 3.447 3.34 ST 0.19,03/20浜 5着1R 3.441 3.36 ST 0.21,人見　剛志 フォーン 山陽 28期 46歳 1級 A-50,10,098,2連率 20.0 3連率 30.0,04/11山 1着4R 3.431 3.35 ST 0.06,04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,人見　剛志 フォーン 山陽 28期 46歳 1級 A-50,10,098,2連率 20.0 3連率 30.0,04/11山 1着4R 3.431 3.35 ST 0.06,04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,人見　剛志 フォーン 山陽 28期 46歳 1級 A-50,10,098,2連率 20.0 3連率 30.0,04/11山 1着4R 3.431 3.35 ST 0.06,04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,人見　剛志 フォーン 山陽 28期 46歳 1級 A-50,33,0,0.18,1/1 1/7,33,0,3.428,3.385 (山),人見　剛志 フォーン 山陽 28期 46歳 1級 A-50,41.5%,22/53,53,0.0%,0/14,人見　剛志 フォーン 山陽 28期 46歳 1級 A-50,10,098,人見　剛志 フォーン 山陽 28期 46歳 1級 A-50,10,04/11山 1着4R 3.431 3.35 ST 0.06,04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,3.448,181.6,3
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,6,石本　圭耶,14:08,14:10,20,-,72,"2連率
50.0
3連率
60.0",04/11山 6着6R 3.471 3.40 ST 0.07,04/10山 1着1R 3.644 3.61 ST 0.07,04/09山 4着4R 3.452 3.43 ST 0.08,04/08山 8着3R 3.449 再3.38 ST 0.16,03/31飯 ⑦着9R 3.577 3.49 ST 0.02,03/30飯 1着8R 3.695 3.64 ST 0.08,03/29飯 1着6R 3.392 3.33 ST 0.05,03/28飯 1着4R 3.386 3.31 ST 0.11,03/27飯 3着7R 3.405 3.33 ST 0.12,03/22浜 1着6R 3.390 3.36 ST 0.03,石本　圭耶 テンヤシャ 飯塚 34期 26歳 1級 A-17,20,072,2連率 50.0 3連率 60.0,04/11山 6着6R 3.471 3.40 ST 0.07,04/10山 1着1R 3.644 3.61 ST 0.07,04/09山 4着4R 3.452 3.43 ST 0.08,石本　圭耶 テンヤシャ 飯塚 34期 26歳 1級 A-17,20,072,2連率 50.0 3連率 60.0,04/11山 6着6R 3.471 3.40 ST 0.07,04/10山 1着1R 3.644 3.61 ST 0.07,04/09山 4着4R 3.452 3.43 ST 0.08,石本　圭耶 テンヤシャ 飯塚 34期 26歳 1級 A-17,20,072,2連率 50.0 3連率 60.0,04/11山 6着6R 3.471 3.40 ST 0.07,04/10山 1着1R 3.644 3.61 ST 0.07,04/09山 4着4R 3.452 3.43 ST 0.08,石本　圭耶 テンヤシャ 飯塚 34期 26歳 1級 A-17,42,2,0.11,5/0 1/4,42,2,3.412,3.386 (飯),石本　圭耶 テンヤシャ 飯塚 34期 26歳 1級 A-17,26.6%,17/64,64,62.5%,10/16,石本　圭耶 テンヤシャ 飯塚 34期 26歳 1級 A-17,20,072,石本　圭耶 テンヤシャ 飯塚 34期 26歳 1級 A-17,20,04/11山 6着6R 3.471 3.40 ST 0.07,04/10山 1着1R 3.644 3.61 ST 0.07,04/09山 4着4R 3.452 3.43 ST 0.08,3.436,183.9,2
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,7,丸山　智史,14:08,14:10,20,-,87,"2連率
10.0
3連率
30.0",04/11山 8着3R 3.468 3.36 ST 0.11,04/10山 6着3R 3.673 3.58 ST 0.11,04/09山 7着6R 3.442 3.35 ST 0.14,04/08山 5着11R 3.436 3.35 ST 0.10,04/03山 3着7R 3.399 3.36 ST 0.21,04/02山 3着5R 3.427 3.34 ST 0.25,04/01山 2着6R 3.636 3.55 ST 0.30,03/22浜 8着5R 3.460 3.35 ST 0.07,03/21浜 6着8R 3.460 3.37 ST 0.09,03/20浜 5着3R 3.453 3.37 ST 0.11,丸山　智史 ジェシカ・Ｊ 山陽 31期 39歳 1級 S-29,20,087,2連率 10.0 3連率 30.0,04/11山 8着3R 3.468 3.36 ST 0.11,04/10山 6着3R 3.673 3.58 ST 0.11,04/09山 7着6R 3.442 3.35 ST 0.14,丸山　智史 ジェシカ・Ｊ 山陽 31期 39歳 1級 S-29,20,087,2連率 10.0 3連率 30.0,04/11山 8着3R 3.468 3.36 ST 0.11,04/10山 6着3R 3.673 3.58 ST 0.11,04/09山 7着6R 3.442 3.35 ST 0.14,丸山　智史 ジェシカ・Ｊ 山陽 31期 39歳 1級 S-29,20,087,2連率 10.0 3連率 30.0,04/11山 8着3R 3.468 3.36 ST 0.11,04/10山 6着3R 3.673 3.58 ST 0.11,04/09山 7着6R 3.442 3.35 ST 0.14,丸山　智史 ジェシカ・Ｊ 山陽 31期 39歳 1級 S-29,30,0,0.15,0/1 2/7,30,0,3.447,3.420 (川),丸山　智史 ジェシカ・Ｊ 山陽 31期 39歳 1級 S-29,36.1%,13/36,36,14.3%,1/7,丸山　智史 ジェシカ・Ｊ 山陽 31期 39歳 1級 S-29,20,087,丸山　智史 ジェシカ・Ｊ 山陽 31期 39歳 1級 S-29,20,04/11山 8着3R 3.468 3.36 ST 0.11,04/10山 6着3R 3.673 3.58 ST 0.11,04/09山 7着6R 3.442 3.35 ST 0.14,3.476,124.15,8
20260412_sanyou_08,2026-04-12,sanyou,-,-,-,-,-,-,-,8,黒川　京介,14:08,14:10,20,-,84,"2連率
90.0
3連率
90.0",04/11山 1着7R 3.420 3.32 ST 0.17,04/10山 2着12R F 3.376 3.28 ST 0.15,04/09山 1着11R 3.606 3.55 ST 0.10,04/08山 1着12R 3.385 3.31 ST 0.05,03/28川 1着8R 3.395 3.30 ST 0.17,03/27川 1着8R 3.385 3.28 ST 0.11,03/26川 4着12R 3.605 3.51 ST 0.17,03/22浜 ①着12R 3.339 3.25 ST 0.06,03/21浜 1着12R 3.335 3.28 ST 0.10,03/20浜 1着12R 3.365 3.30 ST 0.07,黒川　京介 イットウセイ 川口 33期 27歳 1級 S-2,20,084,2連率 90.0 3連率 90.0,04/11山 1着7R 3.420 3.32 ST 0.17,04/10山 2着12R F 3.376 3.28 ST 0.15,04/09山 1着11R 3.606 3.55 ST 0.10,黒川　京介 イットウセイ 川口 33期 27歳 1級 S-2,20,084,2連率 90.0 3連率 90.0,04/11山 1着7R 3.420 3.32 ST 0.17,04/10山 2着12R F 3.376 3.28 ST 0.15,04/09山 1着11R 3.606 3.55 ST 0.10,黒川　京介 イットウセイ 川口 33期 27歳 1級 S-2,20,084,2連率 90.0 3連率 90.0,04/11山 1着7R 3.420 3.32 ST 0.17,04/10山 2着12R F 3.376 3.28 ST 0.15,04/09山 1着11R 3.606 3.55 ST 0.10,黒川　京介 イットウセイ 川口 33期 27歳 1級 S-2,40,6,0.09,8/1 0/1,40,6,3.374,3.335 (浜),黒川　京介 イットウセイ 川口 33期 27歳 1級 S-2,90.0%,54/60,60,75.0%,6/8,黒川　京介 イットウセイ 川口 33期 27歳 1級 S-2,20,084,黒川　京介 イットウセイ 川口 33期 27歳 1級 S-2,20,04/11山 1着7R 3.420 3.32 ST 0.17,04/10山 2着12R F 3.376 3.28 ST 0.15,04/09山 1着11R 3.606 3.55 ST 0.10,3.397,248.3,1
