車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前9走,前10走,90平均ST,90良10平競,90良10平試,180良2連,180湿2連,通算優勝,通算2連,前日予想タイム,総合スコア,前日予想着順
1,田方　秀和,14:44,14:46,0,-,61,"2連率
50.0
3連率
60.0",04/11山 8着11R 3.500 3.42 ST 0.19,04/10山 1着7R 3.519 3.57 ST 0.12,04/09山 1着1R 3.658 3.60 ST 0.16,04/08山 4着11R 3.455 3.39 ST 0.14,04/03山 6着8R 3.481 3.38 ST 0.10,04/02山 2着7R 3.412 3.36 ST 0.19,04/01山 1着4R 3.606 3.52 ST 0.17,03/25山 1着9R 3.581 3.53 ST 0.04,03/24山 3着5R 3.428 3.35 ST 0.14,0.14,3.441,3.412 (山),-,-,-,-,3.445,174.95,4
2,落合　　淳,14:44,14:46,10,-,74,"2連率
20.0
3連率
30.0",04/11山 8着10R 3.482 3.40 ST 0.11,04/10山 2着5R 3.598 3.57 ST 0.08,04/09山 1着2R 3.682 3.60 ST 0.15,04/08山 8着12R 3.466 3.40 ST 0.12,04/04伊 4着7R 3.473 3.49 ST 0.05,04/03伊 6着7R 3.479 3.39 ST 0.08,04/02伊 4着2R 3.462 3.38 ST 0.10,03/24伊 4着9R 3.447 3.36 ST 0.04,03/23伊 3着12R 3.431 3.39 ST 0.05,0.11,3.444,3.417 (伊),-,-,-,-,3.458,157.3,7
3,田村　治郎,14:44,14:46,10,-,98,"2連率
22.2
3連率
55.6",04/11山 7着11R 3.437 3.36 ST 0.11,04/10山 5着12R 3.403 3.33 ST 0.12,04/09山 3着9R 3.682 3.67 ST 0.16,04/08山 2着7R 3.424 3.34 ST 0.17,04/04伊 4着5R 3.684 3.36 ST 0.21,04/03伊 3着7R 3.466 3.34 ST 0.11,04/02伊 7着9R 3.465 3.36 ST 0.10,03/16伊 3着9R 3.425 3.35 ST 0.12,03/15伊 2着9R 3.441 3.33 ST 0.11,0.13,3.428,3.391 (伊),-,-,-,-,3.445,155.1,8
4,緒方　浩一,14:44,14:46,10,-,94,"2連率
50.0
3連率
60.0",04/11山 8着12R 3.437 3.35 ST 0.06,04/10山 2着9R 3.386 3.36 ST 0.06,04/09山 2着8R 3.705 3.37 ST 0.09,04/08山 6着2R 3.442 3.34 ST 0.15,04/03山 2着6R 3.408 3.33 ST 0.33,04/02山 1着3R 3.389 3.31 ST 0.31,04/01山 5着9R 3.610 3.55 ST 0.27,03/21浜 3着4R 3.421 3.34 ST 0.07,03/20浜 1着2R 3.418 3.34 ST 0.05,0.16,3.424,3.389 (山),-,-,-,-,3.444,171.3,5
5,永島　潤太郎,14:44,14:46,10,-,99,"2連率
50.0
3連率
60.0",04/11山 8着9R 3.469 3.35 ST 0.11,04/10山 3着11R 3.383 3.31 ST 0.11,04/09山 2着5R 3.420 3.29 ST 0.15,04/08山 7着6R 3.446 3.35 ST 0.18,04/03山 1着5R 3.408 3.30 ST 0.29,04/02山 4着4R 3.387 3.30 ST 0.20,04/01山 1着1R 3.658 3.61 ST 0.24,03/25山 4着9R 3.587 3.51 ST 0.11,03/24山 2着9R 3.394 3.30 ST 0.15,0.14,3.409,3.379 (山),-,-,-,-,3.427,183.05,2
6,岩崎　亮一,14:44,14:46,10,-,90,"2連率
20.0
3連率
30.0",04/11山 7着10R 3.453 3.38 ST 0.07,04/10山 3着8R 3.433 3.40 ST 0.13,04/09山 6着5R 3.449 3.32 ST 0.11,04/08山 6着10R 3.436 3.33 ST 0.11,03/28川 2着9R 3.432 3.34 ST 0.21,03/27川 7着9R 3.455 3.37 ST 0.16,03/26川 1着4R 3.844 3.72 ST 0.24,03/21浜 7着12R 3.403 3.34 ST 0.04,03/20浜 7着12R 3.419 3.34 ST 0.03,0.11,3.42,3.392 (川),-,-,-,-,3.435,175.5,3
7,新井　恵匠,14:44,14:46,10,-,91,"2連率
30.0
3連率
30.0",04/11山 7着9R 3.466 3.36 ST 0.11,04/10山 2着7R 3.503 3.52 ST 0.11,04/09山 5着7R 3.420 3.32 ST 0.14,04/08山 4着2R 3.426 3.32 ST 0.13,04/04伊 2着9R 3.510 3.48 ST 0.14,04/03伊 7着12R 3.441 3.34 ST 0.11,04/02伊 2着3R 3.427 3.35 ST 0.20,03/21浜 5着7R 3.441 3.36 ST 0.12,03/20浜 5着9R 3.442 3.38 ST 0.06,0.14,3.431,3.373 (飯),-,-,-,-,3.449,166.45,6
8,浜野　　淳,14:44,14:46,10,-,86,"2連率
60.0
3連率
60.0",04/11山 7着12R 3.431 3.34 ST 0.11,04/10山 4着12R 3.389 3.30 ST 0.05,04/09山 2着12R 3.640 3.54 ST 0.14,04/08山 1着5R 3.407 3.32 ST 0.05,03/28川 ①着12R 3.388 3.32 ST 0.07,03/27川 1着10R 3.393 3.33 ST 0.20,03/26川 1着1R 3.792 3.70 ST 0.21,03/21浜 6着7R 3.447 3.36 ST 0.10,03/20浜 4着7R 3.432 3.35 ST 0.11,0.11,3.406,3.380 (山),-,-,-,-,3.42,184.7,1
