車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,廿樂　　歩,"投票締切
13:11",13:13,0,-,110,"2連率
20.0
3連率
30.0",04/03伊 7着6R 3.568 3.44 ST 0.07,04/02伊 8着5R 3.581 3.54 ST 0.07,03/25伊 2着5R 3.494 3.42 ST 0.08,03/24伊 8着1R 3.577 3.47 ST 0.15,03/23伊 8着3R 3.552 3.42 ST 0.08,03/17伊 4着5R 3.529 3.43 ST 0.18,03/16伊 1着3R 3.516 3.43 ST 0.14,03/15伊 7着8R 3.526 3.41 ST 0.15,03/11伊 4着7R 3.519 3.41 ST 0.15,03/10伊 3着3R 3.532 3.51 ST 0.06,04/03伊 7着6R 3.568 3.44 ST 0.07,03/25伊 2着5R 3.494 3.42 ST 0.08,03/24伊 8着1R 3.577 3.47 ST 0.15,03/23伊 8着3R 3.552 3.42 ST 0.08,03/17伊 4着5R 3.529 3.43 ST 0.18,5.8,-,20%,-,-,-,-,-,-,-,-,03/10伊 3着3R 3.532 3.51 ST 0.06,-,-,-,-,3,-,-,19,0,0,0.14,1/1 1/7,20.0%,30.0%,3.43,3.540,3.494 (伊),20.0%,3/15,15,0.0%,0/0,0,0,0,0,2,1,2,10.5%,15.8%,26.3%
2,宍戸　幸雄,"投票締切
13:11",13:13,20,-,073,"2連率
10.0
3連率
20.0",04/03伊 2着1R 3.513 3.44 ST 0.14,04/02伊 8着4R 3.561 3.50 ST 0.15,03/25伊 6着4R 3.519 3.48 ST 0.21,03/24伊 7着2R 3.535 3.46 ST 0.21,03/23伊 8着11R 3.554 3.48 ST 0.10,03/17伊 7着5R 3.529 3.45 ST 0.18,03/16伊 6着3R 3.524 3.47 ST 0.22,03/15伊 7着4R 3.552 3.47 ST 0.16,03/11伊 3着5R 3.497 3.46 ST 0.05,03/10伊 7着4R 3.534 3.46 ST 0.21,04/03伊 2着1R 3.513 3.44 ST 0.14,03/25伊 6着4R 3.519 3.48 ST 0.21,03/24伊 7着2R 3.535 3.46 ST 0.21,03/23伊 8着11R 3.554 3.48 ST 0.10,03/17伊 7着5R 3.529 3.45 ST 0.18,6,-,20%,02/25伊 7着3R 3.816 3.69 ST 0.17,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,34,0,0,0.16,0/1 1/8,10.0%,20.0%,3.46,3.533,3.497 (伊),4.7%,2/43,43,14.3%,1/7,7,0,0,38,880,842,752,14.9%,29.2%,41.9%
3,小田　雄一朗,"投票締切
13:11",13:13,20,-,086,"2連率
20.0
3連率
30.0",04/03伊 5着5R 3.514 3.42 ST 0.16,04/02伊 4着5R 3.490 3.44 ST 0.12,03/25伊 4着1R 3.484 3.36 ST 0.14,03/24伊 5着1R 3.516 3.40 ST 0.12,03/23伊 2着5R 3.460 3.37 ST 0.16,03/17伊 6着8R 3.506 3.38 ST 0.05,03/16伊 1着2R 3.458 3.35 ST 0.12,03/15伊 6着8R 3.492 3.38 ST 0.18,03/11伊 3着10R 3.448 3.38 ST 0.11,03/10伊 6着11R 3.458 3.41 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,03/25伊 4着1R 3.484 3.36 ST 0.14,03/24伊 5着1R 3.516 3.40 ST 0.12,03/23伊 2着5R 3.460 3.37 ST 0.16,03/17伊 6着8R 3.506 3.38 ST 0.05,4.4,-,20%,02/25川 7着5R 3.971 3.85 ST 0.05,02/10飯 6着3R 3.832 3.73 ST 0.15,-,-,-,6.5,-,-,-,-,-,-,-,-,-,-,36,0,0,0.14,1/1 1/7,20.0%,30.0%,3.39,3.476,3.448 (伊),25.6%,11/43,43,0.0%,0/7,7,0,0,2,239,260,293,8.5%,17.8%,28.3%
4,伊藤　弘幸,"投票締切
13:11",13:13,30,-,088,"2連率
20.0
3連率
50.0",04/03伊 4着6R 3.511 3.42 ST 0.17,04/02伊 4着4R 3.502 3.40 ST 0.31,03/25伊 3着5R 3.463 3.37 ST 0.09,03/24伊 3着1R 3.498 3.40 ST 0.12,03/23伊 3着11R 3.457 3.36 ST 0.19,03/17伊 2着9R 3.468 3.41 ST 0.13,03/16伊 8着9R 3.486 3.39 ST 0.14,03/15伊 1着6R 3.465 3.40 ST 0.32,03/11伊 5着2R 3.476 3.38 ST 0.14,03/10伊 4着8R 3.463 3.37 ST 0.15,04/03伊 4着6R 3.511 3.42 ST 0.17,03/25伊 3着5R 3.463 3.37 ST 0.09,03/24伊 3着1R 3.498 3.40 ST 0.12,03/23伊 3着11R 3.457 3.36 ST 0.19,03/17伊 2着9R 3.468 3.41 ST 0.13,3,-,20%,02/25伊 1着3R 3.678 3.60 ST 0.21,02/10飯 3着2R 3.717 3.70 ST 0.16,-,-,-,2,-,50%,-,-,-,-,-,-,-,-,34,0,0,0.16,1/1 3/5,20.0%,50.0%,3.39,3.478,3.457 (伊),11.8%,6/51,51,33.3%,3/9,9,0,0,2,500,551,617,9.6%,20.1%,32.0%
5,下平　佳輝,"投票締切
13:11",13:13,40,-,080,"2連率
10.0
3連率
40.0",04/03伊 4着8R 3.481 3.39 ST 0.16,04/02伊 7着8R 3.502 3.43 ST 0.31,03/31浜 4着10R F 3.740 3.68 ST 0.18,03/30浜 6着5R 3.463 3.39 ST 0.16,03/29浜 3着7R 3.492 3.40 ST 0.12,03/25伊 落妨2R - 3.41 ST 0.17,03/24伊 2着3R 3.473 3.37 ST 0.22,03/23伊 5着11R 3.455 3.37 ST 0.22,03/14浜 3着1R 3.470 3.39 ST 0.11,03/13浜 3着6R 3.449 3.39 ST 0.21,04/03伊 4着8R 3.481 3.39 ST 0.16,03/30浜 6着5R 3.463 3.39 ST 0.16,03/29浜 3着7R 3.492 3.40 ST 0.12,03/25伊 落妨2R - 3.41 ST 0.17,03/24伊 2着3R 3.473 3.37 ST 0.22,3.8,-,25%,03/31浜 4着10R F 3.740 3.68 ST 0.18,03/03浜 6着5R 3.751 3.68 ST 0.13,02/25川 5着7R 3.889 3.79 ST 0.20,-,-,5,-,-,-,-,-,-,-,-,-,-,40,0,0,0.16,0/1 3/5,10.0%,40.0%,3.39,3.470,3.446 (浜),17.9%,10/56,56,33.3%,2/6,6,0,0,3,345,460,491,9.5%,22.1%,35.6%
6,山浦　博幸,"投票締切
13:11",13:13,50,-,090,"2連率
10.0
3連率
30.0",04/03伊 3着4R 3.482 3.38 ST 0.15,04/02伊 6着6R 3.505 3.46 ST 0.11,03/31浜 3着10R 3.715 3.66 ST 0.19,03/30浜 6着11R 3.441 3.35 ST 0.04,03/29浜 2着7R 3.465 3.38 ST 0.18,03/22浜 6着3R 3.450 3.37 ST 0.05,03/21浜 8着3R 3.466 3.35 ST 0.07,03/20浜 8着1R 3.460 3.36 ST 0.14,03/19浜 8着1R 3.469 3.35 ST 0.10,03/18浜 8着6R 3.457 3.36 ST 0.08,04/03伊 3着4R 3.482 3.38 ST 0.15,03/30浜 6着11R 3.441 3.35 ST 0.04,03/29浜 2着7R 3.465 3.38 ST 0.18,03/22浜 6着3R 3.450 3.37 ST 0.05,03/21浜 8着3R 3.466 3.35 ST 0.07,5,-,20%,03/31浜 3着10R 3.715 3.66 ST 0.19,03/03山 7着9R 3.685 3.64 ST 0.19,03/02山 4着9R 3.714 3.61 ST 0.17,-,-,4.7,-,-,03/19浜 8着1R 3.469 3.35 ST 0.10,-,-,-,-,8,-,-,34,0,0,0.15,0/1 2/7,10.0%,30.0%,3.36,3.450,3.419 (浜),21.2%,11/52,52,33.3%,2/6,6,0,0,5,293,310,294,12.6%,25.9%,38.6%
7,新井　　淳,"投票締切
13:11",13:13,50,-,077,"2連率
0.0
3連率
10.0",04/03伊 3着1R 3.479 3.36 ST 0.13,04/02伊 6着9R 3.462 3.39 ST 0.02,03/22浜 6着7R 3.441 3.38 ST 0.04,03/21浜 7着2R 3.444 3.38 ST 0.10,03/20浜 8着12R 3.455 3.39 ST 0.07,03/19浜 6着3R 3.457 3.40 ST 0.11,03/18浜 4着8R 3.453 3.39 ST 0.10,03/08川 4着1R 3.424 3.35 ST 0.03,03/07川 4着8R 3.447 3.37 ST 0.10,03/06川 5着3R 3.424 3.33 ST 0.07,04/03伊 3着1R 3.479 3.36 ST 0.13,03/22浜 6着7R 3.441 3.38 ST 0.04,03/21浜 7着2R 3.444 3.38 ST 0.10,03/20浜 8着12R 3.455 3.39 ST 0.07,03/18浜 4着8R 3.453 3.39 ST 0.10,5.6,-,-,02/25伊 5着5R 3.686 3.64 ST 0.12,-,-,-,-,5,-,-,03/19浜 6着3R 3.457 3.40 ST 0.11,-,-,-,-,6,-,-,36,1,0,0.11,0/0 1/9,0.0%,10.0%,3.36,3.437,3.407 (伊),31.6%,18/57,57,0.0%,0/8,8,1,0,14,706,534,525,17.0%,29.9%,42.6%
8,塚越　浩之,"投票締切
13:11",13:13,50,-,097,"2連率
40.0
3連率
50.0",04/03伊 2着6R 3.467 3.36 ST 0.05,04/02伊 5着8R 3.462 3.37 ST 0.09,03/31浜 3着7R 3.760 3.73 ST 0.25,03/30浜 1着3R 3.438 3.34 ST 0.18,03/29浜 5着9R 3.460 3.38 ST 0.14,03/25伊 4着8R 3.419 3.33 ST 0.10,03/24伊 4着10R F 3.439 3.33 ST 0.11,03/23伊 1着9R 3.432 3.32 ST 0.04,03/17伊 1着10R 3.449 3.35 ST 0.02,03/16伊 6着9R 3.447 3.34 ST 0.02,04/03伊 2着6R 3.467 3.36 ST 0.05,03/29浜 5着9R 3.460 3.38 ST 0.14,03/25伊 4着8R 3.419 3.33 ST 0.10,03/24伊 4着10R F 3.439 3.33 ST 0.11,03/23伊 1着9R 3.432 3.32 ST 0.04,3.2,-,40%,03/31浜 3着7R 3.760 3.73 ST 0.25,02/25伊 4着6R 3.665 3.60 ST 0.09,02/10飯 6着4R 3.748 3.66 ST 0.20,-,-,4.3,-,-,03/30浜 1着3R 3.438 3.34 ST 0.18,-,-,-,-,1,-,100%,40,1,0,0.10,3/1 1/5,40.0%,50.0%,3.34,3.437,3.405 (伊),41.5%,22/53,53,30.0%,3/10,10,1,0,6,463,565,559,12.8%,28.4%,43.9%
