レースID,日付,場所,グレード大会名,レース名,距離,天候,気温,湿度,走路温度,走路状況,車,選手名,発走予定,ハンデ,試走T,偏差,出走表_連率,全10_1,全10_2,全10_3,全10_4,全10_5,全10_6,全10_7,全10_8,全10_9,全10_10,良5_前1,良5_前2,良5_前3,良5_前4,良5_前5,良5_平順,良5_近況,良5_2連,湿5_前1,湿5_前2,湿5_前3,湿5_前4,湿5_前5,湿5_平順,湿5_近況,湿5_2連,斑5_前1,斑5_前2,斑5_前3,斑5_前4,斑5_前5,斑5_平順,斑5_近況,斑5_2連,90出走,90優出,90優勝,90平均ST,90_1着,90_2連率,90_3連率,90平均試,90平均競,180良_2連率,180良_連対回数,180良_出走数,180湿_2連率,180湿_連対回数,180湿_出走数,365出走,365優勝,365_1着,今年_優出,今年_優勝,通算_優勝,通算_1着,通算_2着,通算_3着,通算_2連率
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,1,青木　隆浩,-,0,3.41,087,"2連率
30.0
3連率
30.0",04/11山 1着2R 3.448 3.40 ST 0.14,04/10山 8着6R 3.677 3.59 ST 0.16,04/09山 7着11R 3.726 3.68 ST 0.08,04/08山 1着10R 3.439 3.38 ST 0.16,03/31浜 1着4R 3.781 3.73 ST 0.24,03/30浜 6着6R 3.492 3.39 ST 0.20,03/29浜 6着2R 3.513 3.40 ST 0.19,03/25伊 7着6R 3.454 3.35 ST 0.11,03/24伊 6着5R 3.481 3.38 ST 0.13,03/23伊 4着5R 3.451 3.36 ST 0.12,04/11山 1着2R 3.448 3.40 ST 0.14,04/08山 1着10R 3.439 3.38 ST 0.16,03/30浜 6着6R 3.492 3.39 ST 0.20,03/29浜 6着2R 3.513 3.40 ST 0.19,03/25伊 7着6R 3.454 3.35 ST 0.11,4.2,-,40%,04/10山 8着6R 3.677 3.59 ST 0.16,04/09山 7着11R 3.726 3.68 ST 0.08,03/31浜 1着4R 3.781 3.73 ST 0.24,03/06山 3着2R 3.645 3.55 ST 0.11,03/03山 3着1R 3.510 3.51 ST 0.21,4.4,-,20%,-,-,-,-,-,-,-,-,29,0,0,0.16,3/0 0/7,30.0%,30.0%,3.38,3.467,14.6%,6/41,41,10.0%,1/10,10,0,2,124,0,3.41,2連率 30.0 3連率 30.0,04/11山 1着2R 3.448 3.40 ST 0.14,04/10山 8着6R 3.677 3.59 ST 0.16,04/09山 7着11R 3.726 3.68 ST 0.08,-
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,2,長谷　晴久,-,0,3.40,082,"2連率
20.0
3連率
40.0",04/11山 3着6R 3.481 3.39 ST 0.29,04/10山 7着3R 3.697 3.59 ST 0.19,04/09山 3着3R 3.487 3.62 ST 0.27,04/08山 5着6R 3.461 3.38 ST 0.26,04/04伊 1着4R 3.420 3.35 ST 0.17,04/03伊 4着7R 3.481 3.37 ST 0.27,04/02伊 5着12R 3.452 3.37 ST 0.18,03/26山 6着8R 3.452 3.35 ST 0.22,03/25山 4着8R 3.629 3.54 ST 0.18,03/24山 1着6R 3.415 3.33 ST 0.16,04/11山 3着6R 3.481 3.39 ST 0.29,04/08山 5着6R 3.461 3.38 ST 0.26,04/03伊 4着7R 3.481 3.37 ST 0.27,03/26山 6着8R 3.452 3.35 ST 0.22,-,4.5,-,-,04/10山 7着3R 3.697 3.59 ST 0.19,04/09山 3着3R 3.487 3.62 ST 0.27,03/25山 4着8R 3.629 3.54 ST 0.18,02/25川 1着8R 3.824 3.71 ST 0.19,02/11山 1着5R 3.503 3.57 ST 0.18,3.2,-,40%,04/04伊 1着4R 3.420 3.35 ST 0.17,03/24山 1着6R 3.415 3.33 ST 0.16,-,-,-,1,-,100%,39,0,0,0.22,2/0 2/6,20.0%,40.0%,3.36,3.442,23.3%,10/43,43,50.0%,6/12,12,0,0,488,0,3.40,2連率 20.0 3連率 40.0,04/11山 3着6R 3.481 3.39 ST 0.29,04/10山 7着3R 3.697 3.59 ST 0.19,04/09山 3着3R 3.487 3.62 ST 0.27,-
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,3,松井　大和,-,10,3.38,083,"2連率
40.0
3連率
50.0",04/11山 3着1R 3.444 3.35 ST 0.11,04/10山 2着8R 3.444 3.48 ST 0.06,04/09山 2着3R 3.473 3.66 ST 0.07,04/08山 6着8R 3.444 3.40 ST 0.10,03/31浜 4着7R 3.767 3.76 ST 0.35,03/30浜 6着2R 3.491 3.54 ST 0.20,03/29浜 6着8R 3.481 3.39 ST 0.16,03/26山 1着2R 3.435 3.35 ST 0.24,03/25山 1着5R 3.633 3.57 ST 0.26,03/24山 6着6R 3.429 3.34 ST 0.11,04/11山 3着1R 3.444 3.35 ST 0.11,04/08山 6着8R 3.444 3.40 ST 0.10,03/29浜 6着8R 3.481 3.39 ST 0.16,03/26山 1着2R 3.435 3.35 ST 0.24,-,4,-,25%,04/09山 2着3R 3.473 3.66 ST 0.07,03/31浜 4着7R 3.767 3.76 ST 0.35,03/30浜 6着2R 3.491 3.54 ST 0.20,03/25山 1着5R 3.633 3.57 ST 0.26,03/18山 1着8R 3.643 3.58 ST 0.17,2.8,-,60%,04/10山 2着8R 3.444 3.48 ST 0.06,03/24山 6着6R 3.429 3.34 ST 0.11,-,-,-,4,-,50%,40,1,0,0.16,2/2 1/5,40.0%,50.0%,3.34,3.423,37.9%,22/58,58,58.3%,7/12,12,1,3,299,10,3.38,2連率 40.0 3連率 50.0,04/11山 3着1R 3.444 3.35 ST 0.11,04/10山 2着8R 3.444 3.48 ST 0.06,04/09山 2着3R 3.473 3.66 ST 0.07,-
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,4,栗原　俊介,-,10,3.36,100,"2連率
40.0
3連率
60.0",04/11山 7着8R 3.486 3.38 ST 0.07,04/10山 5着8R 3.460 3.49 ST 0.12,04/09山 4着8R 3.727 3.37 ST 0.06,04/08山 3着11R 3.437 3.35 ST 0.11,04/04伊 1着10R 3.423 3.49 ST 0.05,04/03伊 5着12R 3.452 3.35 ST 0.10,04/02伊 1着11R 3.419 3.32 ST 0.12,03/25伊 ②着12R 3.674 3.56 ST 0.16,03/24伊 2着9R 3.435 3.34 ST 0.14,03/23伊 3着10R 3.438 3.34 ST 0.04,04/11山 7着8R 3.486 3.38 ST 0.07,04/08山 3着11R 3.437 3.35 ST 0.11,04/03伊 5着12R 3.452 3.35 ST 0.10,03/24伊 2着9R 3.435 3.34 ST 0.14,03/23伊 3着10R 3.438 3.34 ST 0.04,4,-,20%,04/09山 4着8R 3.727 3.37 ST 0.06,03/25伊 ②着12R 3.674 3.56 ST 0.16,02/25伊 6着7R 3.681 3.58 ST 0.09,-,-,4,-,33.3%,04/10山 5着8R 3.460 3.49 ST 0.12,04/04伊 1着10R 3.423 3.49 ST 0.05,-,-,-,3,-,50%,32,2,0,0.13,2/2 2/4,40.0%,60.0%,3.35,3.450,25.6%,11/43,43,27.3%,3/11,11,2,7,203,10,3.36,2連率 40.0 3連率 60.0,04/11山 7着8R 3.486 3.38 ST 0.07,04/10山 5着8R 3.460 3.49 ST 0.12,04/09山 4着8R 3.727 3.37 ST 0.06,-
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,5,久門　　徹,-,10,3.36,071,"2連率
40.0
3連率
50.0",04/11山 1着6R 3.463 3.38 ST 0.18,04/10山 8着7R 3.614 3.56 ST 0.11,04/09山 5着5R 3.457 3.39 ST 0.13,04/08山 2着10R 3.437 3.37 ST 0.13,03/31飯 7着8R 3.650 3.57 ST 0.15,03/31飯 4着2R 3.666 3.60 ST 0.13,03/30飯 3着8R 3.733 3.67 ST 0.10,03/29飯 2着7R 3.415 3.36 ST 0.05,03/28飯 2着3R 3.428 3.32 ST 0.10,03/27飯 5着6R 3.437 3.41 ST 0.05,04/11山 1着6R 3.463 3.38 ST 0.18,04/08山 2着10R 3.437 3.37 ST 0.13,03/29飯 2着7R 3.415 3.36 ST 0.05,03/28飯 2着3R 3.428 3.32 ST 0.10,03/27飯 5着6R 3.437 3.41 ST 0.05,2.4,-,80%,04/10山 8着7R 3.614 3.56 ST 0.11,03/31飯 4着2R 3.666 3.60 ST 0.13,03/30飯 3着8R 3.733 3.67 ST 0.10,03/03飯 4着3R 3.700 3.64 ST 0.21,03/02飯 4着5R 3.716 3.68 ST 0.16,4.6,-,-,04/09山 5着5R 3.457 3.39 ST 0.13,03/31飯 7着8R 3.650 3.57 ST 0.15,-,-,-,6,-,-,51,0,0,0.11,1/3 1/5,40.0%,50.0%,3.37,3.441,24.4%,19/78,78,33.3%,6/18,18,0,40,653,10,3.36,2連率 40.0 3連率 50.0,04/11山 1着6R 3.463 3.38 ST 0.18,04/10山 8着7R 3.614 3.56 ST 0.11,04/09山 5着5R 3.457 3.39 ST 0.13,-
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,6,阿部　剛士,-,20,3.36,102,"2連率
30.0
3連率
30.0",04/11山 7着2R 3.462 3.35 ST 0.12,04/10山 6着7R 3.538 3.52 ST 0.11,04/09山 7着7R 3.426 3.30 ST 0.09,04/08山 5着10R 3.433 3.33 ST 0.16,04/03山 4着8R 3.410 3.35 ST 0.18,04/02山 2着5R 3.415 3.32 ST 0.03,04/01山 2着8R 3.610 3.56 ST 0.10,03/28川 4着10R 3.442 3.34 ST 0.09,03/27川 5着10R 3.428 3.32 ST 0.18,03/26川 2着9R 3.710 3.68 ST 0.12,04/11山 7着2R 3.462 3.35 ST 0.12,04/08山 5着10R 3.433 3.33 ST 0.16,04/02山 2着5R 3.415 3.32 ST 0.03,03/28川 4着10R 3.442 3.34 ST 0.09,03/27川 5着10R 3.428 3.32 ST 0.18,4.6,-,20%,04/10山 6着7R 3.538 3.52 ST 0.11,04/01山 2着8R 3.610 3.56 ST 0.10,03/26川 2着9R 3.710 3.68 ST 0.12,02/10山 6着11R 3.662 3.58 ST 0.18,02/07山 4着10R 3.670 3.64 ST 0.16,4,-,40%,04/09山 7着7R 3.426 3.30 ST 0.09,04/03山 4着8R 3.410 3.35 ST 0.18,-,-,-,5.5,-,-,38,0,0,0.11,0/3 0/7,30.0%,30.0%,3.33,3.432,16.3%,8/49,49,25.0%,2/8,8,0,7,422,20,3.36,2連率 30.0 3連率 30.0,04/11山 7着2R 3.462 3.35 ST 0.12,04/10山 6着7R 3.538 3.52 ST 0.11,04/09山 7着7R 3.426 3.30 ST 0.09,-
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,7,山本　将之,-,20,3.34,091,"2連率
20.0
3連率
30.0",04/11山 4着5R 3.449 3.36 ST 0.15,04/10山 4着6R F 3.603 3.52 ST 0.21,04/09山 6着10R 3.682 3.63 ST 0.12,04/08山 2着5R 3.420 3.32 ST 0.15,04/03山 1着3R 3.401 3.28 ST 0.23,04/02山 5着4R 3.393 3.30 ST 0.13,04/01山 3着3R 3.642 3.56 ST 0.29,03/22浜 4着1R 3.441 3.32 ST 0.08,03/21浜 4着6R 3.463 3.36 ST 0.14,03/20浜 6着11R 3.426 3.33 ST 0.03,04/11山 4着5R 3.449 3.36 ST 0.15,04/08山 2着5R 3.420 3.32 ST 0.15,04/03山 1着3R 3.401 3.28 ST 0.23,04/02山 5着4R 3.393 3.30 ST 0.13,03/22浜 4着1R 3.441 3.32 ST 0.08,3.2,-,40%,04/10山 4着6R F 3.603 3.52 ST 0.21,04/09山 6着10R 3.682 3.63 ST 0.12,04/01山 3着3R 3.642 3.56 ST 0.29,02/10山 5着11R 3.659 3.59 ST 0.08,02/07山 4着1R 3.654 3.58 ST 0.25,4.4,-,-,-,-,-,-,-,-,-,-,40,0,0,0.14,1/1 1/7,20.0%,30.0%,3.33,3.421,33.3%,19/57,57,10.0%,1/10,10,0,3,173,20,3.34,2連率 20.0 3連率 30.0,04/11山 4着5R 3.449 3.36 ST 0.15,04/10山 4着6R F 3.603 3.52 ST 0.21,04/09山 6着10R 3.682 3.63 ST 0.12,-
20260412_sanyou_07,2026-04-12,sanyou,Unknown,Unknown,3100m,曇,21.0℃,57.0%,38.0℃,良走路,8,松尾　啓史,-,20,3.34,107,"2連率
30.0
3連率
60.0",04/11山 1着8R 3.439 3.33 ST 0.13,04/10山 3着7R 3.503 3.47 ST 0.12,04/09山 3着4R 3.452 3.39 ST 0.13,04/08山 7着9R 3.442 3.31 ST 0.11,03/28川 1着6R 3.432 3.31 ST 0.12,03/27川 1着6R 3.424 3.33 ST 0.11,03/26川 4着6R 3.844 3.73 ST 0.15,03/22浜 4着9R 3.410 3.32 ST 0.13,03/21浜 8着10R 3.471 3.35 ST 0.14,03/20浜 3着8R 3.416 3.31 ST 0.05,04/11山 1着8R 3.439 3.33 ST 0.13,04/08山 7着9R 3.442 3.31 ST 0.11,03/28川 1着6R 3.432 3.31 ST 0.12,03/27川 1着6R 3.424 3.33 ST 0.11,03/22浜 4着9R 3.410 3.32 ST 0.13,2.8,-,60%,04/10山 3着7R 3.503 3.47 ST 0.12,03/26川 4着6R 3.844 3.73 ST 0.15,02/10山 3着11R 3.630 3.57 ST 0.06,02/07山 3着10R 3.663 3.58 ST 0.16,01/21飯 6着2R 3.673 3.61 ST 0.17,3.8,-,-,04/09山 3着4R 3.452 3.39 ST 0.13,-,-,-,-,3,-,-,28,0,0,0.12,3/0 3/4,30.0%,60.0%,3.32,3.427,24.0%,12/50,50,14.3%,1/7,7,0,39,615,20,3.34,2連率 30.0 3連率 60.0,04/11山 1着8R 3.439 3.33 ST 0.13,04/10山 3着7R 3.503 3.47 ST 0.12,04/09山 3着4R 3.452 3.39 ST 0.13,-
