車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前9走,前10走,90平均ST,90良10平競,90良10平試,180良2連,180湿2連,通算優勝,通算2連,前日予想タイム,総合スコア,前日予想着順
1,松生　信二,14:08,14:10,0,-,106,"2連率
30.0
3連率
60.0",04/11山 6着7R 3.500 3.41 ST 0.11,04/10山 2着3R 3.668 3.58 ST 0.12,04/09山 7着5R 3.490 3.38 ST 0.09,04/08山 3着1R 3.448 3.36 ST 0.10,03/31浜 2着1R 3.822 3.75 ST 0.14,03/30浜 3着4R 3.486 3.38 ST 0.14,03/29浜 6着3R 3.486 3.40 ST 0.10,03/24伊 4着1R 3.487 3.36 ST 0.09,03/23伊 3着1R 3.452 3.32 ST 0.14,0.15,3.466,3.424 (山),-,-,-,-,3.472,143.2,6
2,池浦　一博,14:08,14:10,0,-,78,"2連率
10.0
3連率
40.0",04/11山 3着4R 3.487 3.39 ST 0.17,04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,04/08山 8着5R 3.471 3.38 ST 0.18,04/03山 3着2R 3.451 3.37 ST 0.03,04/02山 4着8R 3.444 3.37 ST 0.14,04/01山 3着9R 3.624 3.61 ST 0.15,03/25山 2着3R 3.633 3.61 ST 0.11,03/24山 6着8R 3.490 3.39 ST 0.06,0.16,3.458,3.426 (山),-,-,-,-,3.463,151.6,4
3,牧野　竜人,14:08,14:10,10,-,108,"2連率
20.0
3連率
20.0",04/11山 6着8R 3.482 3.37 ST 0.11,04/10山 7着1R 3.711 3.65 ST 0.16,04/09山 6着3R 3.531 3.67 ST 0.11,04/08山 8着10R 3.469 3.38 ST 0.18,04/04伊 2着3R 3.428 3.32 ST 0.07,04/03伊 7着7R 3.486 3.38 ST 0.16,04/02伊 7着11R 3.473 3.35 ST 0.15,03/30浜 4着10R 3.436 3.34 ST 0.13,03/29浜 2着1R 3.431 3.34 ST 0.15,0.17,3.448,3.419 (浜),-,-,-,-,3.468,132.1,7
4,岡松　　忠,14:08,14:10,10,-,59,"2連率
20.0
3連率
30.0",04/11山 5着3R 3.469 3.38 ST 0.17,04/10山 4着1R 3.688 3.66 ST 0.23,04/09山 6着7R 3.434 3.35 ST 0.12,04/08山 4着5R 3.447 3.37 ST 0.18,04/03山 2着5R 3.431 3.37 ST 0.08,04/02山 3着3R 3.431 3.37 ST 0.18,04/01山 6着7R 3.891 3.70 ST 0.14,03/25山 6着8R 3.656 3.60 ST 0.19,03/24山 1着4R 3.423 3.37 ST 0.02,0.15,3.439,3.412 (山),-,-,-,-,3.454,150.55,5
5,人見　剛志,14:08,14:10,10,-,98,"2連率
20.0
3連率
30.0",04/11山 1着4R 3.431 3.35 ST 0.06,04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,04/08山 2着11R 3.428 3.34 ST 0.16,03/29飯 3着2R 3.424 3.32 ST 0.16,03/28飯 5着5R 3.415 3.34 ST 0.14,03/27飯 4着3R 3.428 3.31 ST 0.11,03/21浜 7着7R 3.447 3.34 ST 0.19,03/20浜 5着1R 3.441 3.36 ST 0.21,0.18,3.428,3.385 (山),-,-,-,-,3.448,181.6,3
6,石本　圭耶,14:08,14:10,20,-,72,"2連率
50.0
3連率
60.0",04/11山 6着6R 3.471 3.40 ST 0.07,04/10山 1着1R 3.644 3.61 ST 0.07,04/09山 4着4R 3.452 3.43 ST 0.08,04/08山 8着3R 3.449 再3.38 ST 0.16,03/31飯 ⑦着9R 3.577 3.49 ST 0.02,03/30飯 1着8R 3.695 3.64 ST 0.08,03/29飯 1着6R 3.392 3.33 ST 0.05,03/27飯 3着7R 3.405 3.33 ST 0.12,03/22浜 1着6R 3.390 3.36 ST 0.03,0.11,3.412,3.386 (飯),-,-,-,-,3.436,183.9,2
7,丸山　智史,14:08,14:10,20,-,87,"2連率
10.0
3連率
30.0",04/11山 8着3R 3.468 3.36 ST 0.11,04/10山 6着3R 3.673 3.58 ST 0.11,04/09山 7着6R 3.442 3.35 ST 0.14,04/08山 5着11R 3.436 3.35 ST 0.10,04/03山 3着7R 3.399 3.36 ST 0.21,04/02山 3着5R 3.427 3.34 ST 0.25,04/01山 2着6R 3.636 3.55 ST 0.30,03/21浜 6着8R 3.460 3.37 ST 0.09,03/20浜 5着3R 3.453 3.37 ST 0.11,0.15,3.447,3.420 (川),-,-,-,-,3.476,124.15,8
8,黒川　京介,14:08,14:10,20,-,84,"2連率
90.0
3連率
90.0",04/11山 1着7R 3.420 3.32 ST 0.17,04/10山 2着12R F 3.376 3.28 ST 0.15,04/09山 1着11R 3.606 3.55 ST 0.10,04/08山 1着12R 3.385 3.31 ST 0.05,03/28川 1着8R 3.395 3.30 ST 0.17,03/27川 1着8R 3.385 3.28 ST 0.11,03/26川 4着12R 3.605 3.51 ST 0.17,03/21浜 1着12R 3.335 3.28 ST 0.10,03/20浜 1着12R 3.365 3.30 ST 0.07,0.09,3.374,3.335 (浜),-,-,-,-,3.397,248.3,1
