車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,良5前1,良5前2,良5前3,良5前4,良5前5,湿5前1,湿5前2,湿5前3,湿5前4,湿5前5,斑5前1,斑5前2,斑5前3,斑5前4,斑5前5,90平均ST,90良10平競,前日予想タイム,総合スコア,前日予想着順
1,稲原　良太郎,"投票締切
12:01",12:03,0,3.41,92,"2連率
10.0
3連率
10.0",04/10山 7着2R 3.755 3.61 ST 0.20,04/09山 5着3R 3.532 3.70 ST 0.19,04/08山 5着4R 3.465 3.36 ST 0.22,04/03山 5着1R 3.468 3.39 ST 0.08,04/02山 4着2R 3.474 3.35 ST 0.10,04/01山 6着5R 3.785 3.70 ST 0.16,03/26山 4着7R 3.442 3.34 ST 0.11,03/25山 5着8R 3.668 3.58 ST 0.09,03/25山 6着1R 3.723 3.66 ST 0.11,03/24山 2着4R 3.441 3.35 ST 0.11,04/08山 5着4R 3.465 3.36 ST 0.22,04/03山 5着1R 3.468 3.39 ST 0.08,04/02山 4着2R 3.474 3.35 ST 0.10,03/26山 4着7R 3.442 3.34 ST 0.11,03/24山 2着4R 3.441 3.35 ST 0.11,04/10山 7着2R 3.755 3.61 ST 0.20,04/09山 5着3R 3.532 3.70 ST 0.19,04/01山 6着5R 3.785 3.70 ST 0.16,03/25山 5着8R 3.668 3.58 ST 0.09,03/25山 6着1R 3.723 3.66 ST 0.11,-,-,-,-,-,0.17,3.452,3.459,141.4,6
2,池浦　一博,"投票締切
12:01",12:03,0,3.39,74,"2連率
20.0
3連率
40.0",04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,04/08山 8着5R 3.471 3.38 ST 0.18,04/03山 3着2R 3.451 3.37 ST 0.03,04/02山 4着8R 3.444 3.37 ST 0.14,04/01山 3着9R 3.624 3.61 ST 0.15,03/26山 5着4R 3.470 3.38 ST 0.12,03/25山 2着3R 3.633 3.61 ST 0.11,03/24山 6着8R 3.490 3.39 ST 0.06,03/23山 2着9R 3.426 3.38 ST 0.19,04/08山 8着5R 3.471 3.38 ST 0.18,04/03山 3着2R 3.451 3.37 ST 0.03,04/02山 4着8R 3.444 3.37 ST 0.14,03/26山 5着4R 3.470 3.38 ST 0.12,03/24山 6着8R 3.490 3.39 ST 0.06,04/10山 6着4R 3.681 3.65 ST 0.18,04/09山 6着1R 3.732 3.64 ST 0.19,04/01山 3着9R 3.624 3.61 ST 0.15,03/25山 2着3R 3.633 3.61 ST 0.11,03/18山 4着5R 3.756 3.75 ST 0.07,-,-,-,-,-,0.16,3.454,3.459,141.3,7
3,山浦　博幸,"投票締切
12:01",12:03,10,3.39,87,"2連率
10.0
3連率
30.0",04/10山 4着2R 3.675 3.61 ST 0.12,04/09山 4着1R 3.688 3.63 ST 0.07,04/08山 5着9R 3.444 3.37 ST 0.14,04/04伊 4着6R 3.473 3.63 ST 0.15,04/03伊 3着4R 3.482 3.38 ST 0.15,04/02伊 6着6R 3.505 3.46 ST 0.11,03/31浜 3着10R 3.715 3.66 ST 0.19,03/30浜 6着11R 3.441 3.35 ST 0.04,03/29浜 2着7R 3.465 3.38 ST 0.18,03/22浜 6着3R 3.450 3.37 ST 0.05,04/08山 5着9R 3.444 3.37 ST 0.14,04/03伊 3着4R 3.482 3.38 ST 0.15,03/30浜 6着11R 3.441 3.35 ST 0.04,03/29浜 2着7R 3.465 3.38 ST 0.18,03/22浜 6着3R 3.450 3.37 ST 0.05,04/10山 4着2R 3.675 3.61 ST 0.12,04/09山 4着1R 3.688 3.63 ST 0.07,03/31浜 3着10R 3.715 3.66 ST 0.19,03/03山 7着9R 3.685 3.64 ST 0.19,03/02山 4着9R 3.714 3.61 ST 0.17,04/04伊 4着6R 3.473 3.63 ST 0.15,-,-,-,-,0.15,3.447,3.463,149.15,4
4,渋沢　憲司,"投票締切
12:01",12:03,10,3.38,110,"2連率
0.0
3連率
22.2",04/10山 7着4R 3.691 3.66 ST 0.17,04/09山 7着4R 3.492 3.46 ST 0.15,04/08山 8着4R 3.521 3.39 ST 0.18,03/17伊 他落11R - 3.33 ST 0.16,03/16伊 4着11R 3.436 3.34 ST 0.09,03/15伊 3着9R 3.444 3.32 ST 0.13,03/11伊 4着2R 3.447 3.32 ST 0.16,03/10伊 5着8R 3.444 3.37 ST 0.18,03/09伊 3着9R 3.441 3.34 ST 0.04,02/26川 5着10R 3.424 3.32 ST 0.17,04/08山 8着4R 3.521 3.39 ST 0.18,03/17伊 他落11R - 3.33 ST 0.16,03/16伊 4着11R 3.436 3.34 ST 0.09,03/15伊 3着9R 3.444 3.32 ST 0.13,03/11伊 4着2R 3.447 3.32 ST 0.16,04/10山 7着4R 3.691 3.66 ST 0.17,02/25川 6着11R 3.857 3.77 ST 0.13,02/11川 7着4R 3.751 3.68 ST 0.17,-,-,04/09山 7着4R 3.492 3.46 ST 0.15,-,-,-,-,0.14,3.44,3.456,143.5,5
5,人見　剛志,"投票締切
12:01",12:03,10,3.35,92,"2連率
10.0
3連率
20.0",04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,04/08山 2着11R 3.428 3.34 ST 0.16,03/29飯 3着2R 3.424 3.32 ST 0.16,03/28飯 5着5R 3.415 3.34 ST 0.14,03/27飯 4着3R 3.428 3.31 ST 0.11,03/22浜 5着7R 3.431 3.33 ST 0.20,03/21浜 7着7R 3.447 3.34 ST 0.19,03/20浜 5着1R 3.441 3.36 ST 0.21,03/19浜 6着2R 3.457 3.38 ST 0.13,04/08山 2着11R 3.428 3.34 ST 0.16,03/29飯 3着2R 3.424 3.32 ST 0.16,03/28飯 5着5R 3.415 3.34 ST 0.14,03/27飯 4着3R 3.428 3.31 ST 0.11,03/22浜 5着7R 3.431 3.33 ST 0.20,04/10山 7着6R 3.653 3.59 ST 0.16,04/09山 8着11R 3.733 3.67 ST 0.21,03/06山 6着8R 3.732 3.57 ST 0.29,03/03山 5着10R 3.655 3.58 ST 0.25,03/02山 6着10R 3.717 3.68 ST 0.16,03/19浜 6着2R 3.457 3.38 ST 0.13,-,-,-,-,0.19,3.422,3.443,157.4,2
6,西村　龍太郎,"投票締切
12:01",12:03,20,3.36,100,"2連率
10.0
3連率
20.0",04/10山 7着8R 3.474 3.43 ST 0.10,04/09山 6着6R 3.436 3.32 ST 0.09,04/08山 6着7R 3.439 3.35 ST 0.15,03/31飯 2着2R 3.643 3.54 ST 0.09,03/30飯 4着5R 3.775 3.69 ST 0.13,03/29飯 6着7R 3.431 3.33 ST 0.13,03/28飯 3着4R 3.399 3.31 ST 0.01,03/27飯 5着5R 3.437 3.31 ST 0.15,03/15飯 6着9R 3.423 3.31 ST 0.13,03/14飯 6着9R 3.426 3.31 ST 0.06,04/08山 6着7R 3.439 3.35 ST 0.15,03/29飯 6着7R 3.431 3.33 ST 0.13,03/28飯 3着4R 3.399 3.31 ST 0.01,03/27飯 5着5R 3.437 3.31 ST 0.15,03/15飯 6着9R 3.423 3.31 ST 0.13,03/31飯 2着2R 3.643 3.54 ST 0.09,03/30飯 4着5R 3.775 3.69 ST 0.13,03/06山 2着7R 3.583 3.50 ST 0.15,03/03山 6着11R 3.583 3.52 ST 0.07,03/02山 3着12R 3.667 3.58 ST 0.21,04/10山 7着8R 3.474 3.43 ST 0.10,04/09山 6着6R 3.436 3.32 ST 0.09,-,-,-,0.14,3.42,3.448,152.0,3
7,藤川　　竜,"投票締切
12:01",12:03,20,3.39,100,"2連率
20.0
3連率
40.0",04/10山 7着7R 3.561 3.56 ST 0.07,04/09山 2着2R 3.683 3.62 ST 0.09,04/08山 8着1R 3.532 3.37 ST 0.11,03/31飯 2着4R 3.592 3.52 ST 0.06,03/30飯 3着4R 3.775 3.67 ST 0.02,03/29飯 3着1R 3.418 3.33 ST 0.07,03/28飯 5着3R F 3.437 3.33 ST 0.15,03/27飯 7着5R 3.441 3.33 ST 0.06,03/22浜 6着1R 3.450 3.36 ST 0.06,03/21浜 7着8R 3.466 3.36 ST 0.16,04/08山 8着1R 3.532 3.37 ST 0.11,03/29飯 3着1R 3.418 3.33 ST 0.07,03/28飯 5着3R F 3.437 3.33 ST 0.15,03/27飯 7着5R 3.441 3.33 ST 0.06,03/22浜 6着1R 3.450 3.36 ST 0.06,04/10山 7着7R 3.561 3.56 ST 0.07,04/09山 2着2R 3.683 3.62 ST 0.09,03/30飯 3着4R 3.775 3.67 ST 0.02,03/09飯 7着5R 3.978 3.44 ST 0.15,03/02飯 6着3R 3.818 3.68 ST 0.16,03/31飯 2着4R 3.592 3.52 ST 0.06,-,-,-,-,0.12,3.45,3.476,139.0,8
8,佐藤　摩弥,"投票締切
12:01",12:03,20,3.35,72,"2連率
20.0
3連率
30.0",04/10山 7着5R 3.647 3.57 ST 0.15,04/09山 8着12R 3.695 3.60 ST 0.17,04/08山 3着2R 3.423 3.34 ST 0.12,03/31飯 6着7R 3.611 3.53 ST 0.18,03/30飯 5着7R 3.736 3.67 ST 0.18,03/30飯 1着1R 3.733 3.63 ST 0.13,03/29飯 4着6R 3.415 3.34 ST 0.23,03/28飯 4着7R 3.399 3.30 ST 0.18,03/27飯 1着6R 3.399 3.32 ST 0.10,03/22浜 5着11R 3.394 3.33 ST 0.05,04/08山 3着2R 3.423 3.34 ST 0.12,03/29飯 4着6R 3.415 3.34 ST 0.23,03/28飯 4着7R 3.399 3.30 ST 0.18,03/27飯 1着6R 3.399 3.32 ST 0.10,03/22浜 5着11R 3.394 3.33 ST 0.05,04/10山 7着5R 3.647 3.57 ST 0.15,04/09山 8着12R 3.695 3.60 ST 0.17,03/30飯 5着7R 3.736 3.67 ST 0.18,03/30飯 1着1R 3.733 3.63 ST 0.13,02/10山 8着9R 3.685 3.61 ST 0.15,03/31飯 6着7R 3.611 3.53 ST 0.18,-,-,-,-,0.13,3.412,3.438,162.4,1
