場所,車,日付,グレード,レース名,距離,天候,気温,湿度,走路温度,走路状況,投票締切,発走予定,選手名,ハンデ,試走T,偏差,連率,近10_1,近10_2,近10_3,近10_4,近10_5,近10_6,近10_7,近10_8,近10_9,近10_10,良5走_前1,良5走_前2,良5走_前3,良5走_前4,良5走_前5,良5走_平近順,良5走_近況,良5走_2連対率,湿5走_前1,湿5走_前2,湿5走_前3,湿5走_前4,湿5走_前5,湿5走_平近順,湿5走_近況,湿5走_2連対率,斑5走_前1,斑5走_前2,斑5走_前3,斑5走_前4,斑5走_前5,斑5走_平近順,斑5走_近況,斑5走_2連対率,90出走,90優出,90優勝,90平均ST,90(近10)_各着順,90(近10)_2連対率,90(近10)_3連対率,90(良10)平均試,90(良10)平均競,90(良10)最高競T(場),180良_2連対率,180良_連対回数,180良_出走数,180湿_2連対率,180湿_連対回数,180湿_出走数,今年_優出,今年_優勝,通算_優勝,通算_1着,通算_2着,通算_3着,通算_単勝率,通算_2連対率,通算_3連対率
isesaki,1,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,別府　末彦 Ｖキャプター 山陽 9期 74歳 1級 B-84,0,3.47,097,2連率 0.0 3連率 10.0,0,3.47,097,2連率 0.0 3連率 10.0,04/03山 4着6R 3.555 3.47 ST 0.22,04/02山 5着2R 3.503 3.41 ST 0.26,04/01山 5着7R 3.723 3.62 ST 0.15,04/01山 5着7R 3.723 3.62 ST 0.15,-,-,0,3.47,097,2連率 0.0 3連率 10.0,04/03山 4着6R 3.555 3.47 ST 0.22,04/02山 5着2R 3.503 3.41 ST 0.26,04/01山 5着7R 3.723 3.62 ST 0.15,04/01山 5着7R 3.723 3.62 ST 0.15,0,3.47,097,2連率 0.0 3連率 10.0,04/03山 4着6R 3.555 3.47 ST 0.22,04/02山 5着2R 3.503 3.41 ST 0.26,04/01山 5着7R 3.723 3.62 ST 0.15,04/01山 5着7R 3.723 3.62 ST 0.15,0,3.47,097,2連率 0.0 3連率 10.0,04/03山 4着6R 3.555 3.47 ST 0.22,04/02山 5着2R 3.503 3.41 ST 0.26,04/01山 5着7R 3.723 3.62 ST 0.15,04/01山 5着7R 3.723 3.62 ST 0.15,0,3.47,097,2連率 0.0 3連率 10.0,04/03山 4着6R 3.555 3.47 ST 0.22,04/02山 5着2R 3.503 3.41 ST 0.26,04/01山 5着7R 3.723 3.62 ST 0.15,04/01山 5着7R 3.723 3.62 ST 0.15,-,-,0,3.47,097,2連率 0.0 3連率 10.0,04/03山 4着6R 3.555 3.47 ST 0.22,04/02山 5着2R 3.503 3.41 ST 0.26,0,3.47,097,2連率 0.0 3連率 10.0,04/03山 4着6R 3.555 3.47 ST 0.22,04/02山 5着2R 3.503 3.41 ST 0.26,04/01山 5着7R 3.723 3.62 ST 0.15,04/01山 5着7R 3.723 3.62 ST 0.15,-
isesaki,2,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,小田　雄一朗 ステイフリー２ 伊勢崎 26期 47歳 1級 B-86,0,3.41,086,2連率 20.0 3連率 30.0,0,3.41,086,2連率 20.0 3連率 30.0,04/04伊 8着6R 3.689 3.72 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,04/02伊 4着5R 3.490 3.44 ST 0.12,02/25川 7着5R 3.971 3.85 ST 0.05,-,-,0,3.41,086,2連率 20.0 3連率 30.0,04/04伊 8着6R 3.689 3.72 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,04/02伊 4着5R 3.490 3.44 ST 0.12,02/25川 7着5R 3.971 3.85 ST 0.05,0,3.41,086,2連率 20.0 3連率 30.0,04/04伊 8着6R 3.689 3.72 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,04/02伊 4着5R 3.490 3.44 ST 0.12,02/25川 7着5R 3.971 3.85 ST 0.05,0,3.41,086,2連率 20.0 3連率 30.0,04/04伊 8着6R 3.689 3.72 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,04/02伊 4着5R 3.490 3.44 ST 0.12,02/25川 7着5R 3.971 3.85 ST 0.05,0,3.41,086,2連率 20.0 3連率 30.0,04/04伊 8着6R 3.689 3.72 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,04/02伊 4着5R 3.490 3.44 ST 0.12,02/25川 7着5R 3.971 3.85 ST 0.05,-,-,0,3.41,086,2連率 20.0 3連率 30.0,04/04伊 8着6R 3.689 3.72 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,0,3.41,086,2連率 20.0 3連率 30.0,04/04伊 8着6R 3.689 3.72 ST 0.13,04/03伊 5着5R 3.514 3.42 ST 0.16,04/02伊 4着5R 3.490 3.44 ST 0.12,02/25川 7着5R 3.971 3.85 ST 0.05,-
isesaki,3,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,清岡　優一 ウナギノボリ 伊勢崎 29期 46歳 1級 B-14,10,3.42,105,2連率 20.0 3連率 30.0,10,3.42,105,2連率 20.0 3連率 30.0,04/04伊 2着1R 3.450 3.35 ST 0.12,04/03伊 6着4R 3.559 再3.43 ST 0.17,04/02伊 5着7R 3.508 3.42 ST 0.18,02/25川 3着4R 3.860 3.78 ST 0.20,-,-,10,3.42,105,2連率 20.0 3連率 30.0,04/04伊 2着1R 3.450 3.35 ST 0.12,04/03伊 6着4R 3.559 再3.43 ST 0.17,04/02伊 5着7R 3.508 3.42 ST 0.18,02/25川 3着4R 3.860 3.78 ST 0.20,10,3.42,105,2連率 20.0 3連率 30.0,04/04伊 2着1R 3.450 3.35 ST 0.12,04/03伊 6着4R 3.559 再3.43 ST 0.17,04/02伊 5着7R 3.508 3.42 ST 0.18,02/25川 3着4R 3.860 3.78 ST 0.20,10,3.42,105,2連率 20.0 3連率 30.0,04/04伊 2着1R 3.450 3.35 ST 0.12,04/03伊 6着4R 3.559 再3.43 ST 0.17,04/02伊 5着7R 3.508 3.42 ST 0.18,02/25川 3着4R 3.860 3.78 ST 0.20,10,3.42,105,2連率 20.0 3連率 30.0,04/04伊 2着1R 3.450 3.35 ST 0.12,04/03伊 6着4R 3.559 再3.43 ST 0.17,04/02伊 5着7R 3.508 3.42 ST 0.18,02/25川 3着4R 3.860 3.78 ST 0.20,-,-,10,3.42,105,2連率 20.0 3連率 30.0,04/04伊 2着1R 3.450 3.35 ST 0.12,04/03伊 6着4R 3.559 再3.43 ST 0.17,10,3.42,105,2連率 20.0 3連率 30.0,04/04伊 2着1R 3.450 3.35 ST 0.12,04/03伊 6着4R 3.559 再3.43 ST 0.17,04/02伊 5着7R 3.508 3.42 ST 0.18,02/25川 3着4R 3.860 3.78 ST 0.20,-
isesaki,4,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,木部　匡作 バニーズ０４ 伊勢崎 30期 50歳 1級 A-220,10,再3.44,090,2連率 40.0 3連率 50.0,10,再3.44,090,2連率 40.0 3連率 50.0,04/04伊 7着4R 3.502 3.36 ST 0.10,04/03伊 2着8R 3.482 3.39 ST 0.15,04/02伊 6着8R 3.503 3.42 ST 0.14,02/25伊 3着6R 3.678 3.59 ST 0.20,-,-,10,再3.44,090,2連率 40.0 3連率 50.0,04/04伊 7着4R 3.502 3.36 ST 0.10,04/03伊 2着8R 3.482 3.39 ST 0.15,04/02伊 6着8R 3.503 3.42 ST 0.14,02/25伊 3着6R 3.678 3.59 ST 0.20,10,再3.44,090,2連率 40.0 3連率 50.0,04/04伊 7着4R 3.502 3.36 ST 0.10,04/03伊 2着8R 3.482 3.39 ST 0.15,04/02伊 6着8R 3.503 3.42 ST 0.14,02/25伊 3着6R 3.678 3.59 ST 0.20,10,再3.44,090,2連率 40.0 3連率 50.0,04/04伊 7着4R 3.502 3.36 ST 0.10,04/03伊 2着8R 3.482 3.39 ST 0.15,04/02伊 6着8R 3.503 3.42 ST 0.14,02/25伊 3着6R 3.678 3.59 ST 0.20,10,再3.44,090,2連率 40.0 3連率 50.0,04/04伊 7着4R 3.502 3.36 ST 0.10,04/03伊 2着8R 3.482 3.39 ST 0.15,04/02伊 6着8R 3.503 3.42 ST 0.14,02/25伊 3着6R 3.678 3.59 ST 0.20,-,-,10,再3.44,090,2連率 40.0 3連率 50.0,04/04伊 7着4R 3.502 3.36 ST 0.10,04/03伊 2着8R 3.482 3.39 ST 0.15,10,再3.44,090,2連率 40.0 3連率 50.0,04/04伊 7着4R 3.502 3.36 ST 0.10,04/03伊 2着8R 3.482 3.39 ST 0.15,04/02伊 6着8R 3.503 3.42 ST 0.14,02/25伊 3着6R 3.678 3.59 ST 0.20,-
isesaki,5,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,竹内　正浩 ドクターＪ 伊勢崎 21期 56歳 1級 A-211,20,再3.41,088,2連率 20.0 3連率 30.0,20,再3.41,088,2連率 20.0 3連率 30.0,04/04伊 8着9R 3.616 3.50 ST 0.11,04/03伊 8着10R 3.487 3.40 ST 0.10,04/02伊 3着12R 3.433 3.38 ST 0.17,04/04伊 8着9R 3.616 3.50 ST 0.11,-,-,20,再3.41,088,2連率 20.0 3連率 30.0,04/04伊 8着9R 3.616 3.50 ST 0.11,04/03伊 8着10R 3.487 3.40 ST 0.10,04/02伊 3着12R 3.433 3.38 ST 0.17,04/04伊 8着9R 3.616 3.50 ST 0.11,20,再3.41,088,2連率 20.0 3連率 30.0,04/04伊 8着9R 3.616 3.50 ST 0.11,04/03伊 8着10R 3.487 3.40 ST 0.10,04/02伊 3着12R 3.433 3.38 ST 0.17,04/04伊 8着9R 3.616 3.50 ST 0.11,20,再3.41,088,2連率 20.0 3連率 30.0,04/04伊 8着9R 3.616 3.50 ST 0.11,04/03伊 8着10R 3.487 3.40 ST 0.10,04/02伊 3着12R 3.433 3.38 ST 0.17,04/04伊 8着9R 3.616 3.50 ST 0.11,20,再3.41,088,2連率 20.0 3連率 30.0,04/04伊 8着9R 3.616 3.50 ST 0.11,04/03伊 8着10R 3.487 3.40 ST 0.10,04/02伊 3着12R 3.433 3.38 ST 0.17,04/04伊 8着9R 3.616 3.50 ST 0.11,-,-,20,再3.41,088,2連率 20.0 3連率 30.0,04/04伊 8着9R 3.616 3.50 ST 0.11,04/03伊 8着10R 3.487 3.40 ST 0.10,20,再3.41,088,2連率 20.0 3連率 30.0,04/04伊 8着9R 3.616 3.50 ST 0.11,04/03伊 8着10R 3.487 3.40 ST 0.10,04/02伊 3着12R 3.433 3.38 ST 0.17,04/04伊 8着9R 3.616 3.50 ST 0.11,-
isesaki,6,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,中野　光公 ハピネス 伊勢崎 25期 52歳 1級 A-118,30,再3.38,096,2連率 20.0 3連率 30.0,30,再3.38,096,2連率 20.0 3連率 30.0,04/04伊 3着7R 3.470 3.36 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,04/02伊 6着2R 3.490 3.39 ST 0.15,03/03山 3着9R 3.640 3.57 ST 0.09,-,-,30,再3.38,096,2連率 20.0 3連率 30.0,04/04伊 3着7R 3.470 3.36 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,04/02伊 6着2R 3.490 3.39 ST 0.15,03/03山 3着9R 3.640 3.57 ST 0.09,30,再3.38,096,2連率 20.0 3連率 30.0,04/04伊 3着7R 3.470 3.36 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,04/02伊 6着2R 3.490 3.39 ST 0.15,03/03山 3着9R 3.640 3.57 ST 0.09,30,再3.38,096,2連率 20.0 3連率 30.0,04/04伊 3着7R 3.470 3.36 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,04/02伊 6着2R 3.490 3.39 ST 0.15,03/03山 3着9R 3.640 3.57 ST 0.09,30,再3.38,096,2連率 20.0 3連率 30.0,04/04伊 3着7R 3.470 3.36 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,04/02伊 6着2R 3.490 3.39 ST 0.15,03/03山 3着9R 3.640 3.57 ST 0.09,-,-,30,再3.38,096,2連率 20.0 3連率 30.0,04/04伊 3着7R 3.470 3.36 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,30,再3.38,096,2連率 20.0 3連率 30.0,04/04伊 3着7R 3.470 3.36 ST 0.15,04/03伊 1着6R 3.463 3.38 ST 0.07,04/02伊 6着2R 3.490 3.39 ST 0.15,03/03山 3着9R 3.640 3.57 ST 0.09,-
isesaki,7,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,野本　佳章 モトベント 伊勢崎 34期 38歳 1級 A-35,30,3.37,073,2連率 30.0 3連率 60.0,30,3.37,073,2連率 30.0 3連率 60.0,03/31飯 3着8R 3.527 3.48 ST 0.03,03/31飯 1着1R 3.630 3.58 ST 0.07,03/30飯 4着9R 3.746 3.69 ST 0.15,03/31飯 1着1R 3.630 3.58 ST 0.07,-,-,30,3.37,073,2連率 30.0 3連率 60.0,03/31飯 3着8R 3.527 3.48 ST 0.03,03/31飯 1着1R 3.630 3.58 ST 0.07,03/30飯 4着9R 3.746 3.69 ST 0.15,03/31飯 1着1R 3.630 3.58 ST 0.07,30,3.37,073,2連率 30.0 3連率 60.0,03/31飯 3着8R 3.527 3.48 ST 0.03,03/31飯 1着1R 3.630 3.58 ST 0.07,03/30飯 4着9R 3.746 3.69 ST 0.15,03/31飯 1着1R 3.630 3.58 ST 0.07,30,3.37,073,2連率 30.0 3連率 60.0,03/31飯 3着8R 3.527 3.48 ST 0.03,03/31飯 1着1R 3.630 3.58 ST 0.07,03/30飯 4着9R 3.746 3.69 ST 0.15,03/31飯 1着1R 3.630 3.58 ST 0.07,30,3.37,073,2連率 30.0 3連率 60.0,03/31飯 3着8R 3.527 3.48 ST 0.03,03/31飯 1着1R 3.630 3.58 ST 0.07,03/30飯 4着9R 3.746 3.69 ST 0.15,03/31飯 1着1R 3.630 3.58 ST 0.07,-,-,30,3.37,073,2連率 30.0 3連率 60.0,03/31飯 3着8R 3.527 3.48 ST 0.03,03/31飯 1着1R 3.630 3.58 ST 0.07,30,3.37,073,2連率 30.0 3連率 60.0,03/31飯 3着8R 3.527 3.48 ST 0.03,03/31飯 1着1R 3.630 3.58 ST 0.07,03/30飯 4着9R 3.746 3.69 ST 0.15,03/31飯 1着1R 3.630 3.58 ST 0.07,-
isesaki,8,4月13日(月),令和８年度伊勢崎市営　普通開催　４／１３～,予選9R,3100m,晴,25.0℃,30.0%,42.0℃,良走路,,,松本　　康 モササウルス 伊勢崎 32期 46歳 1級 S-22,40,3.34,078,2連率 50.0 3連率 80.0,40,3.34,078,2連率 50.0 3連率 80.0,03/31飯 3着7R 3.582 3.47 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,03/29飯 2着5R 3.386 3.32 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,-,-,40,3.34,078,2連率 50.0 3連率 80.0,03/31飯 3着7R 3.582 3.47 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,03/29飯 2着5R 3.386 3.32 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,40,3.34,078,2連率 50.0 3連率 80.0,03/31飯 3着7R 3.582 3.47 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,03/29飯 2着5R 3.386 3.32 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,40,3.34,078,2連率 50.0 3連率 80.0,03/31飯 3着7R 3.582 3.47 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,03/29飯 2着5R 3.386 3.32 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,40,3.34,078,2連率 50.0 3連率 80.0,03/31飯 3着7R 3.582 3.47 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,03/29飯 2着5R 3.386 3.32 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,-,-,40,3.34,078,2連率 50.0 3連率 80.0,03/31飯 3着7R 3.582 3.47 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,40,3.34,078,2連率 50.0 3連率 80.0,03/31飯 3着7R 3.582 3.47 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,03/29飯 2着5R 3.386 3.32 ST 0.13,03/30飯 6着8R 3.749 3.68 ST 0.06,-
