車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5平順,good5近況,good52連率,wet5平順,wet5近況,wet52連率,han5平順,han5近況,han52連率,90平均ST,90良10平競,90良10平試,180良2連,180湿2連,通算優勝,通算2連,前日予想タイム,総合スコア,前日予想着順
1,室田　泰利,"投票締切
19:03",19:05,0,3.35,105,"2連率
0.0
3連率
10.0",04/06飯 8着9R 3.495 3.41 ST 0.22,04/05飯 3着5R 3.476 3.37 ST 0.16,04/04飯 6着6R 3.554 3.37 ST 0.23,03/15飯 7着6R 3.484 3.40 ST 0.30,03/14飯 7着6R 3.513 3.42 ST 0.25,03/13飯 7着11R 3.513 3.41 ST 0.24,03/09飯 5着1R 3.471 3.37 ST 0.34,03/08飯 6着4R 3.497 3.39 ST 0.13,03/07飯 7着1R 3.598 3.40 ST 0.26,02/23飯 ⑦着8R 3.465 3.34 ST 0.14,6.4,-,-,-,-,-,6,-,-,0.19,3.495,3.39,7.0%,16.7%,3,25.3%,3.503,106.62,8
2,小林　頼介,"投票締切
19:03",19:05,10,3.36,91,"2連率
10.0
3連率
20.0",04/06飯 8着11R 3.486 3.38 ST 0.22,04/05飯 3着7R 3.465 3.39 ST 0.19,04/04飯 4着2R 3.481 3.36 ST 0.12,03/31浜 5着10R 3.768 3.69 ST 0.10,03/30浜 5着11R 3.446 3.39 ST 0.18,03/29浜 2着5R 3.465 3.40 ST 0.18,03/26山 4着3R 3.486 3.39 ST 0.18,03/25山 5着5R 3.676 3.62 ST 0.16,03/25山 5着1R 3.704 3.67 ST 0.14,03/24山 6着4R 3.482 3.39 ST 0.14,4.4,-,20%,5.2,-,-,-,-,-,0.16,3.471,3.38,35.3%,18.2%,1,21.7%,3.488,122.32,7
3,新村　嘉之,"投票締切
19:03",19:05,10,3.36,66,"2連率
40.0
3連率
40.0",04/06飯 7着9R 3.481 3.39 ST 0.27,04/05飯 1着11R 3.423 3.38 ST 0.15,04/05飯 2着4R 3.473 3.40 ST 0.16,04/04飯 2着7R 3.458 3.58 ST 0.14,03/31飯 6着3R 3.681 3.61 ST 0.25,03/30飯 5着5R 3.816 3.71 ST 0.33,03/29飯 6着6R 3.435 3.35 ST 0.20,03/28飯 2着2R 3.403 3.35 ST 0.17,03/27飯 5着2R 3.432 3.36 ST 0.20,03/22飯 ⑦着8R 3.800 3.68 ST 0.31,3.6,-,60%,5.8,-,-,2,-,100%,0.23,3.436,3.37,14.7%,5.3%,10,24.7%,3.458,161.58,1
4,中村　颯斗,"投票締切
19:03",19:05,20,3.34,96,"2連率
0.0
3連率
10.0",04/06飯 7着12R 3.442 3.33 ST 0.09,04/05飯 3着8R 3.441 3.34 ST 0.12,04/05飯 5着3R 3.495 3.41 ST 0.27,04/04飯 6着11R 3.438 3.33 ST 0.04,03/31飯 5着2R 3.672 3.61 ST 0.16,03/30飯 6着1R 3.830 3.69 ST 0.14,03/29飯 7着1R 3.441 3.35 ST 0.21,03/28飯 7着5R 3.444 3.33 ST 0.11,03/27飯 7着6R 3.447 3.37 ST 0.08,03/22飯 6着7R 3.785 3.65 ST 0.15,5.6,-,-,4.6,-,20%,-,-,-,0.16,3.446,3.35,14.1%,14.3%,2,23.5%,3.475,135.07,6
5,深谷　俊太,"投票締切
19:03",19:05,20,3.35,87,"2連率
10.0
3連率
10.0",04/06飯 8着10R 3.460 3.33 ST 0.09,04/05飯 5着5R 3.460 3.35 ST 0.14,04/04飯 4着7R 3.473 3.48 ST 0.17,04/04飯 4着1R 3.484 3.38 ST 0.15,03/31飯 6着1R 3.695 3.56 ST 0.13,03/30飯 6着6R 3.772 3.73 ST 0.06,03/29飯 5着4R 3.415 3.34 ST 0.07,03/28飯 4着4R 3.421 3.31 ST 0.10,03/27飯 6着6R 3.441 3.34 ST 0.07,03/22浜 1着2R 3.408 3.34 ST 0.08,5.2,-,-,5.2,-,20%,4,-,-,0.15,3.437,3.35,20.8%,30.0%,1,25.2%,3.464,135.53,5
6,桝崎　陽介,"投票締切
19:03",19:05,30,3.35,100,"2連率
30.0
3連率
40.0",04/06飯 8着12R 3.473 3.34 ST 0.16,04/05飯 4着11R 3.420 3.33 ST 0.12,04/04飯 1着1R 3.444 3.36 ST 0.22,03/31飯 ④着9R 3.518 3.50 ST 0.02,03/30飯 2着7R 3.701 3.67 ST 0.06,03/29飯 3着5R 3.392 3.32 ST 0.09,03/28飯 2着1R 3.402 3.31 ST 0.04,03/27飯 6着2R 3.424 3.32 ST 0.10,03/22飯 反妨7R - 3.59 ST 0.08,03/21飯 4着6R 3.410 3.32 ST 0.14,3.6,-,40%,2,-,100%,4,-,-,0.11,3.42,3.32,33.9%,60.0%,13,28.8%,3.456,148.88,2
7,越智　尚寿,"投票締切
19:03",19:05,30,3.33,81,"2連率
40.0
3連率
50.0",04/06飯 7着11R 3.428 3.33 ST 0.20,04/05飯 5着10R 3.422 3.35 ST 0.15,04/04飯 3着7R 3.443 3.48 ST 0.24,03/31飯 4着6R 3.579 3.51 ST 0.06,03/30飯 1着5R 3.749 3.71 ST 0.11,03/29飯 7着4R 3.447 3.34 ST 0.06,03/28飯 4着8R 3.402 3.33 ST 0.11,03/27飯 2着3R 3.415 3.32 ST 0.08,03/22飯 ①着8R 3.707 3.63 ST 0.09,03/21飯 2着7R 3.401 3.33 ST 0.10,5.0,-,20%,2.2,-,80%,3.5,-,-,0.13,3.421,3.34,30.9%,66.7%,11,28.0%,3.458,141.83,3
8,新井　日和,"投票締切
19:03",19:05,30,3.30,91,"2連率
10.0
3連率
50.0",04/06飯 7着10R 3.443 3.31 ST 0.09,04/05飯 6着10R 3.425 3.31 ST 0.17,04/04飯 1着12R 3.403 3.31 ST 0.22,04/04飯 3着6R 3.486 3.35 ST 0.33,03/31浜 5着5R 3.917 3.78 ST 0.25,03/30浜 8着11R 3.436 3.35 ST 0.18,03/29浜 3着6R 3.432 3.36 ST 0.18,03/29浜 3着2R 3.453 3.36 ST 0.25,03/22浜 3着10R 3.381 3.33 ST 0.10,03/21浜 6着9R 3.406 3.33 ST 0.04,5.0,-,20%,4.8,-,-,3,-,-,0.14,3.421,3.33,28.6%,16.7%,2,35.4%,3.46,140.33,4
