車,日付,レース名,距離,天候,気温,湿度,走路温度,走路状況,場所,選手名,ハンデ,試走T,偏差,連率,近10_1,近10_2,近10_3,近10_4,近10_5,近10_6,近10_7,近10_8,近10_9,近10_10,良5_前1,良5_前2,良5_前3,良5_前4,良5_前5,良5_平近順,良5_近況,良5_2連対率,湿5_前1,湿5_前2,湿5_前3,湿5_前4,湿5_前5,湿5_平近順,湿5_近況,湿5_2連対率,斑5_前1,斑5_前2,斑5_前3,斑5_前4,斑5_前5,斑5_平近順,斑5_近況,斑5_2連対率,90出走,90優出,90優勝,90平均ST,90(近10)_各着順,90(近10)_2連対率,90(近10)_3連対率,90(良10)平均試,90(良10)平均競,90(良10)最高競T(場),180良_2連対率,180良_連対回数,180良_出走数,180湿_2連対率,180湿_連対回数,180湿_出走数,今年_優出,今年_優勝,通算_優勝,通算_1着,通算_2着,通算_3着,通算_単勝率,通算_2連対率,通算_3連対率
1,4月12日(日),一般戦2R,3100m,晴,20.0℃,68.0%,38.0℃,良走路,sanyou,新井　裕貴 Ａ・Ｋワカチコ 伊勢崎 30期 36歳 1級 A-132,0,3.38,093,2連率 20.0 3連率 40.0,04/11山 7着7R 3.503 3.41 ST 0.12,04/10山 8着1R 3.765 3.69 ST 0.16,04/09山 8着5R 3.494 3.41 ST 0.15,04/08山 3着5R 3.458 3.36 ST 0.11,04/04伊 ④着12R 3.397 3.39 ST 0.12,04/03伊 2着11R 3.434 3.36 ST 0.07,04/02伊 2着8R 3.448 3.42 ST 0.10,03/25伊 5着10R 3.801 3.60 ST 0.16,03/24伊 6着10R 3.466 3.37 ST 0.09,03/23伊 3着9R 3.452 3.38 ST 0.18,04/11山 7着7R 3.503 3.41 ST 0.12,04/08山 3着5R 3.458 3.36 ST 0.11,04/03伊 2着11R 3.434 3.36 ST 0.07,03/24伊 6着10R 3.466 3.37 ST 0.09,03/23伊 3着9R 3.452 3.38 ST 0.18,4.2,-,20%,04/10山 8着1R 3.765 3.69 ST 0.16,03/25伊 5着10R 3.801 3.60 ST 0.16,02/25伊 7着5R 3.782 3.64 ST 0.35,02/10飯 7着5R 3.773 3.72 ST 0.19,02/10飯 7着1R 3.815 3.71 ST 0.25,6.8,-,-,04/09山 8着5R 3.494 3.41 ST 0.15,04/04伊 ④着12R 3.397 3.39 ST 0.12,-,-,-,6,-,-,35,1,0,0.15,0/2 2/6,20.0%,40.0%,3.37,3.463,3.434 (伊),30.8%,16/52,52,0.0%,0/10,10,0,3.38,2連率 20.0 3連率 40.0,04/11山 7着7R 3.503 3.41 ST 0.12,04/10山 8着1R 3.765 3.69 ST 0.16,04/09山 8着5R 3.494 3.41 ST 0.15,04/10山 8着1R 3.765 3.69 ST 0.16,-,-
2,4月12日(日),一般戦2R,3100m,晴,20.0℃,68.0%,38.0℃,良走路,sanyou,小栗　勝太 ピンクタイガー 山陽 32期 34歳 1級 A-106,10,3.37,095,2連率 30.0 3連率 60.0,04/11山 2着8R 3.453 3.38 ST 0.16,04/10山 2着2R 3.656 3.58 ST 0.01,04/09山 8着7R 3.444 3.36 ST 0.13,04/08山 3着6R 3.437 3.37 ST 0.16,04/03山 3着6R 3.457 3.31 ST 0.18,04/02山 1着2R 3.409 3.30 ST 0.16,04/01山 6着8R 3.660 3.57 ST 0.16,03/26山 5着7R 3.431 3.36 ST 0.29,03/25山 6着9R 3.650 3.60 ST 0.23,03/25山 3着1R 3.670 3.59 ST 0.17,04/11山 2着8R 3.453 3.38 ST 0.16,04/08山 3着6R 3.437 3.37 ST 0.16,04/02山 1着2R 3.409 3.30 ST 0.16,03/26山 5着7R 3.431 3.36 ST 0.29,-,2.8,-,50%,04/10山 2着2R 3.656 3.58 ST 0.01,04/01山 6着8R 3.660 3.57 ST 0.16,03/25山 6着9R 3.650 3.60 ST 0.23,03/25山 3着1R 3.670 3.59 ST 0.17,03/18山 3着8R 3.675 3.62 ST 0.17,4,-,20%,04/09山 8着7R 3.444 3.36 ST 0.13,04/03山 3着6R 3.457 3.31 ST 0.18,-,-,-,5.5,-,-,39,0,0,0.14,1/2 3/4,30.0%,60.0%,3.33,3.425,3.381 (山),51.9%,28/54,54,8.3%,1/12,12,10,3.37,2連率 30.0 3連率 60.0,04/11山 2着8R 3.453 3.38 ST 0.16,04/10山 2着2R 3.656 3.58 ST 0.01,04/09山 8着7R 3.444 3.36 ST 0.13,04/10山 2着2R 3.656 3.58 ST 0.01,-,-
3,4月12日(日),一般戦2R,3100m,晴,20.0℃,68.0%,38.0℃,良走路,sanyou,山浦　博幸 トリバード 浜松 29期 44歳 1級 A-71,10,3.39,093,2連率 10.0 3連率 30.0,04/11山 5着4R 3.479 3.39 ST 0.09,04/10山 4着2R 3.675 3.61 ST 0.12,04/09山 4着1R 3.688 3.63 ST 0.07,04/08山 5着9R 3.444 3.37 ST 0.14,04/04伊 4着6R 3.473 3.63 ST 0.15,04/03伊 3着4R 3.482 3.38 ST 0.15,04/02伊 6着6R 3.505 3.46 ST 0.11,03/31浜 3着10R 3.715 3.66 ST 0.19,03/30浜 6着11R 3.441 3.35 ST 0.04,03/29浜 2着7R 3.465 3.38 ST 0.18,04/11山 5着4R 3.479 3.39 ST 0.09,04/08山 5着9R 3.444 3.37 ST 0.14,04/03伊 3着4R 3.482 3.38 ST 0.15,03/30浜 6着11R 3.441 3.35 ST 0.04,03/29浜 2着7R 3.465 3.38 ST 0.18,4.2,-,20%,04/10山 4着2R 3.675 3.61 ST 0.12,04/09山 4着1R 3.688 3.63 ST 0.07,03/31浜 3着10R 3.715 3.66 ST 0.19,03/03山 7着9R 3.685 3.64 ST 0.19,03/02山 4着9R 3.714 3.61 ST 0.17,4.4,-,-,04/04伊 4着6R 3.473 3.63 ST 0.15,-,-,-,-,4,-,-,38,0,0,0.14,0/1 2/7,10.0%,30.0%,3.36,3.453,3.419 (浜),20.4%,11/54,54,25.0%,2/8,8,10,3.39,2連率 10.0 3連率 30.0,04/11山 5着4R 3.479 3.39 ST 0.09,04/10山 4着2R 3.675 3.61 ST 0.12,04/09山 4着1R 3.688 3.63 ST 0.07,04/10山 4着2R 3.675 3.61 ST 0.12,-,-
4,4月12日(日),一般戦2R,3100m,晴,20.0℃,68.0%,38.0℃,良走路,sanyou,影山　　伸 ブイシュガ 川口 22期 57歳 1級 A-21,10,3.38,098,2連率 0.0 3連率 30.0,04/11山 6着5R 3.469 3.35 ST 0.14,04/10山 5着1R 3.695 3.63 ST 0.20,04/09山 3着1R 3.688 3.59 ST 0.05,04/08山 8着6R 3.469 3.38 ST 0.16,03/28川 4着11R 3.439 3.36 ST 0.13,03/27川 3着10R 3.423 3.33 ST 0.13,03/26川 3着4R 3.882 3.83 ST 0.20,03/22浜 8着2R 3.453 3.36 ST 0.10,03/21浜 7着6R 3.473 3.38 ST 0.14,03/20浜 6着5R 3.445 3.38 ST 0.11,04/11山 6着5R 3.469 3.35 ST 0.14,04/08山 8着6R 3.469 3.38 ST 0.16,03/28川 4着11R 3.439 3.36 ST 0.13,03/27川 3着10R 3.423 3.33 ST 0.13,03/22浜 8着2R 3.453 3.36 ST 0.10,5.8,-,-,04/10山 5着1R 3.695 3.63 ST 0.20,04/09山 3着1R 3.688 3.59 ST 0.05,03/26川 3着4R 3.882 3.83 ST 0.20,03/18浜 2着12R 3.820 3.35 ST 0.06,02/11川 5着5R 3.681 3.57 ST 0.12,3.6,-,20%,-,-,-,-,-,-,-,-,31,1,0,0.15,0/0 3/7,0.0%,30.0%,3.35,3.448,3.421 (川),25.0%,13/52,52,20.0%,2/10,10,10,3.38,2連率 0.0 3連率 30.0,04/11山 6着5R 3.469 3.35 ST 0.14,04/10山 5着1R 3.695 3.63 ST 0.20,04/09山 3着1R 3.688 3.59 ST 0.05,04/10山 5着1R 3.695 3.63 ST 0.20,-,-
5,4月12日(日),一般戦2R,3100m,晴,20.0℃,68.0%,38.0℃,良走路,sanyou,西村　龍太郎 イズミヤ 山陽 25期 50歳 1級 A-54,20,3.35,104,2連率 10.0 3連率 20.0,04/11山 6着4R 3.471 3.36 ST 0.20,04/10山 7着8R 3.474 3.43 ST 0.10,04/09山 6着6R 3.436 3.32 ST 0.09,04/08山 6着7R 3.439 3.35 ST 0.15,03/31飯 2着2R 3.643 3.54 ST 0.09,03/30飯 4着5R 3.775 3.69 ST 0.13,03/29飯 6着7R 3.431 3.33 ST 0.13,03/28飯 3着4R 3.399 3.31 ST 0.01,03/27飯 5着5R 3.437 3.31 ST 0.15,03/15飯 6着9R 3.423 3.31 ST 0.13,04/11山 6着4R 3.471 3.36 ST 0.20,04/08山 6着7R 3.439 3.35 ST 0.15,03/29飯 6着7R 3.431 3.33 ST 0.13,03/28飯 3着4R 3.399 3.31 ST 0.01,03/27飯 5着5R 3.437 3.31 ST 0.15,5.2,-,-,03/31飯 2着2R 3.643 3.54 ST 0.09,03/30飯 4着5R 3.775 3.69 ST 0.13,03/06山 2着7R 3.583 3.50 ST 0.15,03/03山 6着11R 3.583 3.52 ST 0.07,03/02山 3着12R 3.667 3.58 ST 0.21,3.4,-,40%,04/10山 7着8R 3.474 3.43 ST 0.10,04/09山 6着6R 3.436 3.32 ST 0.09,-,-,-,6.5,-,-,36,0,0,0.14,0/1 1/8,10.0%,20.0%,3.32,3.424,3.385 (山),33.3%,17/51,51,50.0%,6/12,12,20,3.35,2連率 10.0 3連率 20.0,04/11山 6着4R 3.471 3.36 ST 0.20,04/10山 7着8R 3.474 3.43 ST 0.10,04/09山 6着6R 3.436 3.32 ST 0.09,03/31飯 2着2R 3.643 3.54 ST 0.09,-,-
6,4月12日(日),一般戦2R,3100m,晴,20.0℃,68.0%,38.0℃,良走路,sanyou,加賀谷　建明 アップテイル 川口 27期 47歳 1級 S-35,20,3.34,090,2連率 20.0 3連率 40.0,04/11山 3着8R 3.449 3.35 ST 0.18,04/10山 7着11R 3.408 3.31 ST 0.04,04/09山 3着6R 3.423 3.30 ST 0.16,04/08山 6着5R 3.439 3.32 ST 0.17,03/28川 反妨10R - 3.32 ST 0.10,03/27川 6着9R 3.436 3.33 ST 0.20,03/26川 1着11R 3.596 3.53 ST 0.21,03/22浜 5着9R 3.416 3.33 ST 0.15,03/21浜 1着4R 3.415 3.33 ST 0.13,03/20浜 7着4R 3.466 3.35 ST 0.10,04/11山 3着8R 3.449 3.35 ST 0.18,04/08山 6着5R 3.439 3.32 ST 0.17,03/28川 反妨10R - 3.32 ST 0.10,03/27川 6着9R 3.436 3.33 ST 0.20,03/22浜 5着9R 3.416 3.33 ST 0.15,5,-,-,03/26川 1着11R 3.596 3.53 ST 0.21,02/11川 1着3R 3.589 3.53 ST 0.31,-,-,-,1,-,100%,04/10山 7着11R 3.408 3.31 ST 0.04,04/09山 3着6R 3.423 3.30 ST 0.16,-,-,-,5,-,-,39,1,0,0.20,2/0 2/5,20.0%,40.0%,3.35,3.440,3.400 (浜),25.9%,15/58,58,100.0%,3/3,3,20,3.34,2連率 20.0 3連率 40.0,04/11山 3着8R 3.449 3.35 ST 0.18,04/10山 7着11R 3.408 3.31 ST 0.04,04/09山 3着6R 3.423 3.30 ST 0.16,03/26川 1着11R 3.596 3.53 ST 0.21,-,-
7,4月12日(日),一般戦2R,3100m,晴,20.0℃,68.0%,38.0℃,良走路,sanyou,岩見　貴史 ザザンス 飯塚 29期 42歳 1級 S-23,20,3.35,080,2連率 44.4 3連率 55.6,04/11山 3着5R 3.436 3.34 ST 0.06,04/10山 6着8R 3.455 3.41 ST 0.08,04/09山 7着12R 3.688 3.63 ST 0.19,04/08山 2着6R 3.413 3.33 ST 0.11,03/31飯 2着8R 3.524 3.45 ST 0.03,03/30飯 4着8R 3.733 3.65 ST 0.03,03/29飯 他落9R - 3.28 ST 0.07,03/28飯 2着7R 3.373 3.30 ST 0.08,03/27飯 1着5R 3.405 3.30 ST 0.03,03/18浜 自落12R - 3.33 ST 0.12,04/11山 3着5R 3.436 3.34 ST 0.06,04/08山 2着6R 3.413 3.33 ST 0.11,03/29飯 他落9R - 3.28 ST 0.07,03/28飯 2着7R 3.373 3.30 ST 0.08,03/27飯 1着5R 3.405 3.30 ST 0.03,2,-,75%,04/09山 7着12R 3.688 3.63 ST 0.19,03/30飯 4着8R 3.733 3.65 ST 0.03,02/10飯 ③着8R 3.658 3.58 ST 0.10,02/02飯 4着5R 3.645 3.56 ST 0.20,02/02飯 4着1R 3.669 3.63 ST 0.09,4.4,-,-,04/10山 6着8R 3.455 3.41 ST 0.08,03/31飯 2着8R 3.524 3.45 ST 0.03,-,-,-,4,-,50%,39,3,0,0.09,1/3 1/3,44.4%,55.6%,3.32,3.400,3.373 (飯),50.8%,33/65,65,33.3%,5/15,15,20,3.35,2連率 44.4 3連率 55.6,04/11山 3着5R 3.436 3.34 ST 0.06,04/10山 6着8R 3.455 3.41 ST 0.08,04/09山 7着12R 3.688 3.63 ST 0.19,04/09山 7着12R 3.688 3.63 ST 0.19,-,-
