車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,竹内　正浩,"投票締切
14:44",14:46,0,-,088,"2連率
20.0
3連率
30.0",04/03伊 8着10R 3.487 3.40 ST 0.10,04/02伊 3着12R 3.433 3.38 ST 0.17,03/25伊 5着2R 3.483 3.39 ST 0.15,03/24伊 6着7R 3.484 3.39 ST 0.11,03/23伊 6着2R 3.465 3.36 ST 0.14,03/17伊 1着5R 3.471 3.38 ST 0.16,03/16伊 2着2R 3.439 3.38 ST 0.15,03/15伊 5着10R 3.465 3.39 ST 0.20,02/27伊 6着6R 3.452 3.36 ST 0.21,02/26伊 6着6R 3.437 3.35 ST 0.13,04/03伊 8着10R 3.487 3.40 ST 0.10,03/25伊 5着2R 3.483 3.39 ST 0.15,03/24伊 6着7R 3.484 3.39 ST 0.11,03/23伊 6着2R 3.465 3.36 ST 0.14,03/17伊 1着5R 3.471 3.38 ST 0.16,5.2,-,20%,02/25伊 4着5R 3.682 3.61 ST 0.17,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,26,0,0,0.16,1/1 1/7,20.0%,30.0%,3.37,3.458,3.437 (伊),18.2%,8/44,44,0.0%,0/8,8,0,0,5,471,458,465,11.5%,22.7%,34.1%
2,木村　義明,"投票締切
14:44",14:46,0,-,080,"2連率
30.0
3連率
60.0",04/03伊 8着12R 3.473 3.41 ST 0.17,04/02伊 3着9R 3.453 3.40 ST 0.09,03/25伊 5着11R 3.701 3.65 ST 0.07,03/24伊 3着11R 3.424 3.37 ST 0.11,03/23伊 2着7R 3.446 3.37 ST 0.07,03/17伊 ⑦着12R 3.439 3.38 ST 0.17,03/16伊 2着10R 3.457 3.39 ST 0.10,03/15伊 3着12R 3.449 3.36 ST 0.21,03/11伊 2着2R 3.449 3.33 ST 0.17,03/10伊 5着7R 3.454 3.36 ST 0.18,04/03伊 8着12R 3.473 3.41 ST 0.17,03/24伊 3着11R 3.424 3.37 ST 0.11,03/23伊 2着7R 3.446 3.37 ST 0.07,03/17伊 ⑦着12R 3.439 3.38 ST 0.17,03/16伊 2着10R 3.457 3.39 ST 0.10,4.4,-,40%,03/25伊 5着11R 3.701 3.65 ST 0.07,02/10飯 5着5R 3.750 3.72 ST 0.12,02/10飯 4着1R 3.760 3.72 ST 0.12,-,-,4.7,-,-,-,-,-,-,-,-,-,-,33,1,0,0.14,0/3 3/4,30.0%,60.0%,3.37,3.450,3.424 (伊),22.4%,13/58,58,10.0%,1/10,10,1,0,6,443,517,535,11.8%,25.6%,39.8%
3,大月　　渉,"投票締切
14:44",14:46,10,-,087,"2連率
10.0
3連率
20.0",04/03伊 7着9R 3.469 3.36 ST 0.10,04/02伊 3着8R 3.453 3.38 ST 0.22,03/22浜 5着8R 3.418 3.37 ST 0.05,03/21浜 5着1R 3.434 3.36 ST 0.09,03/20浜 8着7R 3.452 3.35 ST 0.04,03/19浜 5着6R 3.457 3.39 ST 0.07,03/18浜 他落3R - 3.37 ST 0.17,02/27伊 1着5R 3.406 3.30 ST 0.07,02/26伊 4着5R 3.419 3.29 ST 0.05,02/25伊 5着6R 3.671 3.59 ST 0.10,04/03伊 7着9R 3.469 3.36 ST 0.10,03/22浜 5着8R 3.418 3.37 ST 0.05,03/21浜 5着1R 3.434 3.36 ST 0.09,03/20浜 8着7R 3.452 3.35 ST 0.04,03/19浜 5着6R 3.457 3.39 ST 0.07,6,-,-,02/25伊 5着6R 3.671 3.59 ST 0.10,02/10飯 4着3R 3.709 3.62 ST 0.13,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,32,0,0,0.10,1/0 1/7,10.0%,20.0%,3.34,3.427,3.390 (伊),18.4%,9/49,49,0.0%,0/6,6,0,0,5,169,217,203,10.3%,23.6%,36.0%
4,鈴木　将光,"投票締切
14:44",14:46,10,-,088,"2連率
30.0
3連率
50.0",04/03伊 7着11R 3.455 3.38 ST 0.16,04/02伊 2着7R 3.470 3.39 ST 0.13,03/25伊 3着10R 3.735 3.60 ST 0.16,03/24伊 7着10R 3.468 3.34 ST 0.12,03/23伊 2着2R 3.416 3.33 ST 0.16,03/17伊 6着10R 3.462 3.35 ST 0.15,03/16伊 5着12R 3.425 3.34 ST 0.08,03/15伊 3着2R 3.460 3.37 ST 0.16,03/08川 2着2R 3.424 3.32 ST 0.04,03/07川 5着5R 3.460 3.35 ST 0.07,04/03伊 7着11R 3.455 3.38 ST 0.16,03/24伊 7着10R 3.468 3.34 ST 0.12,03/23伊 2着2R 3.416 3.33 ST 0.16,03/17伊 6着10R 3.462 3.35 ST 0.15,03/16伊 5着12R 3.425 3.34 ST 0.08,5.4,-,20%,03/25伊 3着10R 3.735 3.60 ST 0.16,02/25伊 1着5R 3.631 3.56 ST 0.14,-,-,-,2,-,50%,-,-,-,-,-,-,-,-,33,0,0,0.12,0/3 2/5,30.0%,50.0%,3.35,3.438,3.416 (伊),17.3%,9/52,52,42.9%,3/7,7,0,0,6,416,371,372,14.5%,27.5%,40.5%
5,岩科　鮮太,"投票締切
14:44",14:46,20,-,108,"2連率
20.0
3連率
20.0",04/03伊 7着10R 3.452 3.34 ST 0.07,04/02伊 2着12R 3.408 3.38 ST 0.19,03/31浜 2着5R 3.837 3.69 ST 0.30,03/30浜 7着11R 3.433 3.32 ST 0.16,03/29浜 5着1R 3.433 3.34 ST 0.06,03/22浜 6着4R 3.432 3.31 ST 0.02,03/21浜 4着4R 3.424 3.30 ST 0.09,03/20浜 5着5R 3.426 3.34 ST 0.08,03/19浜 6着1R 3.450 3.35 ST 0.07,03/18浜 4着5R 3.434 3.33 ST 0.06,04/03伊 7着10R 3.452 3.34 ST 0.07,03/30浜 7着11R 3.433 3.32 ST 0.16,03/29浜 5着1R 3.433 3.34 ST 0.06,03/22浜 6着4R 3.432 3.31 ST 0.02,03/21浜 4着4R 3.424 3.30 ST 0.09,5.8,-,-,03/31浜 2着5R 3.837 3.69 ST 0.30,01/21飯 5着2R 3.663 3.60 ST 0.15,-,-,-,3.5,-,50%,03/19浜 6着1R 3.450 3.35 ST 0.07,-,-,-,-,6,-,-,38,0,0,0.12,0/2 0/8,20.0%,20.0%,3.32,3.428,3.397 (浜),21.6%,8/37,37,42.9%,3/7,7,0,0,10,429,390,413,15.7%,29.9%,45.0%
6,新井　恵匠,"投票締切
14:44",14:46,20,-,084,"2連率
20.0
3連率
20.0",04/03伊 7着12R 3.441 3.34 ST 0.11,04/02伊 2着3R 3.427 3.35 ST 0.20,03/22浜 4着5R 3.444 3.35 ST 0.14,03/21浜 5着7R 3.441 3.36 ST 0.12,03/20浜 5着9R 3.442 3.38 ST 0.06,03/19浜 5着11R 3.434 3.34 ST 0.10,03/18浜 6着4R 3.437 3.37 ST 0.06,03/11伊 7着10R 3.424 3.36 ST 0.19,03/10伊 6着12R 3.412 3.30 ST 0.15,03/09伊 2着7R 3.426 3.33 ST 0.31,04/03伊 7着12R 3.441 3.34 ST 0.11,03/22浜 4着5R 3.444 3.35 ST 0.14,03/21浜 5着7R 3.441 3.36 ST 0.12,03/20浜 5着9R 3.442 3.38 ST 0.06,03/18浜 6着4R 3.437 3.37 ST 0.06,5.4,-,-,03/03飯 6着6R 3.624 3.51 ST 0.14,03/03飯 3着1R 3.624 3.55 ST 0.15,03/02飯 5着7R 3.715 3.60 ST 0.19,02/11川 1着2R 3.647 3.61 ST 0.29,01/24飯 2着1R 3.607 3.54 ST 0.09,3.4,-,40%,04/02伊 2着3R 3.427 3.35 ST 0.20,-,-,-,-,2,-,100%,39,2,0,0.15,0/2 0/8,20.0%,20.0%,3.34,3.424,3.373 (飯),22.0%,13/59,59,20.0%,2/10,10,2,0,13,366,359,382,15.9%,31.5%,48.0%
7,内山　高秀,"投票締切
14:44",14:46,20,-,101,"2連率
40.0
3連率
50.0",04/03伊 8着11R 3.444 3.34 ST 0.11,04/02伊 1着2R 3.435 3.34 ST 0.17,03/22浜 6着10R 3.410 3.34 ST 0.11,03/21浜 6着12R 3.400 3.31 ST 0.07,03/20浜 4着5R 3.423 3.34 ST 0.03,03/19浜 2着8R 3.395 3.33 ST 0.11,03/18浜 3着8R 3.450 3.32 ST 0.11,03/08川 ⑥着12R 3.387 3.28 ST 0.10,03/07川 1着12R 3.376 3.29 ST 0.10,03/06川 2着10R 3.385 3.28 ST 0.11,04/03伊 8着11R 3.444 3.34 ST 0.11,03/22浜 6着10R 3.410 3.34 ST 0.11,03/21浜 6着12R 3.400 3.31 ST 0.07,03/20浜 4着5R 3.423 3.34 ST 0.03,03/18浜 3着8R 3.450 3.32 ST 0.11,5.4,-,-,02/11川 4着4R 3.662 3.61 ST 0.24,-,-,-,-,4,-,-,04/02伊 1着2R 3.435 3.34 ST 0.17,-,-,-,-,1,-,100%,34,2,0,0.14,2/2 1/5,40.0%,50.0%,3.31,3.411,3.385 (川),29.3%,17/58,58,0.0%,0/3,3,2,0,13,540,558,599,15.6%,31.6%,48.9%
8,伊藤　信夫,"投票締切
14:44",14:46,20,-,092,"2連率
50.0
3連率
70.0",04/03伊 8着9R 3.465 3.36 ST 0.15,04/02伊 2着4R 3.424 3.33 ST 0.33,03/22浜 ⑧着12R F 3.405 3.28 ST 0.17,03/21浜 1着11R 3.377 3.30 ST 0.05,03/20浜 3着6R 3.419 3.34 ST 0.03,03/19浜 1着3R 3.402 3.32 ST 0.07,03/18浜 3着1R 3.431 3.29 ST 0.11,03/14浜 ⑦着12R 3.424 3.30 ST 0.13,03/13浜 2着11R 3.381 3.30 ST 0.13,03/12浜 1着9R 3.400 3.31 ST 0.13,04/03伊 8着9R 3.465 3.36 ST 0.15,03/22浜 ⑧着12R F 3.405 3.28 ST 0.17,03/21浜 1着11R 3.377 3.30 ST 0.05,03/20浜 3着6R 3.419 3.34 ST 0.03,03/18浜 3着1R 3.431 3.29 ST 0.11,4.6,-,20%,-,-,-,-,-,-,-,-,03/19浜 1着3R 3.402 3.32 ST 0.07,-,-,-,-,1,-,100%,30,5,0,0.14,3/2 2/3,50.0%,70.0%,3.30,3.392,3.363 (浜),43.2%,19/44,44,50.0%,1/2,2,5,0,96,1285,649,497,31.6%,47.6%,59.8%
