車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前8走,前9走,前10走,good5前1走,good5前2走,good5前3走,good5前4走,good5前5走,good5平順,good5近況,good52連率,wet5前1走,wet5前2走,wet5前3走,wet5前4走,wet5前5走,wet5平順,wet5近況,wet52連率,han5前1走,han5前2走,han5前3走,han5前4走,han5前5走,han5平順,han5近況,han52連率,90出走,90優出,90優勝,90平均ST,90近10_着外,90近10_2連,90近10_3連,90良10平試,90良10平競,90良10最競,180良2連,180良連対,180良出走,180湿2連,180湿連対,180湿出走,今年優出,今年優勝,通算優勝,通算1着,通算2着,通算3着,通算単率,通算2連,通算3連
1,阿部　優美,"投票締切
12:41",12:43,0,-,101,"2連率
0.0
3連率
10.0",04/03伊 7着5R 3.574 3.50 ST 0.11,04/02伊 8着8R 3.568 3.53 ST 0.21,03/25伊 3着2R 3.529 3.44 ST 0.26,03/24伊 6着6R 3.571 3.51 ST 0.29,03/23伊 6着4R 3.548 3.48 ST 0.10,03/17伊 8着6R 3.574 3.47 ST 0.18,03/16伊 7着4R 3.623 再3.49 ST 0.07,03/15伊 8着7R 3.574 3.45 ST 0.16,03/11伊 8着8R 3.600 3.53 ST 0.10,03/10伊 8着7R 3.610 3.44 ST 0.03,04/03伊 7着5R 3.574 3.50 ST 0.11,03/25伊 3着2R 3.529 3.44 ST 0.26,03/24伊 6着6R 3.571 3.51 ST 0.29,03/23伊 6着4R 3.548 3.48 ST 0.10,03/17伊 8着6R 3.574 3.47 ST 0.18,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,0,0,0.14,0/0 1/9,0.0%,10.0%,3.48,3.581,3.529 (伊),5.9%,1/17,17,0.0%,0/0,0,0,0,0,1,0,1,5.0%,5.0%,10.0%
2,荒川　哲也,"投票締切
12:41",12:43,30,-,106,"2連率
20.0
3連率
20.0",04/03伊 2着4R 3.506 3.39 ST 0.11,04/02伊 4着8R 3.492 3.43 ST 0.08,03/25伊 7着8R 3.473 3.37 ST 0.21,03/24伊 1着3R 3.481 3.37 ST 0.14,03/23伊 5着6R 3.495 3.40 ST 0.08,03/17伊 4着3R 3.489 3.38 ST 0.21,03/16伊 7着1R 3.497 3.39 ST 0.19,03/15伊 6着3R 3.521 3.42 ST 0.16,03/11伊 7着1R 3.508 3.38 ST 0.16,03/10伊 7着7R 3.500 3.38 ST 0.14,04/03伊 2着4R 3.506 3.39 ST 0.11,03/25伊 7着8R 3.473 3.37 ST 0.21,03/24伊 1着3R 3.481 3.37 ST 0.14,03/23伊 5着6R 3.495 3.40 ST 0.08,03/17伊 4着3R 3.489 3.38 ST 0.21,3.8,-,40%,02/25伊 4着1R 3.759 3.66 ST 0.10,02/10飯 7着3R 3.884 3.72 ST 0.11,-,-,-,5.5,-,-,-,-,-,-,-,-,-,-,34,0,0,0.13,1/1 0/8,20.0%,20.0%,3.39,3.496,3.473 (伊),19.6%,9/46,46,0.0%,0/6,6,0,0,3,499,452,429,13.6%,25.9%,37.6%
3,鈴木　景斗,"投票締切
12:41",12:43,40,-,104,"2連率
20.0
3連率
30.0",04/03伊 7着1R 3.524 3.39 ST 0.11,04/02伊 5着6R 3.518 3.42 ST 0.12,03/31浜 6着9R 3.795 3.76 ST 0.20,03/30浜 4着7R 3.476 3.38 ST 0.24,03/29浜 7着1R 3.505 3.39 ST 0.04,03/26山 3着3R 3.481 3.35 ST 0.21,03/25山 2着5R 3.662 3.59 ST 0.07,03/24山 5着5R 3.448 3.36 ST 0.04,03/23山 2着8R 3.424 3.34 ST 0.02,03/14浜 5着8R 3.473 3.38 ST 0.09,04/03伊 7着1R 3.524 3.39 ST 0.11,03/30浜 4着7R 3.476 3.38 ST 0.24,03/29浜 7着1R 3.505 3.39 ST 0.04,03/26山 3着3R 3.481 3.35 ST 0.21,03/24山 5着5R 3.448 3.36 ST 0.04,5.2,-,-,03/31浜 6着9R 3.795 3.76 ST 0.20,03/25山 2着5R 3.662 3.59 ST 0.07,03/03浜 2着7R 3.642 3.65 ST 0.11,02/25川 5着5R 3.876 再3.85 ST 0.19,-,3.8,-,50%,-,-,-,-,-,-,-,-,30,0,0,0.14,0/2 1/7,20.0%,30.0%,3.37,3.474,3.424 (山),22.2%,8/36,36,50.0%,3/6,6,0,0,0,16,21,14,12.1%,28.0%,38.6%
4,山中　充智,"投票締切
12:41",12:43,50,-,076,"2連率
80.0
3連率
80.0",04/03伊 1着3R 3.460 3.37 ST 0.06,04/02伊 7着10R 3.513 3.37 ST 0.18,03/25伊 ①着12R 3.688 3.65 ST 0.02,03/24伊 1着11R 3.416 3.36 ST 0.16,03/23伊 1着8R 3.428 3.36 ST 0.11,03/17伊 ①着12R 3.416 3.34 ST 0.20,03/16伊 1着12R 3.435 3.40 ST 0.15,03/15伊 1着10R 3.449 3.37 ST 0.10,03/11伊 2着9R 3.452 3.39 ST 0.21,03/10伊 8着9R 3.487 3.38 ST 0.14,04/03伊 1着3R 3.460 3.37 ST 0.06,03/24伊 1着11R 3.416 3.36 ST 0.16,03/23伊 1着8R 3.428 3.36 ST 0.11,03/17伊 ①着12R 3.416 3.34 ST 0.20,03/16伊 1着12R 3.435 3.40 ST 0.15,1,-,100%,03/25伊 ①着12R 3.688 3.65 ST 0.02,02/25伊 2着8R 3.697 3.64 ST 0.17,-,-,-,1.5,-,100%,-,-,-,-,-,-,-,-,30,2,2,0.15,7/1 0/2,80.0%,80.0%,3.38,3.456,3.416 (伊),28.9%,11/38,38,28.6%,2/7,7,2,2,3,272,207,207,12.7%,22.4%,32.1%
5,角貝　拓海,"投票締切
12:41",12:43,50,-,087,"2連率
30.0
3連率
40.0",04/03伊 6着5R 3.495 3.39 ST 0.10,04/02伊 5着10R 3.468 3.41 ST 0.06,03/31浜 7着10R 3.794 3.70 ST 0.10,03/30浜 6着12R 3.455 3.38 ST 0.02,03/29浜 2着10R 3.429 3.35 ST 0.11,03/25伊 2着6R 3.425 3.34 ST 0.07,03/24伊 3着8R 3.478 3.38 ST 0.15,03/23伊 7着9R 3.468 3.38 ST 0.06,03/14浜 5着1R 3.479 3.38 ST 0.26,03/13浜 1着8R 3.419 3.35 ST 0.16,04/03伊 6着5R 3.495 3.39 ST 0.10,03/30浜 6着12R 3.455 3.38 ST 0.02,03/29浜 2着10R 3.429 3.35 ST 0.11,03/25伊 2着6R 3.425 3.34 ST 0.07,03/24伊 3着8R 3.478 3.38 ST 0.15,3.8,-,40%,03/31浜 7着10R 3.794 3.70 ST 0.10,03/03浜 3着4R 3.737 3.70 ST 0.20,02/25川 3着8R 3.846 3.83 ST 0.17,-,-,4.3,-,-,-,-,-,-,-,-,-,-,28,1,0,0.14,1/2 1/6,30.0%,40.0%,3.37,3.457,3.419 (浜),34.1%,14/41,41,0.0%,0/5,5,1,0,0,54,41,48,10.0%,17.7%,26.6%
6,鈴木　静二,"投票締切
12:41",12:43,50,-,098,"2連率
20.0
3連率
50.0",04/03伊 3着6R 3.490 3.42 ST 0.04,04/02伊 4着9R 3.457 3.38 ST 0.17,03/31浜 反妨7R - 3.78 ST 0.29,03/30浜 1着7R 3.456 3.34 ST 0.19,03/29浜 7着3R 3.498 3.42 ST 0.19,03/14浜 1着7R 3.444 3.36 ST 0.19,03/13浜 3着3R 3.456 3.35 ST 0.18,03/12浜 3着4R 3.478 3.37 ST 0.06,03/03浜 4着8R 3.506 3.49 ST 0.16,03/02浜 4着7R 3.450 3.36 ST 0.12,04/03伊 3着6R 3.490 3.42 ST 0.04,03/30浜 1着7R 3.456 3.34 ST 0.19,03/29浜 7着3R 3.498 3.42 ST 0.19,03/14浜 1着7R 3.444 3.36 ST 0.19,03/13浜 3着3R 3.456 3.35 ST 0.18,3,-,40%,02/25川 1着4R 3.829 3.77 ST 0.26,02/11山 3着2R 3.665 3.58 ST 0.17,02/07山 4着3R 3.681 3.63 ST 0.18,-,-,2.7,-,33.3%,03/03浜 4着8R 3.506 3.49 ST 0.16,-,-,-,-,4,-,-,27,0,0,0.17,2/0 3/4,20.0%,50.0%,3.36,3.458,3.439 (川),31.3%,10/32,32,14.3%,1/7,7,0,0,8,575,704,694,12.9%,28.7%,44.3%
7,藤波　直也,"投票締切
12:41",12:43,60,-,087,"2連率
20.0
3連率
50.0",04/03伊 3着5R 3.472 3.39 ST 0.20,04/02伊 4着7R 3.479 3.40 ST 0.12,03/31浜 6着10R 3.756 3.65 ST 0.19,03/30浜 5着10R 3.449 3.36 ST 0.05,03/29浜 2着8R 3.452 3.37 ST 0.12,03/14浜 3着9R 3.454 3.38 ST 0.18,03/13浜 2着6R 3.438 3.35 ST 0.30,03/12浜 4着10R 3.444 3.33 ST 0.13,03/03浜 3着6R 3.686 3.65 ST 0.25,03/02浜 5着6R 3.447 3.37 ST 0.15,04/03伊 3着5R 3.472 3.39 ST 0.20,03/30浜 5着10R 3.449 3.36 ST 0.05,03/29浜 2着8R 3.452 3.37 ST 0.12,03/14浜 3着9R 3.454 3.38 ST 0.18,03/13浜 2着6R 3.438 3.35 ST 0.30,3,-,40%,03/31浜 6着10R 3.756 3.65 ST 0.19,03/03浜 3着6R 3.686 3.65 ST 0.25,-,-,-,4.5,-,-,-,-,-,-,-,-,-,-,33,0,0,0.18,0/2 3/5,20.0%,50.0%,3.37,3.457,3.438 (浜),34.8%,16/46,46,0.0%,0/5,5,0,0,5,184,229,256,11.3%,25.4%,41.1%
8,田村　治郎,"投票締切
12:41",12:43,60,-,095,"2連率
55.6
3連率
77.8",04/03伊 3着7R 3.466 3.34 ST 0.11,04/02伊 7着9R 3.465 3.36 ST 0.10,03/17伊 不成立11R - 3.36 ST 0.12,03/16伊 3着9R 3.425 3.35 ST 0.12,03/15伊 2着9R 3.441 3.33 ST 0.11,03/11伊 2着8R 3.427 3.33 ST 0.14,03/10伊 1着8R 3.425 3.31 ST 0.12,03/09伊 4着5R 3.444 3.35 ST 0.14,02/27伊 ②着8R 3.391 3.29 ST 0.12,02/26伊 2着7R 3.387 3.28 ST 0.10,04/03伊 3着7R 3.466 3.34 ST 0.11,03/17伊 不成立11R - 3.36 ST 0.12,03/16伊 3着9R 3.425 3.35 ST 0.12,03/15伊 2着9R 3.441 3.33 ST 0.11,03/11伊 2着8R 3.427 3.33 ST 0.14,2.5,-,50%,02/25伊 1着4R 3.651 3.55 ST 0.20,-,-,-,-,1,-,100%,-,-,-,-,-,-,-,-,27,2,0,0.12,1/4 2/2,55.6%,77.8%,3.33,3.425,3.387 (伊),33.3%,14/42,42,40.0%,4/10,10,2,0,9,317,313,369,14.3%,28.5%,45.2%
