車,選手名,投票締切,発走予定,ハンデ,試走T,偏差,出走表_連率,前1走,前2走,前3走,前4走,前5走,前6走,前7走,前9走,前10走,90平均ST,90良10平競,90良10平試,180良2連,180湿2連,通算優勝,通算2連,前日予想タイム,総合スコア,前日予想着順
1,重富　英雄,13:02,13:04,0,-,92,"2連率
0.0
3連率
0.0",04/11山 8着8R 3.510 3.42 ST 0.12,04/10山 8着4R 3.765 3.69 ST 0.21,04/09山 8着2R 3.819 3.66 ST 0.23,04/08山 8着2R 3.503 3.39 ST 0.17,04/03山 4着3R 3.442 3.35 ST 0.10,04/02山 6着3R 3.468 3.37 ST 0.25,04/01山 5着6R 3.740 3.62 ST 0.27,03/27川 6着8R 3.503 3.39 ST 0.16,03/26川 8着11R 3.817 3.73 ST 0.10,0.19,3.462,3.419 (山),-,-,-,-,3.469,131.03,8
2,植村　愛悠斗,13:02,13:04,0,-,110,"2連率
30.0
3連率
40.0",04/11山 1着5R 3.448 3.36 ST 0.04,03/31浜 他落1R - 再3.69 ST 0.26,03/30浜 8着3R 3.513 3.42 ST 0.19,03/29浜 4着7R 3.502 3.39 ST 0.12,03/26山 2着6R 3.436 3.31 ST 0.18,03/25山 4着6R 3.644 3.53 ST 0.21,03/24山 4着8R 3.439 3.31 ST 0.01,03/18山 3着2R 3.740 3.66 ST 0.18,03/17山 5着4R 3.439 3.32 ST 0.12,0.14,3.44,3.421 (山),-,-,-,-,3.443,187.13,1
3,福永　貴史,13:02,13:04,10,-,104,"2連率
20.0
3連率
20.0",04/11山 7着5R 3.473 3.36 ST 0.10,04/10山 4着3R 3.669 3.56 ST 0.22,04/09山 5着4R 3.473 3.47 ST 0.19,04/08山 8着7R 3.457 3.36 ST 0.29,04/03山 2着1R 3.429 3.35 ST 0.36,04/02山 4着7R 3.404 3.31 ST 0.15,04/01山 2着3R 3.644 3.56 ST 0.33,03/27川 5着8R 3.479 3.38 ST 0.29,03/26川 6着8R 3.789 3.70 ST 0.17,0.21,3.444,3.404 (山),-,-,-,-,3.466,139.43,7
4,中野　政則,13:02,13:04,10,-,74,"2連率
10.0
3連率
10.0",04/11山 4着2R 3.453 3.37 ST 0.10,04/10山 6着1R 3.701 3.66 ST 0.25,04/09山 5着2R 3.714 3.62 ST 0.19,04/08山 6着6R 3.457 3.36 ST 0.11,04/03山 1着4R 3.413 3.32 ST 0.26,04/02山 5着9R 3.419 3.33 ST 0.25,04/01山 4着4R 3.674 3.59 ST 0.34,02/11山 7着5R 3.534 3.67 ST 0.18,02/10山 6着6R 3.723 3.67 ST 0.19,0.21,3.414,3.377 (山),-,-,-,-,3.434,173.43,3
5,藤波　直也,13:02,13:04,10,-,89,"2連率
30.0
3連率
40.0",04/11山 2着7R 3.447 3.36 ST 0.11,04/10山 5着5R 3.653 3.58 ST 0.13,04/09山 6着11R 3.711 3.65 ST 0.23,04/08山 2着2R 3.431 3.34 ST 0.15,04/04伊 7着5R 3.896 3.41 ST 0.26,04/03伊 3着5R 3.472 3.39 ST 0.20,04/02伊 4着7R 3.479 3.40 ST 0.12,03/30浜 5着10R 3.449 3.36 ST 0.05,03/29浜 2着8R 3.452 3.37 ST 0.12,0.18,3.449,3.431 (山),-,-,-,-,3.467,155.68,5
6,吉松　優輝,13:02,13:04,20,-,100,"2連率
0.0
3連率
0.0",04/11山 自落1R - 3.32 ST 0.16,04/10山 5着4R 3.647 3.59 ST 0.18,04/09山 7着3R 3.538 3.63 ST 0.20,04/08山 8着11R 3.449 3.34 ST 0.22,03/31浜 6着5R 3.930 3.70 ST 0.31,03/30浜 7着10R 3.463 3.40 ST 0.18,03/29浜 4着12R 3.439 3.36 ST 0.19,03/21飯 4着4R 3.411 3.30 ST 0.11,03/20飯 5着3R 3.443 3.32 ST 0.12,0.16,3.43,3.411 (飯),-,-,-,-,3.458,141.62,6
7,佐々木　啓,13:02,13:04,20,-,102,"2連率
10.0
3連率
60.0",04/11山 3着7R 3.442 3.36 ST 0.09,04/10山 8着10R F 3.405 3.31 ST 0.18,04/09山 2着9R 3.667 3.62 ST 0.08,04/08山 4着3R 3.410 3.34 ST 0.07,03/31飯 3着5R 3.592 3.49 ST 0.05,03/30飯 7着7R 3.756 3.66 ST 0.14,03/30飯 3着1R 3.759 3.66 ST 0.16,03/28飯 7着9R 3.415 3.32 ST 0.15,03/27飯 3着9R 3.395 3.30 ST 0.11,0.11,3.422,3.395 (飯),-,-,-,-,3.445,169.53,4
8,佐藤　摩弥,13:02,13:04,20,-,75,"2連率
30.0
3連率
40.0",04/11山 2着4R 3.446 3.35 ST 0.13,04/10山 7着5R 3.647 3.57 ST 0.15,04/09山 8着12R 3.695 3.60 ST 0.17,04/08山 3着2R 3.423 3.34 ST 0.12,03/31飯 6着7R 3.611 3.53 ST 0.18,03/30飯 5着7R 3.736 3.67 ST 0.18,03/30飯 1着1R 3.733 3.63 ST 0.13,03/28飯 4着7R 3.399 3.30 ST 0.18,03/27飯 1着6R 3.399 3.32 ST 0.10,0.13,3.415,3.381 (川),-,-,-,-,3.439,183.37,2
